Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Other Current Assets,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures
2020-08-28,58.0,60.43999862670898,56.84999847412109,59.150001525878906,59.150001525878906,990000,CVAC,0.7869822153207268,1.735587506573339,1.4485206778513715,0.9723584880428094,-0.1853762727220826,0.5905185926484997,0.0768061854395929,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-08-31,60.625,60.75,55.08000183105469,55.08000183105469,55.08000183105469,1227600,CVAC,0.8549382459540524,1.860929495144088,1.572258453072438,0.9888494144827736,-0.1339111685287212,0.6959952468000019,0.1758272237304075,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-01,56.810001373291016,57.43999862670898,54.13999938964844,56.84999847412109,56.84999847412109,1120200,CVAC,0.8353562524735143,1.8671944481089104,1.5442392835857432,0.986478520747318,-0.1511222682738038,0.6907767836416379,0.1519651473217924,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-02,59.59999847412109,59.7599983215332,55.119998931884766,58.459999084472656,58.459999084472656,1656300,CVAC,0.863838535594728,1.955696264480809,1.537119432391831,0.9904882601530864,-0.1266497245583583,0.7996270177387699,0.1545550597114573,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-03,58.9900016784668,59.0,56.10100173950195,56.91999816894531,56.91999816894531,904500,CVAC,0.9479972034488297,2.284785791203892,1.6445889603247346,1.0106128675925516,-0.062615664143722,1.091169216493345,0.2469467418243278,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-04,60.24800109863281,64.18000030517578,57.04999923706055,63.45000076293945,63.45000076293945,1862200,CVAC,0.8898344902377119,2.147675376421035,1.4860520060167004,1.0338377445022602,-0.1440032542645483,0.955571365149277,0.0768479629791611,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-08,60.5,60.5,56.52000045776367,56.90999984741211,56.90999984741211,1412000,CVAC,0.9738182800481144,2.265858325320413,1.5730099610453114,1.0699737825781188,-0.0961555025300043,1.0411916619271928,0.1578615727149841,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-09,58.20000076293945,58.5,55.09999847412109,55.209999084472656,55.209999084472656,916400,CVAC,0.981706242740778,2.1387430499752296,1.732294891787933,1.0585994508262604,-0.0768932080854823,0.9361833883410622,0.3307702422313876,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-10,55.58000183105469,56.54999923706055,54.02000045776367,54.7400016784668,54.7400016784668,851600,CVAC,0.9945194913672092,2.211545375348708,1.7225063577705082,1.0798213250395274,-0.0853018336723182,1.0003001293511549,0.3018941629223206,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-11,54.959999084472656,55.37799835205078,51.25,52.68000030517578,52.68000030517578,726100,CVAC,1.0324601191071872,2.304100162305664,1.6761579829201785,1.0715698880496745,-0.0391097689424873,1.0727495466477224,0.2902509099760875,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-14,53.33000183105469,54.81999969482422,52.69499969482422,53.130001068115234,53.130001068115234,630200,CVAC,1.0148691339158316,2.187464688203252,1.5744400497684077,1.0477727369997762,-0.0329036030839446,0.9820515996279388,0.2406052124289794,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-15,54.34999847412109,54.400001525878906,52.68000030517578,53.86000061035156,53.86000061035156,415200,CVAC,0.9654660120818104,2.066097243190702,1.5729669561945838,1.0501396738132378,-0.0846736617314274,0.8501336453832822,0.2129720142475475,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-16,53.93999862670898,54.59999847412109,53.20000076293945,53.97999954223633,53.97999954223633,421000,CVAC,0.971470897951335,1.932752921745068,1.594849890106613,1.041938601672908,-0.0704677037215729,0.728217004746696,0.2285618054933411,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-17,52.75,53.130001068115234,51.619998931884766,52.900001525878906,52.900001525878906,333100,CVAC,1.0113421258377011,2.103969751254343,1.636861887339085,1.034780591985331,-0.0234384661476299,0.8967319863317114,0.283282548774922,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-18,52.130001068115234,53.27999877929688,51.65999984741211,52.09000015258789,52.09000015258789,470700,CVAC,1.0149740598389714,2.0894604726255377,1.7039739273608117,1.04985344404155,-0.0348793842025785,0.8641939475037033,0.3247646106833155,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-21,50.0,50.13999938964844,48.0099983215332,50.08000183105469,50.08000183105469,332100,CVAC,0.9810303368968658,2.0195686040676493,1.8262778702168128,1.0669078702205033,-0.0858775333236374,0.7594597490499202,0.4089936739299566,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-22,50.25,50.560001373291016,49.790000915527344,50.0,50.0,223800,CVAC,0.9813999938964844,2.034600067138672,1.8238000488281247,1.073744026458738,-0.0923440325622537,0.7823111085294328,0.3973032078087501,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-23,49.810001373291016,50.41999816894531,47.209999084472656,47.630001068115234,47.630001068115234,385000,CVAC,1.0503883614814418,1.8450555381626288,1.9437329362780584,1.1048641288809902,-0.0544757673995484,0.5657092881615788,0.4730928896769526,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-24,45.13999938964844,45.79999923706055,43.0,43.79999923706055,43.79999923706055,619500,CVAC,1.110958919977317,1.9376713293357977,2.1127854458323,1.0795772912172472,0.0313816287600698,0.6683739539068141,0.6362897744272249,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-25,44.20000076293945,45.79999923706055,43.29999923706055,44.04999923706055,44.04999923706055,484500,CVAC,1.1325766232403138,1.8560727253643945,2.0288309714973263,1.0516507496657936,0.0809258735745201,0.5962526904987642,0.5838774722609881,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-28,44.45000076293945,48.0,44.45000076293945,45.7599983215332,45.7599983215332,454900,CVAC,1.0218531476547157,1.7716346736987367,1.9541084232703545,1.0001758008813186,0.021677346773397,0.5355546105162614,0.5361673684994335,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-29,46.2599983215332,46.900001525878906,45.0099983215332,45.68000030517578,45.68000030517578,320600,CVAC,1.085814320112891,1.8629596739402563,1.9246934671973617,1.0177523484754358,0.068061971637455,0.64065739372324,0.4905932709783738,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-09-30,49.0,49.83000183105469,46.400001525878906,46.54999923706055,46.54999923706055,823200,CVAC,1.0479054689320153,1.8474758627177708,1.9795919019589188,1.0045339769584258,0.0433714919735894,0.6138925891157723,0.5520988319714153,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-01,48.47999954223633,48.70000076293945,46.7599983215332,47.09000015258789,47.09000015258789,550100,CVAC,0.9997876763325376,1.844340585956616,2.031216844679121,1.0149206669190165,-0.0151329905864788,0.5893963794785428,0.6161213987201044,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-02,47.0099983215332,47.880001068115234,46.41999816894531,47.4900016784668,47.4900016784668,431900,CVAC,1.0229522028650957,2.130764347546621,2.160665339729344,1.0320563943288297,-0.0091041914637337,0.8650062376424159,0.7479706706376299,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
2020-10-05,48.70000076293945,50.59999847412109,48.45800018310547,50.5,50.5,554500,CVAC,0.9679208132300048,2.1310891632986544,2.060396100034808,1.0169315507029275,-0.0490107374729229,0.8884561516017715,0.6666748950746908,5416000.0,173422000.0,-42802000.0,966000.0,16379000.0,130620000.0,11603000.0,-515947000.0,68192000.0,461542000.0,6343000.0,30684000.0,28086000.0,,461542000.0,61686000.0,57175000.0,-48218000.0,1458000.0,17153000.0,65018000.0,6197000.0,5331000.0,533000.0,38080000.0,-280000.0,28181000.0,67979000.0,67979000.0,296000.0,867717000.0,-99873000.0,9304000.0,107000.0,-86963000.0,5844000.0,2325000.0,-3246000.0,-10117000.0,19093000.0,-11172000.0
