,2021-07-31,2021-05-01,2021-01-30,2020-10-31
Investments,138000000.0,-65000000.0,-231000000.0,-155000000.0
Change To Liabilities,37000000.0,-205000000.0,-556000000.0,653000000.0
Total Cashflows From Investing Activities,-56000000.0,-161000000.0,-335000000.0,-235000000.0
Total Cash From Financing Activities,-85000000.0,-98000000.0,5000000.0,4000000.0
Change To Operating Activities,-73000000.0,76000000.0,-185000000.0,11000000.0
Issuance Of Stock,16000000.0,25000000.0,6000000.0,4000000.0
Net Income,258000000.0,166000000.0,234000000.0,95000000.0
Change In Cash,311000000.0,80000000.0,-483000000.0,258000000.0
Repurchase Of Stock,-55000000.0,-32000000.0,-1000000.0,-1000000.0
Total Cash From Operating Activities,452000000.0,340000000.0,-162000000.0,486000000.0
Depreciation,124000000.0,120000000.0,126000000.0,125000000.0
Dividends Paid,-46000000.0,-91000000.0,-91000000.0,-91000000.0
Change To Inventory,87000000.0,69000000.0,285000000.0,-499000000.0
Change To Netincome,52000000.0,128000000.0,28000000.0,71000000.0
Capital Expenditures,-145000000.0,-124000000.0,-104000000.0,-80000000.0
Effect Of Exchange Rate,,-1000000.0,9000000.0,3000000.0
