,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,112000000.0,1094000000.0,-609000000.0,170000000.0
Change To Liabilities,-3576000000.0,-109000000.0,-494000000.0,998000000.0
Total Cashflows From Investing Activities,-6965000000.0,-11458000000.0,-12290000000.0,-8320000000.0
Net Borrowings,7470000000.0,-7846000000.0,-4502000000.0,-7461000000.0
Total Cash From Financing Activities,-3736000000.0,-19758000000.0,-13699000000.0,-14554000000.0
Change To Operating Activities,-39000000.0,110000000.0,269000000.0,-449000000.0
Net Income,-5543000000.0,2924000000.0,14824000000.0,9195000000.0
Change In Cash,-174000000.0,-3570000000.0,4538000000.0,-2471000000.0
Repurchase Of Stock,-1531000000.0,-2935000000.0,-604000000.0,-604000000.0
Effect Of Exchange Rate,-50000000.0,332000000.0,-91000000.0,65000000.0
Total Cash From Operating Activities,10577000000.0,27314000000.0,30618000000.0,20338000000.0
Depreciation,17383000000.0,18546000000.0,19017000000.0,18367000000.0
Other Cashflows From Investing Activities,-1419000000.0,-1245000000.0,111000000.0,-16000000.0
Dividends Paid,-9651000000.0,-8959000000.0,-8502000000.0,-8132000000.0
Change To Inventory,284000000.0,7000000.0,-424000000.0,-267000000.0
Change To Account Receivables,2423000000.0,1852000000.0,437000000.0,-915000000.0
Other Cashflows From Financing Activities,-24000000.0,-18000000.0,-91000000.0,-78000000.0
Change To Netincome,341000000.0,3917000000.0,-2923000000.0,-7122000000.0
Capital Expenditures,-8922000000.0,-14116000000.0,-13792000000.0,-13404000000.0
Issuance Of Stock,,,,1117000000.0
