,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,-35656000.0,49029000.0,20923000.0,281017000.0
Total Cashflows From Investing Activities,-14070000.0,-20741000.0,-95924000.0,-45443000.0
Total Cash From Financing Activities,-1281263000.0,-1362446000.0,-872196000.0,295008000.0
Change To Operating Activities,103831000.0,1785305000.0,409763000.0,-398087000.0
Net Income,1309152000.0,1747872000.0,748870000.0,794719000.0
Change In Cash,-394587000.0,907251000.0,-649657000.0,394400000.0
Repurchase Of Stock,-293915000.0,-18199000.0,-831000.0,-118074000.0
Effect Of Exchange Rate,1162000.0,-6246000.0,8436000.0,9699000.0
Total Cash From Operating Activities,899584000.0,2296684000.0,310027000.0,135136000.0
Depreciation,18698000.0,18778000.0,52939000.0,17750000.0
Dividends Paid,-1023262000.0,-1255128000.0,-1255128000.0,-471474000.0
Change To Account Receivables,379405000.0,-32900000.0,-394944000.0,-97126000.0
Other Cashflows From Financing Activities,35914000.0,-89119000.0,-869843000.0,-5609000.0
Change To Netincome,-875846000.0,-1271400000.0,-527524000.0,-463137000.0
Capital Expenditures,-14070000.0,-20741000.0,-40754000.0,-45443000.0
Net Borrowings,,,-1522000.0,890165000.0
