Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-09-23,11.350000381469728,11.390000343322754,10.350000381469728,10.449999809265137,10.210347175598145,8549800,UWMC,0.950239321148947,1.321531244381242,0.7508281786700852,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-09-24,10.529999732971191,10.548999786376951,10.140000343322754,10.199999809265137,9.96608066558838,1966300,UWMC,0.9745098487654724,1.2901961714965455,0.7880893683016188,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-09-25,10.289999961853027,10.5,10.170000076293944,10.350000381469728,10.112641334533691,1515100,UWMC,0.960386455024499,1.263768153390747,0.7580824949525518,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-09-28,10.489999771118164,10.5,10.300000190734863,10.460000038146973,10.220118522644045,589000,UWMC,0.9474187219027428,1.25525814180674,0.7568855280294414,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-09-29,10.460000038146973,10.5,10.420000076293944,10.449999809265137,10.210347175598145,1037400,UWMC,0.9473684013888988,1.2392345646148422,0.7469529460389069,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-09-30,10.43000030517578,10.4399995803833,10.220000267028809,10.3100004196167,10.073558807373049,1069500,UWMC,0.9650823846348136,1.225024264188254,0.7374564655209954,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-01,10.449999809265137,10.449999809265137,10.119999885559082,10.170000076293944,9.936769485473633,622500,UWMC,0.9754178192378145,1.1799410295621904,0.7655269592717778,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-02,10.1899995803833,10.1899995803833,10.032999992370604,10.130000114440918,9.897686958312988,627700,UWMC,0.980256640738328,1.227048342449475,0.7585556146629221,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-05,10.100000381469728,10.130000114440918,10.0,10.029999732971191,9.79998016357422,1795200,UWMC,0.990029898723475,1.266201402410115,0.765109102508908,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-06,10.020000457763672,10.109999656677246,9.93000030517578,10.050000190734863,9.8195219039917,515000,UWMC,0.9900496430102804,1.2835819692391068,0.7545201458940234,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-07,10.050000190734863,10.074000358581545,9.949999809265137,9.989999771118164,9.760896682739258,1410000,UWMC,0.992992994068808,1.2882883138144423,0.7600653226435221,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-08,10.0,10.0,9.949999809265137,9.989999771118164,9.760896682739258,2390500,UWMC,0.9939940647043756,1.261261360725242,0.7327029532463081,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-09,9.979999542236328,10.0,9.960000038146973,9.979999542236328,9.751126289367676,408300,UWMC,0.9949900227848044,1.28356729233842,0.754740265259056,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-12,9.979999542236328,10.0,9.960000038146973,9.989999771118164,9.760896682739258,195200,UWMC,0.9969970812039658,1.2402403429316655,0.7742531979839458,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-13,10.0,10.0600004196167,9.960000038146973,10.0,9.770668029785156,229700,UWMC,0.9979999586151214,1.2350000312338707,0.7947394450990544,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-14,9.989999771118164,10.010000228881836,9.960000038146973,10.0,9.770668029785156,115200,UWMC,0.998999930504638,1.1700000039042338,0.8261240679617791,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-15,10.0,10.010000228881836,9.949999809265137,10.005000114440918,9.775553703308104,77900,UWMC,0.9985006454863128,1.1534232139569822,0.8388658757195201,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-16,10.020000457763672,10.140000343322754,9.970000267028809,10.010000228881836,9.780438423156738,2259700,UWMC,0.9980019566023532,1.1338661774088192,0.8303557699048894,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-19,10.09000015258789,10.100000381469728,10.024999618530272,10.029999732971191,9.79998016357422,491800,UWMC,0.997008959885652,1.081754772079162,0.837784438806293,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-20,10.109999656677246,10.15999984741211,10.0,10.029999732971191,9.79998016357422,614600,UWMC,0.999003019066518,1.0039880210478291,0.8236530977350771,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-21,10.039999961853027,10.039999961853027,9.93000030517578,9.979999542236328,9.751126289367676,387200,UWMC,1.0080161004663464,1.0280561071285816,0.8014043212789457,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-22,9.979999542236328,9.994999885559082,9.949999809265137,9.949999809265137,9.721814155578612,368600,UWMC,1.008040269721753,1.0010050950254272,0.8007681139047531,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-23,9.949999809265137,9.989999771118164,9.93000030517578,9.93000030517578,9.70227336883545,724200,UWMC,1.01007050523361,0.9979858596357168,0.7952441183140118,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-26,9.93000030517578,9.96500015258789,9.93000030517578,9.9399995803833,9.712043762207031,462200,UWMC,1.010060374225143,1.0160966183992326,0.732314488007246,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-27,9.970000267028809,9.975000381469728,9.93000030517578,9.9399995803833,9.712043762207031,170700,UWMC,1.0191147404862777,1.0392354889365636,0.708888593430989,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-28,9.93000030517578,9.949999809265137,9.90999984741211,9.90999984741211,9.682731628417969,160100,UWMC,1.0252271231980838,1.1483350864959203,0.686516111367191,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-29,9.90999984741211,9.94499969482422,9.899999618530272,9.899999618530272,9.67296028137207,174000,UWMC,1.022222290141,1.0494951411015896,0.6943680632060034,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-10-30,9.899999618530272,9.949999809265137,9.899999618530272,9.949999809265137,9.721814155578612,331200,UWMC,1.0100503616762742,1.0040200858127102,0.7509109470700637,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-02,9.960000038146973,9.979999542236328,9.90999984741211,9.920000076293944,9.69250202178955,521700,UWMC,1.026209729591448,0.9586694315098652,0.7572641335389747,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-03,9.960000038146973,9.960000038146973,9.920000076293944,9.93000030517578,9.70227336883545,255000,UWMC,1.0392749016053455,0.934541765128488,0.7656773614692423,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-04,9.970000267028809,9.970000267028809,9.93000030517578,9.93000030517578,9.70227336883545,112300,UWMC,1.0674723752357946,0.915407873990362,0.8278694865352588,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-05,9.979999542236328,9.989999771118164,9.93000030517578,9.949999809265137,9.721814155578612,213300,UWMC,1.060301581479648,0.9246230721986068,0.8567303060085673,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-06,9.979999542236328,9.989999771118164,9.899999618530272,9.920000076293944,9.69250202178955,217000,UWMC,1.1008065765878785,0.9092742778569022,0.8531978461773091,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-09,9.989999771118164,9.989999771118164,9.90999984741211,9.93000030517578,9.70227336883545,108900,UWMC,1.1480362205168666,0.903323326686372,0.848260360103645,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-10,9.93000030517578,9.989999771118164,9.920000076293944,9.93000030517578,9.70227336883545,350800,UWMC,1.1299094487078334,0.8922457021236693,0.8227717681431623,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-11,9.989999771118164,9.989999771118164,9.93000030517578,9.960000038146973,9.731585502624512,520000,UWMC,1.1234939325130064,0.8644578215845525,0.837573585349794,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-12,9.970000267028809,9.989999771118164,9.93000030517578,9.979999542236328,9.751126289367676,39800,UWMC,1.0911824459693429,0.8336673089940074,0.8490827739660748,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-13,9.989999771118164,10.0,9.9399995803833,9.989999771118164,9.760896682739258,77700,UWMC,1.0720721028794995,0.8018018880625991,0.8685012723934108,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-16,9.989999771118164,10.0,9.960000038146973,9.989999771118164,9.760896682739258,86200,UWMC,1.0730731735150674,0.8048048557104114,0.9293064942967504,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-17,9.979999542236328,10.0,9.960000038146973,9.989999771118164,9.760896682739258,124200,UWMC,1.0730731735150674,0.7967968768472079,0.9009308413194592,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-18,10.0,10.010000228881836,9.979999542236328,10.0,9.770668029785156,491800,UWMC,1.0979998805304447,0.7639999968766129,0.9010421180937032,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-19,9.960000038146973,10.050000190734863,9.960000038146973,10.020000457763672,9.790209770202637,615900,UWMC,1.1107784416555238,0.7554889891940981,0.910357898801445,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-20,10.039999961853027,10.100000381469728,10.010000228881836,10.0600004196167,9.82929229736328,1603500,UWMC,1.2037773267253726,0.758449308997202,0.8906363396450486,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-23,10.100000381469728,10.100000381469728,10.0,10.029999732971191,9.79998016357422,152800,UWMC,1.271186404391426,0.9102691858251788,0.8943096084633511,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-24,10.039999961853027,10.050000190734863,9.989999771118164,10.029999732971191,9.79998016357422,112600,UWMC,1.3768694000714672,0.959122613960419,0.9185347367814632,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-11-25,10.100000381469728,10.100000381469728,10.020000457763672,10.039999961853027,9.8097505569458,341700,UWMC,1.310756990702849,0.869521883979507,0.9327454881842968,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
