Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Other Current Assets,Retained Earnings,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-05-15,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,9.731585502624512,0,UWMC,1.0066265156467755,1.0512048490897028,1.0160641972061406,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-05-19,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,9.8195219039917,400,UWMC,0.997014912327132,1.0666666342932538,1.0,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-05-20,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,9.8195219039917,800,UWMC,1.003979987403505,1.048756108256046,1.012935250422109,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-05-21,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,9.8195219039917,0,UWMC,1.017910331796729,1.0447761208525408,1.026865594815333,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-05-26,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,9.8195219039917,300,UWMC,1.0189054257678447,1.0825869723882302,1.0547263807220209,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-05-28,10.050000190734863,10.050000190734863,10.04699993133545,10.04699993133545,9.816590309143066,2500,UWMC,0.9993032456299114,1.0460834234149687,1.0500646965383102,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-05-29,10.0,10.0,9.975000381469728,9.982999801635742,9.754056930541992,400,UWMC,1.0157269304361516,1.061805243907089,1.093859718592434,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-01,10.0,10.039999961853027,9.94499969482422,10.039999961853027,9.8097505569458,317400,UWMC,1.0159361961076463,1.070717186182862,1.1354581529998875,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-02,10.039999961853027,10.048999786376951,9.949999809265137,10.039999961853027,9.8097505569458,6900,UWMC,1.0159361961076463,1.0756972231622564,1.1175299809872756,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-03,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,9.8195219039917,200,UWMC,1.0149252441238614,1.0726368096389896,1.113432748847547,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-04,10.020999908447266,10.020999908447266,10.020999908447266,10.020999908447266,9.791186332702637,400,UWMC,1.032831057535632,1.0777367599241945,1.0867179393624289,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-05,10.079999923706056,10.079999923706056,9.949999809265137,9.949999809265137,9.721814155578612,3300,UWMC,1.050251219803374,1.085427191381335,1.0763819247304878,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-08,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.721814155578612,0,UWMC,1.060301581479648,1.0743719308722992,1.0773870197559152,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-09,10.045000076293944,10.045000076293944,10.045000076293944,10.045000076293944,9.81463623046875,100,UWMC,1.0333499102939625,1.071179681038289,1.0671976152497156,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-10,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,9.8195219039917,20800,UWMC,1.0527362899000292,1.0796019818356015,1.0925371351374713,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-11,10.050000190734863,10.050000190734863,9.949999809265137,10.0,9.770668029785156,102400,UWMC,1.0500000585635074,1.1000000195211692,1.1130000445082655,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-12,10.050000190734863,10.050000190734863,9.949999809265137,10.039999961853027,9.8097505569458,2000,UWMC,1.031872489432271,1.0896414433649364,1.2061753391827494,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-15,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,9.8097505569458,0,UWMC,1.0557769780276989,1.076693308331719,1.2699203180472922,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-16,10.050000190734863,10.050000190734863,10.0,10.0,9.770668029785156,900,UWMC,1.05800002889133,1.044999906298388,1.3810000265487905,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-17,10.100000381469728,10.100000381469728,10.100000381469728,10.100000381469728,9.868374824523926,6400,UWMC,1.0633662941505786,1.0099009049414749,1.3029702811463877,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-18,10.0,10.039999961853027,10.0,10.0,9.770668029785156,4800,UWMC,1.0550000156169352,1.0349999921915325,1.3080000288913305,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-19,10.0,10.0,10.0,10.0,9.770668029785156,0,UWMC,1.055999987506452,1.0459999757937504,1.3129999859447583,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-22,10.130000114440918,10.149999618530272,10.0,10.026000022888184,9.796072006225586,20300,UWMC,1.053261481829211,1.042289926932885,1.2916417038051091,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-23,10.010000228881836,10.020000457763672,10.0,10.020000457763672,9.790209770202637,700,UWMC,1.0469061334751115,1.0289420802844091,1.2604790147927398,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-24,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,9.858603477478027,200,UWMC,1.0307234973269637,1.0079287100017944,1.1892964398048076,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-25,10.229999542236328,10.229999542236328,10.229999542236328,10.229999542236328,9.99539279937744,10000,UWMC,1.0029325644701916,0.990224912314548,1.2150538373077426,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-26,10.34000015258789,10.34000015258789,10.18299961090088,10.239999771118164,10.00516414642334,1000,UWMC,1.0107421713964355,0.9794921922472938,1.240234387473281,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-29,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,9.8097505569458,300,UWMC,1.044820721682468,1.0009960851694624,1.284860526202455,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-06-30,10.15999984741211,10.170000076293944,10.06999969482422,10.140000343322754,9.907458305358888,17200,UWMC,1.032544327151662,0.9852069402562758,1.2692305878210437,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-07-01,10.06999969482422,10.470000267028809,10.06999969482422,10.199999809265137,9.96608066558838,33900,UWMC,1.029411896986017,0.9794117678018004,1.2352942189680132,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-07-02,10.210000038146973,10.267999649047852,10.199999809265137,10.199999809265137,9.96608066558838,11500,UWMC,1.0362745453600712,0.9784314031329372,1.255882546858225,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-07-09,10.25,10.300000190734863,10.199999809265137,10.199999809265137,9.96608066558838,800,UWMC,1.0480393041544782,0.9794117678018004,1.2147059867698136,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-07-10,10.199999809265137,10.350000381469728,10.199999809265137,10.350000381469728,10.112641334533691,24900,UWMC,1.0420289831837857,0.9661835821685152,1.1932367541557694,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-07-13,10.300000190734863,10.529999732971191,10.289999961853027,10.449999809265137,10.210347175598145,38900,UWMC,1.0366508582543497,0.9569378848484424,1.1196173290087867,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
2020-07-14,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,10.30805492401123,500,UWMC,1.002843614436006,0.9483412511255896,1.093838813801263,731353000.0,24839000.0,5992771000.0,661323000.0,55408000.0,6654094000.0,56806000.0,636484000.0,14136000.0,133283000.0,447947000.0,131000000.0,140850000.0,5767755000.0,-70030000.0,5577666000.0,5464587000.0,249996000.0,-19291000.0,577375000.0,3082592000.0,3009807000.0,-2951240000.0,300000000.0,415057000.0,91170000.0,-3496012000.0,92205000.0,-72785000.0,-4907000.0,-15775000.0,-1027836000.0,-16775000.0
