,2020-07-31,2019-07-31,2018-07-31,2017-07-31
Investments,1085900000.0,-921000000.0,-33900000.0,-218500000.0
Change To Liabilities,880500000.0,622500000.0,586300000.0,502500000.0
Total Cashflows From Investing Activities,288000000.0,-1825900000.0,-520000000.0,-472600000.0
Net Borrowings,1979100000.0,-477400000.0,1682400000.0,1682400000.0
Total Cash From Financing Activities,673000000.0,-773900000.0,1245600000.0,-386000000.0
Change To Operating Activities,-373100000.0,-286300000.0,-205600000.0,-78400000.0
Issuance Of Stock,84000000.0,71700000.0,52600000.0,46400000.0
Net Income,-267000000.0,-81900000.0,-122200000.0,-203000000.0
Change In Cash,1996700000.0,-1544200000.0,1763700000.0,10200000.0
Repurchase Of Stock,-1220800000.0,-363200000.0,-302800000.0,-432400000.0
Total Cash From Operating Activities,1035700000.0,1055600000.0,1038100000.0,868800000.0
Depreciation,222200000.0,140900000.0,92100000.0,58600000.0
Change To Account Receivables,-435600000.0,-108700000.0,-33700000.0,-42100000.0
Other Cashflows From Financing Activities,-169300000.0,-5000000.0,-186600000.0,-186600000.0
Change To Netincome,649100000.0,462200000.0,538300000.0,498100000.0
Capital Expenditures,-214400000.0,-131200000.0,-112000000.0,-163400000.0
