,2021-07-31,2021-04-30,2021-01-31,2020-10-31
Net Income,-119300000.0,-145100000.0,-142300000.0,-92200000.0
Change To Liabilities,0.0,239500000.0,191900000.0,119100000.0
Investments,,-33900000.0,53100000.0,-631500000.0
Total Cashflows From Investing Activities,,-207600000.0,-384400000.0,-886200000.0
Total Cash From Financing Activities,,-298500000.0,-5400000.0,-464500000.0
Change To Operating Activities,,-146000000.0,-110000000.0,-251700000.0
Issuance Of Stock,,58000000.0,300000.0,45400000.0
Change In Cash,,-228300000.0,-25300000.0,-815800000.0
Repurchase Of Stock,,-356500000.0,-5700000.0,-509700000.0
Total Cash From Operating Activities,,277800000.0,364500000.0,534900000.0
Depreciation,,80600000.0,75600000.0,68000000.0
Change To Account Receivables,,-97400000.0,16400000.0,382300000.0
Change To Netincome,,236400000.0,228800000.0,208500000.0
Capital Expenditures,,-26900000.0,-32100000.0,-29600000.0
Other Cashflows From Financing Activities,,,,-200000.0
