Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2017-09-29,56.400001525878906,56.75,56.0099983215332,56.70000076293945,56.70000076293945,305700,CLH,0.9437389347710324,0.97848322391028,0.8500881854386885,1.0206479989635429,-0.0769090641925104,-0.111777164812166,-0.2392050135525144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,56.95000076293945,57.720001220703125,56.59000015258789,57.58000183105469,57.58000183105469,276200,CLH,0.9079541006735544,0.9478985775512428,0.8457797710015706,1.012478214064533,-0.1045241133909785,-0.1408089782101568,-0.2433511074753631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,57.70000076293945,58.220001220703125,57.11000061035156,58.04999923706055,58.04999923706055,385800,CLH,0.9202411519557896,0.940568461528301,0.8342808086422313,1.0113391723313174,-0.0910980203755278,-0.149394913476601,-0.2475198335783408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,57.7400016784668,57.7400016784668,56.95000076293945,57.36000061035156,57.36000061035156,332200,CLH,0.9281729622028412,0.9504881429154768,0.8469316826033579,1.0126829906128405,-0.0845100284099993,-0.1379955441060896,-0.2430276839933061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,57.560001373291016,58.119998931884766,57.290000915527344,57.65999984741211,57.65999984741211,220700,CLH,0.9250780487988832,0.9481442648910968,0.8449531971840574,1.0121464877707815,-0.0870684389718983,-0.1346562107920158,-0.2529685515872018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,57.290000915527344,57.38999938964844,56.22999954223633,56.45000076293945,56.45000076293945,251400,CLH,0.9463241354642568,0.980159452316251,0.8609388453016276,1.0081446760609294,-0.0618205405966726,-0.1147837705107851,-0.239634221134136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,56.38999938964844,56.59000015258789,55.83000183105469,55.970001220703125,55.970001220703125,132100,CLH,0.9644452093073976,0.9924959447117678,0.8633196112375785,1.0143616235707735,-0.0499164142633759,-0.1112194802408848,-0.2351625349391184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,56.34999847412109,56.36000061035156,55.459999084472656,56.209999084472656,56.209999084472656,196500,CLH,0.9574808854549752,0.9998221255702536,0.8574986932574801,1.008797349947511,-0.0513164644925356,-0.0930285505736919,-0.2317986194364755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,56.04999923706055,56.36000061035156,55.959999084472656,56.15999984741211,56.15999984741211,211700,CLH,0.9544159298389138,1.0032051336478782,0.8650285249830407,1.0091988628593096,-0.0547829330203958,-0.0980270740948281,-0.2230685252099529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,56.08000183105469,56.86000061035156,55.86000061035156,56.63999938964844,56.63999938964844,148100,CLH,0.9417373009777316,0.9643361497257916,0.8516949540660336,1.0112728774332036,-0.069535576455472,-0.134348776097561,-0.2243401468990958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,56.77000045776367,56.880001068115234,56.470001220703125,56.540000915527344,56.540000915527344,83300,CLH,0.9388044034586768,0.9757693186346272,0.8517863294584088,1.0098252549340063,-0.0710208514753297,-0.1324801797526478,-0.2251042743852082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,56.47999954223633,56.790000915527344,56.380001068115234,56.56999969482422,56.56999969482422,111800,CLH,0.9266395342360484,0.9759589779443468,0.8435566816004277,1.0047827275420922,-0.0781431933060438,-0.1391027871973608,-0.2420373157597787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,56.369998931884766,56.83000183105469,56.20000076293945,56.380001068115234,56.380001068115234,104600,CLH,0.9253280805354432,1.0172046361764688,0.8442709750326782,1.016827126331923,-0.0914990457964798,-0.1037911339928474,-0.242667311282122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,56.720001220703125,56.84999847412109,56.060001373291016,56.290000915527344,56.290000915527344,150500,CLH,0.9147273199681812,0.9987564453067026,0.8136436044083777,1.016900814218988,-0.1021734942508066,-0.1178272787906038,-0.2623517400162776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,56.29999923706055,56.65999984741211,55.68999862670898,56.18999862670898,56.18999862670898,180300,CLH,0.9309486145533794,0.9934152172819436,0.8088628203193362,1.0195478153138224,-0.088599200760443,-0.1231356850572579,-0.2689707209984879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,56.2599983215332,56.54999923706055,55.959999084472656,56.209999084472656,56.209999084472656,213300,CLH,0.933108016673641,1.005692931863303,0.8749333055719827,1.0187296628598663,-0.0856216461862253,-0.1112325939142415,-0.1905407036524814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,56.220001220703125,56.4900016784668,56.0,56.41999816894531,56.41999816894531,137800,CLH,0.933179780832721,1.00106347705137,0.9076568724998588,1.0231439317955078,-0.0899641509627867,-0.1131746759133121,-0.1608002793657297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,56.540000915527344,56.65999984741211,55.810001373291016,55.95000076293945,55.95000076293945,135800,CLH,0.944057175595456,0.9899910390410226,0.9190348072882466,1.023176662025299,-0.0791194864298433,-0.1108018448053719,-0.1603460130096066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,55.720001220703125,55.95000076293945,54.83000183105469,55.2400016784668,55.2400016784668,181700,CLH,0.9581824528765088,1.001810254726333,0.9342867313935972,1.028738706809164,-0.0705562539326551,-0.1064035668282326,-0.1595345308917073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,55.220001220703125,55.650001525878906,53.79999923706055,54.810001373291016,54.810001373291016,785400,CLH,0.9702608825529142,1.002189361957273,0.9529282655279784,1.0357335667629224,-0.0654726842100081,-0.1021791687301683,-0.1380937687928828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,54.84999847412109,54.84999847412109,52.93999862670898,53.09999847412109,53.09999847412109,560600,CLH,1.015065971275832,1.0111111143039944,0.9749529556576992,1.0327543330408862,-0.017688361765054,-0.0673078392920463,-0.1211758430773704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,52.68000030517578,53.22999954223633,52.380001068115234,52.7400016784668,52.7400016784668,301700,CLH,1.0212362323898456,0.9628365029049636,0.9895714252132384,1.0448229351223306,-0.0235867027324849,-0.0832744306675151,-0.1208180671816285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,52.810001373291016,53.650001525878906,52.810001373291016,53.5099983215332,53.5099983215332,302100,CLH,1.0037376335117352,0.9577649337988532,0.9824332151711036,1.0378093145840102,-0.0340716810722749,-0.0958914346156381,-0.1251467359573198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
