,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,3876000000.0,3927200000.0,3869200000.0,3889600000.0
Capital Surplus,7896700000.0,7883900000.0,7880600000.0,7882300000.0
Total Liab,8184600000.0,8366100000.0,8301800000.0,8392000000.0
Total Stockholder Equity,10294400000.0,10144100000.0,10122300000.0,10016900000.0
Minority Interest,33400000.0,33000000.0,30400000.0,35500000.0
Other Current Liab,1095200000.0,1126500000.0,1121700000.0,1125200000.0
Total Assets,18512400000.0,18543200000.0,18454500000.0,18444400000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,240900000.0,221000000.0,226500000.0,163700000.0
Retained Earnings,3780100000.0,3678300000.0,3588900000.0,3524200000.0
Other Liab,987700000.0,1014700000.0,1044100000.0,1122100000.0
Good Will,8653200000.0,8625700000.0,8485200000.0,8366100000.0
Treasury Stock,-1384400000.0,-1420100000.0,-1349200000.0,-1391600000.0
Other Assets,630700000.0,635800000.0,518700000.0,648800000.0
Cash,453500000.0,483500000.0,598700000.0,559300000.0
Total Current Liabilities,2844700000.0,3168900000.0,3226300000.0,3228600000.0
Short Long Term Debt,600000.0,353900000.0,447200000.0,454800000.0
Other Stockholder Equity,-375800000.0,-409000000.0,-339100000.0,-482200000.0
Property Plant Equipment,1544300000.0,1575500000.0,1601600000.0,1603700000.0
Total Current Assets,3808200000.0,3779000000.0,3879800000.0,3936200000.0
Net Tangible Assets,-2234800000.0,-2408800000.0,-2232100000.0,-2238800000.0
Net Receivables,1452600000.0,1403000000.0,1412500000.0,1433500000.0
Long Term Debt,4079600000.0,3923300000.0,3792200000.0,3799900000.0
Inventory,1661200000.0,1671500000.0,1642100000.0,1779700000.0
Accounts Payable,994700000.0,955000000.0,909400000.0,962000000.0
Long Term Investments,,,100000000.0,
