Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Property Plant Equipment,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Net Borrowings
2017-09-29,223.57000732421875,229.4499969482422,222.69000244140625,228.38999938964844,209.50743103027344,663300,RE,1.0396688952933877,0.9767066641544576,1.1509594233299991,1.0206479989635429,0.0190208963298448,-0.1135537245679884,0.0616662243387962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,227.1999969482422,230.4600067138672,224.509994506836,229.27999877929688,210.3238677978516,560000,RE,1.0240314978795737,0.9754597158908092,1.1052620887513842,1.012478214064533,0.0115532838150407,-0.1132478398705905,0.0161312102744504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,228.5500030517578,230.0500030517578,227.44000244140625,229.32000732421875,210.360580444336,412300,RE,0.9918017964497952,0.9594988202325064,1.0986322472973131,1.0113391723313174,-0.0195373758815222,-0.1304645547723956,0.0168316050767409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,229.5,230.1499938964844,227.5500030517578,227.6999969482422,208.8744659423828,396000,RE,1.0006148823742511,0.9583739900591702,1.1141303359236023,1.0126829906128405,-0.0120681082385893,-0.1301096969623961,0.0241709693269382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,226.5800018310547,228.4199981689453,226.009994506836,226.75,208.0029754638672,450300,RE,1.0075415486114223,0.975786041972954,1.1032372158302095,1.0121464877707815,-0.0046049391593592,-0.1070144337101586,0.0053154670589503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,227.27999877929688,228.13999938964844,224.6699981689453,225.009994506836,206.4068756103516,312100,RE,1.0089773987455235,0.996027302564389,1.095772251234394,1.0081446760609294,0.0008327226845941,-0.0989159202626471,-0.0048008152013696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,225.58999633789065,227.4600067138672,224.0,226.0200042724609,207.33335876464844,343700,RE,1.0103531116408184,0.9977624043452512,1.084076530717006,1.0143616235707735,-0.0040085119299551,-0.1059530206074014,-0.0144056154596909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,226.0,227.3300018310547,224.7100067138672,224.7700042724609,206.18670654296875,380200,RE,1.0267828994634065,0.9968223114159976,1.1109764389699373,1.008797349947511,0.0179855495158955,-0.0960283647279479,0.0216791262759816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,224.52999877929688,224.77999877929688,221.0200042724609,222.509994506836,204.11355590820312,564000,RE,1.0387848770250192,1.0216386806217874,1.1148540464054668,1.0091988628593096,0.0295860141657096,-0.0795935271209189,0.0267569962124731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,223.08999633789065,227.6600036621093,223.08999633789065,226.8099975585937,208.0580291748047,579500,RE,1.007671783462487,0.9900297690749688,1.090553182913368,1.0112728774332036,-0.0036010939707165,-0.1086551567483838,0.0145180819482384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,228.0,244.58999633789065,228.0,240.509994506836,220.62538146972656,933400,RE,0.9402103409628876,0.9393232060104136,1.01073511445023,1.0098252549340063,-0.0696149139711189,-0.1689262923768614,-0.0661554893933871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,239.9600067138672,241.13999938964844,237.7899932861328,238.1199951171875,218.4329833984375,562400,RE,0.9628337635513072,0.9736736218727698,0.9846624125476487,1.0047827275420922,-0.0419489639907849,-0.1413881432689377,-0.1009315848125577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,239.19000244140625,239.19000244140625,235.1600036621093,236.3999938964844,216.85519409179688,439300,RE,0.9537647600708764,0.9856085307007082,1.01239791773356,1.016827126331923,-0.0630623662610466,-0.1353872394686081,-0.0745403685812402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,237.1000061035156,237.47999572753903,234.1100006103516,235.0,215.5709228515625,323400,RE,0.9630640780041644,0.9928499816246942,1.0010051207362354,1.016900814218988,-0.0538367362148235,-0.1237337424726122,-0.0749902236884199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,234.5800018310547,237.4600067138672,234.2100067138672,237.25,217.63491821289065,237900,RE,0.943477290277546,0.9790671925430146,0.9924920012883752,1.0195478153138224,-0.0760705250362764,-0.1374837097961869,-0.0853415400294489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,239.3000030517578,239.5399932861328,235.7400054931641,236.6699981689453,217.10289001464844,402200,RE,0.9390711520302668,0.9743264978944768,0.9747182591014724,1.0187296628598663,-0.0796585108295995,-0.1425990278830677,-0.0907557501229917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
