Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2017-09-29,58.15999984741211,58.459999084472656,57.77999877929688,57.84000015258789,51.86867904663086,1838800,AEE,1.0717496123979129,1.0001066406767405,0.9836580885151448,1.0206479989635429,0.05110161343437,-0.0901537480457055,-0.1056351104760581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,58.13999938964844,58.619998931884766,57.93000030517578,58.38999938964844,52.36190032958984,1383000,AEE,1.0584002690298475,0.9899959625124162,0.9625629027015034,1.012478214064533,0.0459220549653145,-0.0987115932489834,-0.1265679757754304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,58.34999847412109,58.34999847412109,57.66999816894531,57.93000030517578,51.94938659667969,1154700,AEE,1.0757809757809758,1.0096806337392112,0.9733624511867192,1.0113391723313174,0.0644418034496583,-0.0802827412656908,-0.108438191033853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,57.97999954223633,58.61000061035156,57.869998931884766,58.54999923706055,52.50537872314453,1189500,AEE,1.0621687638086976,0.9860867177129854,0.9778021893392675,1.0126829906128405,0.0494857731958571,-0.102396969308581,-0.1121571772573964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,58.540000915527344,58.869998931884766,58.31999969482422,58.84000015258789,52.76543426513672,1447600,AEE,1.0557444392921935,0.966847144860138,0.9821327745189428,1.0121464877707815,0.0435979515214119,-0.1159533308229746,-0.1157889742523163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,58.54999923706055,58.900001525878906,58.369998931884766,58.77999877929688,52.71162796020508,1178700,AEE,1.0695816634446702,0.96217928783951,0.9774326121720474,1.0081446760609294,0.0614369873837408,-0.1327639349875261,-0.1231404542637162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,58.880001068115234,59.150001525878906,58.79999923706055,59.150001525878906,53.043434143066406,892600,AEE,1.05934052009138,0.9454323611806904,0.9762986283081404,1.0143616235707735,0.0449788965206063,-0.1582830637719622,-0.1221835178685565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,59.27000045776367,59.88999938964844,59.040000915527344,59.86000061035156,53.680137634277344,1555500,AEE,1.0494484550302496,0.933208929609209,0.9548762550343144,1.008797349947511,0.0406511050827387,-0.1596417465347366,-0.1344210576596411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,59.81999969482422,60.2400016784668,59.54999923706055,59.77999877929688,53.608394622802734,1362500,AEE,1.0451654184384265,0.9400182265588158,0.9622714359709044,1.0091988628593096,0.0359665555791168,-0.1612139811838905,-0.1258256142220892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,59.790000915527344,60.38999938964844,59.65999984741211,60.34000015258789,54.110572814941406,1287200,AEE,1.0505469883809118,0.924617064424486,0.9629366358067905,1.0112728774332036,0.0392741109477081,-0.1740678613988666,-0.1130984651583389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
