,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-1969406000.0,520862000.0,627611000.0,-204687000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-2103763000.0,375212000.0,-257809000.0,-971081000.0
Net Borrowings,-400009000.0,-10000.0,599990000.0,-9161000.0
Total Cash From Financing Activities,2241184000.0,-981336000.0,-124611000.0,683893000.0
Change To Operating Activities,-132493000.0,-97226000.0,-15231000.0,-51487000.0
Issuance Of Stock,312000.0,312000.0,342000.0,528000.0
Net Income,185754000.0,284392000.0,264394000.0,183682000.0
Change In Cash,346927000.0,-309620000.0,-31007000.0,-17414000.0
Repurchase Of Stock,-6749000.0,-138006000.0,-131853000.0,-136000.0
Total Cash From Operating Activities,209506000.0,296504000.0,351413000.0,269774000.0
Depreciation,63071000.0,67824000.0,54903000.0,62019000.0
Other Cashflows From Investing Activities,3275000.0,7684000.0,-1616000.0,2438000.0
Dividends Paid,-135099000.0,-138246000.0,-131036000.0,-124928000.0
Other Cashflows From Financing Activities,2782729000.0,-705074000.0,-462054000.0,817590000.0
Change To Netincome,93174000.0,41514000.0,47347000.0,75560000.0
Capital Expenditures,-33390000.0,-29354000.0,-35880000.0,-10068000.0
