Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Capital Surplus,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-09-29,55.470001220703125,56.31999969482422,55.470001220703125,56.02000045776367,54.62556457519531,378900,UI,1.109960820583356,1.3234558893568358,1.2374152255581865,1.0206479989635429,0.0893128216198131,0.2331955006343897,0.1481220265669836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,56.02000045776367,57.56999969482422,56.02000045776367,57.52999877929688,56.09797668457031,381000,UI,1.0841300286119413,1.2901094184396469,1.23744157726625,1.012478214064533,0.0716518145474083,0.2014018626782472,0.1483106987893161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,57.5099983215332,58.56999969482422,57.5099983215332,58.20000076293945,56.75130844116211,682000,UI,1.07938131406065,1.2725086316038534,1.2333330308532997,1.0113391723313174,0.0680421417293326,0.1825452565989513,0.1515323886327275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,58.0,58.650001525878906,57.02000045776367,57.18999862670898,55.76644515991211,671500,UI,1.135163264333098,1.28693817614381,1.2435738569937052,1.0126829906128405,0.1224802737202575,0.1984544891222435,0.1536144903970411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,57.5099983215332,57.650001525878906,55.83000183105469,56.18000030517578,54.78158187866211,798500,UI,1.1812032633869345,1.3075829437679862,1.3118547521099826,1.0121464877707815,0.1690567756161529,0.2247824680848735,0.2139330033387234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,56.06999969482422,56.709999084472656,55.86000061035156,56.27000045776367,54.86933898925781,453400,UI,1.1736270609138086,1.310645101096605,1.319531012534494,1.0081446760609294,0.1654823848528792,0.2157018782695687,0.2189579460987303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,55.93000030517578,56.13999938964844,54.95000076293945,55.060001373291016,53.68946075439453,519900,UI,1.1825279568463811,1.3378133443983635,1.3586995368176338,1.0143616235707735,0.1681663332756076,0.2340979194457109,0.2602173906409368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,55.0,56.400001525878906,54.75,56.16999816894531,54.77183532714844,580200,UI,1.11500798016006,1.3174294273312332,1.3217019958339915,1.008797349947511,0.1062106302125491,0.2245787511872876,0.2324046831400359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,55.970001220703125,56.93999862670898,55.90999984741211,56.09999847412109,54.70356750488281,167900,UI,1.114795164813463,1.3128342872476362,1.2868094279219862,1.0091988628593096,0.1055963019541534,0.2116020795049298,0.1987123777289925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,56.400001525878906,57.2400016784668,56.310001373291016,56.97999954223633,55.561668395996094,293300,UI,1.1060021456684508,1.2902772493096195,1.2493859661529247,1.0112728774332036,0.0947292682352471,0.1915923234862668,0.1733508651877953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
