Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Deferred Long Term Asset Charges,Short Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2017-09-29,155.27999877929688,156.35000610351562,154.89999389648438,156.30999755859375,150.59603881835938,605100,SPGI,1.0010239666559333,1.1119837129926635,1.2182923446080445,1.0206479989635429,-0.0196240323076095,0.0217233242702175,0.1289991456168415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,156.85000610351562,158.05999755859375,156.41000366210938,157.52000427246094,151.7617645263672,773000,SPGI,0.993905604332416,1.1182070849787835,1.2262914646185916,1.012478214064533,-0.0185726097321169,0.0294995292173838,0.1371605861416578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,157.3300018310547,159.5500030517578,157.0,159.2100067138672,153.38999938964844,685900,SPGI,0.9766974942818089,1.1156566278046194,1.2043720773012505,1.0113391723313174,-0.0346416780495085,0.0256932527997173,0.1225714350806783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,159.33999633789062,159.82000732421875,159.00999450683594,159.60000610351562,153.76576232910156,688200,SPGI,0.9942982137982274,1.1133069496634629,1.2070971549319338,1.0126829906128405,-0.0183847768146131,0.0248232626418964,0.1171377883352697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,159.72000122070312,160.0,158.50999450683594,159.0399932861328,153.2262420654297,859700,SPGI,0.9974849218295262,1.1069524643653277,1.2258208783554,1.0121464877707815,-0.0146615659412553,0.024151988682215,0.1278991295841409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,159.42999267578125,159.82000732421875,158.00999450683594,158.4499969482422,152.65780639648438,775700,SPGI,1.003913007060165,1.116072615527565,1.2349532444234053,1.0081446760609294,-0.0042316690007644,0.0211293927005289,0.1343801779876416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,158.91000366210938,159.57000732421875,158.32000732421875,159.1699981689453,153.35147094726562,528300,SPGI,1.0055914194189437,1.118834130245426,1.224756971164897,1.0143616235707735,-0.0087702041518298,0.0151187052927734,0.1262748249881999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,159.24000549316406,159.47999572753906,158.69000244140625,158.8000030517578,152.99501037597656,635500,SPGI,0.994395453490542,1.1100145701254482,1.2214073630147406,1.008797349947511,-0.0144018964569688,0.0171638939815026,0.132110050320785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,158.66000366210938,159.19000244140625,158.00999450683594,159.0,153.1876983642578,1821000,SPGI,0.9870438294109684,1.1146709400019463,1.214118123070024,1.0091988628593096,-0.0221550334483412,0.0134387322592399,0.1260210728770303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,159.32000732421875,161.66000366210938,159.02000427246094,161.1199951171875,155.23020935058594,993800,SPGI,0.9808218030825604,1.1115151260172962,1.1795511663182174,1.0112728774332036,-0.0304510743506432,0.0128302001939435,0.103516065353088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,161.27999877929688,162.9600067138672,160.5500030517578,161.82000732421875,155.90464782714844,990500,SPGI,0.9844269076367718,1.122194886412517,1.177616601224171,1.0098252549340063,-0.0253983472972347,0.013945388025242,0.1007259973805538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,161.82000732421875,162.52999877929688,161.57000732421875,162.4600067138672,156.521240234375,1045700,SPGI,0.9775942660475332,1.124006509793156,1.1771228968150602,1.0047827275420922,-0.027188461494559,0.0089447446514483,0.0915288994548537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,162.75999450683594,162.8699951171875,161.13999938964844,161.67999267578125,155.76974487304688,857900,SPGI,0.9902274824004954,1.1342652210515014,1.163031567926653,1.016827126331923,-0.0265996439314276,0.0132694508821851,0.0760932816118526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,161.97000122070312,162.2899932861328,161.1199951171875,161.14999389648438,155.2590789794922,959200,SPGI,0.9965251307142298,1.139116146648388,1.176400254779849,1.016900814218988,-0.0203756835047581,0.0225324225510814,0.1004049103551938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,160.47999572753906,160.9499969482422,158.92999267578125,159.44000244140625,153.61158752441406,1406100,SPGI,1.0172480843270582,1.143662184768606,1.1980325196290604,1.0195478153138224,-0.0022997309867642,0.0271112824294044,0.1201989783112362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,160.27000427246094,161.55999755859375,160.02999877929688,161.5500030517578,155.64447021484375,1014100,SPGI,1.013308803374327,1.1405775075987843,1.169629646767806,1.0187296628598663,-0.0054208594855393,0.0236519818212397,0.1041556375433419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,162.33999633789062,163.11000061035156,161.52000427246094,162.10000610351562,156.17440795898438,647900,SPGI,1.0069092996748623,1.1196380553638938,1.1758925167507797,1.0231439317955078,-0.0162346321206454,0.0053999023992117,0.1074353648851911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,162.0500030517578,162.64999389648438,161.10000610351562,161.89999389648438,155.981689453125,863400,SPGI,1.013835770330615,1.1166867010694927,1.1931154044210297,1.023176662025299,-0.0093408916946844,0.0158938172230982,0.1137345841231765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,161.89999389648438,162.2899932861328,160.17999267578125,160.9199981689453,155.0375213623047,1246400,SPGI,1.024183854813214,1.1282220362522106,1.2079394606919966,1.028738706809164,-0.0045548519959499,0.020008214697645,0.1141181984066921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,163.0800018310547,166.1699981689453,162.10000610351562,165.0,158.96835327148438,2575000,SPGI,1.0075471172904975,1.1057925831361617,1.1869039128828054,1.0357335667629224,-0.0281864494724248,0.0014240524487203,0.0958818785619441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,164.77999877929688,164.8300018310547,161.8000030517578,162.16000366210938,156.232177734375,1707800,SPGI,1.0183923322503974,1.096287838300306,1.223683424046805,1.0327543330408862,-0.0143620007904887,0.0178688847042653,0.1275546253117354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,161.52000427246094,161.58999633789062,156.14999389648438,156.25,150.53823852539062,1710500,SPGI,1.0617239126287774,1.067369953639255,1.2906827247687287,1.0448229351223306,0.0169009775064468,0.0212590200667761,0.1802932323738617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,156.52999877929688,157.75999450683594,153.25,156.47000122070312,150.750244140625,2757900,SPGI,1.064651511078217,1.1530041596960514,1.2847562767926697,1.0378093145840102,0.0268421964942069,0.0993477912815601,0.1771763256642462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,157.0800018310547,158.08999633789062,156.11000061035156,156.55999755859375,150.8368682861328,1505500,SPGI,1.072300686528255,1.1698231050419083,1.2781114681527872,1.0388512590749122,0.0334494274533427,0.1152390866900585,0.1686688618937186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,156.1999969482422,156.9199981689453,155.33999633789062,155.5,149.8156280517578,1289500,SPGI,1.0823821434977094,1.1173249957197349,1.2824282410111632,1.0310647944789963,0.0513173490187131,0.0992786535997354,0.177926229725581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,156.24000549316406,158.8000030517578,154.6999969482422,158.69000244140625,152.88902282714844,1755500,SPGI,1.0652355576270232,1.1213338476516594,1.255318528883249,1.0262436118253355,0.0389919458016874,0.0956974420839069,0.1475082101938827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,158.07000732421875,159.60000610351562,157.47000122070312,158.63999938964844,152.8408660888672,1011100,SPGI,1.0713220551647424,1.1397605909163198,1.2524191143503185,1.0311845275729687,0.0401375275917736,0.1036496617138753,0.1466908300142118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,158.75,159.6199951171875,158.17999267578125,159.07000732421875,153.25515747070312,965100,SPGI,1.0790135736424615,1.146637155718045,1.250676591266392,1.0414917955670933,0.0375217780753682,0.100727345690379,0.1388502321713218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,158.6199951171875,160.5,157.85000610351562,160.05999755859375,154.20892333984375,1051600,SPGI,1.075409084054637,1.1651621830323378,1.259897255516297,1.0390384642435906,0.0363706198110465,0.1041574199345991,0.1452439501149454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
