Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2018-08-22,27.739999771118164,28.14999961853028,27.739999771118164,28.1200008392334,25.56137084960937,468600,NVT,1.0444523457040695,0.9209668007808072,0.9799069807006968,1.0093416701778264,0.0351106755262431,-0.007292435047396,-0.0153158607276966,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-08-23,28.0,28.30500030517578,27.809999465942383,28.0,25.452287673950195,446600,NVT,1.0203571119986623,0.8975836102362286,0.980122492483511,1.0113582232611953,0.008998888737467,-0.0295997121417146,-0.0067417985009471,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-08-24,27.950000762939453,28.229999542236328,27.75,27.979999542236328,25.43410873413086,312100,NVT,0.9853464596914028,0.9000245822996343,0.9771982297744592,0.9990272938710923,-0.0136808341796895,-0.0417898673151602,0.0028614278190296,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-08-27,27.959999084472656,28.26000022888184,27.920000076293945,28.06999969482422,25.515918731689453,298700,NVT,0.9618810870935116,0.8989324016328678,0.9653941001772354,0.9932191999359588,-0.0313381128424471,-0.0361031396399808,-0.0015070901322956,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-08-28,28.100000381469727,28.75,27.88999938964844,27.959999084472656,25.41592597961425,714600,NVT,0.9713876609583374,0.9010285348921768,0.978260094639769,0.9940396115641872,-0.0226519506058499,-0.0392146633521449,-0.0017632747301149,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-08-29,27.8799991607666,28.81999969482422,27.56999969482422,28.729999542236328,26.115867614746094,732900,NVT,0.9589278186557696,0.886693013471284,0.9531005016273456,0.9863033577406792,-0.0273755390849095,-0.0601135339330111,-0.0255759360949864,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-08-30,28.559999465942383,28.780000686645508,27.8700008392334,28.07999992370605,25.52500915527344,691000,NVT,0.961538524767053,0.8641882327130385,0.9921380649411436,0.9878902855184554,-0.0263517607514023,-0.0560655624605761,0.0029037580296478,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-08-31,27.950000762939453,28.200000762939453,27.57999992370605,28.09000015258789,25.53409576416016,476000,NVT,0.970096255981451,0.8484668960396556,0.9805926846649266,0.9879708571431072,-0.0178746011616561,-0.0698089512007088,-0.0062595639216063,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-04,28.07999992370605,28.3700008392334,27.549999237060547,28.239999771118164,25.670448303222656,530300,NVT,0.9596317863497744,0.8236368602394821,0.9699974172855224,0.979027713770822,-0.0193959274210476,-0.075034250189462,-0.0201910293439532,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-05,28.100000381469727,28.52499961853028,27.809999465942383,28.440000534057617,25.852251052856445,480100,NVT,0.9377638007898024,0.7990802732029786,0.97209079959643,0.9747074081630952,-0.0369436073732928,-0.0996590676640959,-0.02532780150811,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-06,28.559999465942383,28.729999542236328,28.239999771118164,28.600000381469727,25.99769592285156,629700,NVT,0.9541956584897744,0.7942575647748984,0.9655885278952452,0.9766839873062472,-0.0224883288164727,-0.1059307468841287,-0.0328077846272152,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-07,28.40999984741211,28.56999969482422,27.670000076293945,27.940000534057617,25.39774703979492,616800,NVT,0.9531135872795298,0.8231103144595711,0.977871441409088,0.9729456327900377,-0.0198320455105078,-0.0854003385508085,-0.0163228011154653,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-10,28.07999992370605,29.016000747680664,28.0,28.31999969482422,25.74317169189453,862100,NVT,0.9103107572767424,0.8013996020993365,0.9647502570232016,0.9403069119583948,-0.0299961546816525,-0.0966200254605054,-0.0389611338384303,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-11,28.100000381469727,28.36000061035156,27.790000915527344,28.11000061035156,25.55227851867676,508400,NVT,0.8783352204821572,0.8081027544510224,0.9297455883526402,0.921033808447608,-0.0426985879654508,-0.0773440888265778,-0.0495759052771803,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-12,28.0,28.450000762939453,27.670000076293945,28.09000015258789,25.53409576416016,255400,NVT,0.8590245771713619,0.7739079510159689,0.9462936292971952,0.9287627078344606,-0.0697381306630986,-0.0899648816228654,-0.0325442155181835,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-13,28.26000022888184,28.600000381469727,27.940000534057617,28.06999969482422,25.515918731689453,1016600,NVT,0.8571427503552557,0.7515017914154087,0.9437160675722044,0.9265966228653494,-0.0694538725100937,-0.1093046968579996,-0.039593354792609,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-14,28.1299991607666,28.540000915527344,27.979999542236328,28.40999984741211,25.82497978210449,673400,NVT,0.8926435518234602,0.7417992992030047,0.948842912416181,0.9450727450922518,-0.0524291932687915,-0.1040338131068148,-0.0273658307600328,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-17,28.3700008392334,28.76000022888184,27.86000061035156,28.549999237060547,25.952241897583008,703300,NVT,0.89387039924965,0.7353404257054872,0.9552021986045,0.9498029031390748,-0.0559325038894249,-0.1023560375152219,-0.035481636732411,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-18,28.3799991607666,28.799999237060547,28.25,28.64999961853028,26.04314422607422,586200,NVT,0.8698392454490618,0.7159038876798104,0.9550538197002688,0.9312963299920388,-0.0614570845429769,-0.1007705929213723,-0.036332507136053,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-19,28.6200008392334,29.309999465942383,28.46999931335449,29.229999542236328,26.57036781311035,590500,NVT,0.8405225933695967,0.6996317798503646,0.95414515964043,0.9281535809731144,-0.0876309876035176,-0.0989994187500774,-0.0520174885963222,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-20,29.450000762939453,29.64999961853028,28.780000686645508,29.18000030517578,26.52491950988769,645600,NVT,0.8081464635347992,0.7363724110764764,0.9616886741689994,0.9173105895814624,-0.109164126046663,-0.0940419888470602,-0.0370925021609748,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-21,29.09000015258789,29.57999992370605,28.979999542236328,29.420000076293945,26.743083953857425,1627900,NVT,0.7796496103937227,0.7358412099269399,0.953153815990468,0.911986622194144,-0.1323370118004213,-0.1011929747870085,-0.0510212059089139,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-24,29.350000381469727,29.57999992370605,28.670000076293945,29.3700008392334,26.697633743286133,648700,NVT,0.7298944242543661,0.7535500725892638,0.9654810741739324,0.8905498993775471,-0.160655475123181,-0.0885554410720232,-0.0456809886809705,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-25,29.440000534057617,29.63999938964844,28.489999771118164,28.56999969482422,25.970422744750977,836100,NVT,0.8324498983951285,0.7915674236031909,0.991806172467485,0.9049442418293064,-0.0724943434341779,-0.0590265201851328,-0.0266047731208739,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-26,28.56999969482422,28.56999969482422,27.5,27.56999969482422,25.06140899658203,1747900,NVT,0.8736004303394158,0.8221048364780238,1.0244696940407307,0.8967353845070432,-0.0231349541676273,-0.0321883304286109,-0.0008149548139884,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-27,27.690000534057617,27.780000686645508,26.809999465942383,27.0,24.54327964782715,6707100,NVT,0.881600951588495,0.8073883485586094,1.0175500808338864,0.8940192753436789,-0.0124183237551838,-0.031297602468558,0.0007276153647399,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-09-28,26.88999938964844,27.25,26.75,27.15999984741211,24.68871688842773,1479700,NVT,0.8901245967436029,0.8285833325994025,1.0160366990167955,0.9113153745879689,-0.0211907778443658,-0.0364741344715876,-0.0068644335151799,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-10-01,27.299999237060547,27.90900039672852,27.299999237060547,27.549999237060547,25.043231964111328,705500,NVT,0.8925088039740847,0.8069858443338264,1.0233725157591096,0.9236523660614412,-0.0311435620873563,-0.0728580164197141,-0.0057846291705101,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-10-02,27.40999984741211,27.68000030517578,26.84000015258789,27.0,24.54327964782715,1068400,NVT,0.9289627003079872,0.8491561887251902,1.0517312782105523,0.9440697883215468,-0.0151070880135596,-0.0460309683619016,0.010822859220829,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-10-03,27.18000030517578,27.31999969482422,26.239999771118164,27.25,24.7705307006836,772000,NVT,0.939285011379166,0.8554069749713789,1.0446876743103737,0.9398574419912976,-0.0005724306121317,-0.0448553387436743,0.0076398112045765,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-10-04,27.100000381469727,27.780000686645508,26.96999931335449,27.100000381469727,24.634178161621094,650700,NVT,0.9437408229738692,0.8679443554378942,1.0504701207952922,0.951596492949428,-0.0078556699755587,-0.0476026081252455,0.0019616999949982,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-10-05,27.100000381469727,27.39999961853028,26.61000061035156,26.670000076293945,24.243305206298828,630100,NVT,0.9823643870401688,0.8777852816503932,1.0725725885596398,0.963805777686949,0.0185586093532198,-0.0456791383947117,0.0245783195962734,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-10-08,26.6200008392334,27.299999237060547,26.225000381469727,27.290000915527344,24.806888580322266,568900,NVT,0.9891944873863155,0.8626396033693493,1.0523184996656147,0.9817406222856884,0.007453865100627,-0.056698891730101,0.0003667413027255,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-10-09,27.020000457763672,27.11000061035156,26.520000457763672,26.6299991607666,24.206937789916992,561800,NVT,1.0027457948515872,0.8813726484384277,1.0734177069571562,0.985404470737889,0.0173413241136982,-0.0509705907490626,0.0174501607331731,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-10-10,26.34000015258789,26.5,25.75,25.780000686645508,23.43428611755371,696300,NVT,1.0033894621780413,0.9221498879037368,1.1163306491816305,1.004670879558299,-0.0012814173802577,-0.0427780484679934,0.0139197076610464,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-10-11,25.549999237060547,25.729999542236328,24.520000457763672,24.690000534057617,22.44346618652344,1350900,NVT,0.9995639441005402,0.9828433972077464,1.1738803281084809,1.005569825537468,-0.0060058814369279,-0.0104390354607771,0.0491452366275768,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
