Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2018-05-08,24.75,25.21999931335449,23.65999984741211,24.6299991607666,22.24503517150879,6368500,NVT,1.1157126437422216,1.142135189604902,1.0072458555210346,1.0533582377542972,0.0623544059879244,0.0647252976696799,-0.0176387991414133,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-09,24.3799991607666,24.88999938964844,24.209999084472656,24.479999542236328,22.10955810546875,3007400,NVT,1.12173225224504,1.1178871123803635,1.019213708063372,1.0460669201720088,0.0756653320730311,0.0551338962073231,0.0096023031386358,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-10,24.709999084472656,25.75,24.5,24.979999542236328,22.561145782470703,4279900,NVT,1.0808646005110691,1.097928755016047,1.0028696699456856,1.042896340423364,0.0379682600877051,0.0344213452736381,-0.010225332313632,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-11,25.100000381469727,25.924999237060547,25.020000457763672,25.59000015258789,23.112075805664062,2403000,NVT,1.0593982991708442,1.0572047564061682,0.9738158005061158,1.0355751904583157,0.0238231087125284,0.0050588067048669,-0.0391931684802003,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-14,26.0,26.0,25.11100006103516,25.64999961853028,23.166269302368164,1077800,NVT,1.0424951116834902,1.0676802847931677,0.9707474939684896,1.041087727357805,0.0014073843256852,0.0059742387069914,-0.0219338969914461,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-15,25.82999992370605,25.89999961853028,24.920000076293945,25.239999771118164,22.79596519470215,1455000,NVT,1.0618066909751631,1.0886126945975916,0.9728650878443488,1.0466187864615744,0.0151879045135887,0.0174814608279141,-0.0073294720458275,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-16,25.14999961853028,25.25,24.81999969482422,24.959999084472656,22.543079376220703,2180300,NVT,1.0777242465690606,1.1044540236935814,0.99880117430599,1.0408877248167443,0.0368365217523161,0.0348854240067708,0.0142414272451828,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-17,24.739999771118164,25.15999984741211,24.64999961853028,24.989999771118164,22.57017707824707,1132800,NVT,1.0916366080627058,1.1236678981377342,1.021933661126554,1.0349193513761987,0.056717256686507,0.0494575536800385,0.0391580292499046,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-18,24.950000762939453,25.3700008392334,24.950000762939453,25.280000686645508,22.83209609985352,1895000,NVT,1.070807012584338,1.1195367581592022,1.0310561865183965,1.0385787395853494,0.0322282729989886,0.0455572698760793,0.0336080972483567,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-21,25.280000686645508,25.6299991607666,25.13999938964844,25.459999084472656,22.99466323852539,1458400,NVT,1.066771368465338,1.1068780355655432,0.9935155832541048,1.025089312179409,0.0416820562859292,0.0410384180124761,0.0053986752658358,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-22,25.670000076293945,26.36000061035156,25.309999465942383,26.01000022888184,23.49140930175781,1555300,NVT,1.0299885582186288,1.0826982922743458,0.9744550782607454,1.0307376712719063,-0.0007491130532777,0.0052900489287071,-0.0403738991368319,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-23,25.75,26.299999237060547,25.520000457763672,26.299999237060547,23.753324508666992,887600,NVT,0.975665477156253,1.0742041065611398,0.9656368773548946,1.0150475795387122,-0.0393821023824592,-0.0070056952476742,-0.045670727686892,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-24,26.1299991607666,26.770000457763672,25.93000030517578,26.56999969482422,23.997180938720703,1611100,NVT,0.9529543293713578,1.059121321146699,0.9542985322658768,1.0168206501033523,-0.0638663207319947,-0.0221344436394408,-0.0625968998364727,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-25,26.459999084472656,26.690000534057617,26.07999992370605,26.36000061035156,23.807518005371094,969600,NVT,0.9472685298088545,1.096958851773386,0.9726657499329434,1.0047051141844092,-0.0574365843755547,0.0107425399049965,-0.0559922936499026,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-29,26.32999992370605,27.09000015258789,26.1200008392334,26.600000381469727,24.024280548095703,1520000,NVT,0.9330825693521616,1.062467161261014,0.9181716184057946,1.0170681966545738,-0.0839856273024122,-0.0251937632351497,-0.0824802398417581,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-30,26.700000762939453,27.86000061035156,26.1299991607666,26.729999542236328,24.14168739318848,2298400,NVT,0.9390199109644888,1.0576765140022708,0.89740350884955,1.0058059528088674,-0.0667860418443786,-0.0186409565333973,-0.0910873563524042,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-05-31,26.700000762939453,27.190000534057617,26.530000686645508,27.07999992370605,24.45779800415039,2188700,NVT,0.9143279266127164,1.0495813359349229,0.8644738760954009,1.0168871932272077,-0.1025592666144912,-0.0359694219072992,-0.109608902720695,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-06-01,27.15999984741211,27.440000534057617,26.780000686645508,26.799999237060547,24.20490837097168,1368400,NVT,0.924253820405012,1.0680582077253546,0.85346424442586,1.0077177169743037,-0.0834638965692914,-0.0042671568736425,-0.1106518007256822,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-06-04,26.88999938964844,28.209999084472656,26.799999237060547,27.6299991607666,24.95453834533692,1143500,NVT,0.8957655771279024,1.041802319204577,0.827459373028269,1.0112024797155206,-0.1154369025876181,-0.0211109493245713,-0.129833890782564,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-06-05,27.700000762939453,28.89999961853028,27.46999931335449,28.479999542236328,25.72223281860352,1679300,NVT,0.8665730426643967,0.9873850073165532,0.8127267838649939,1.01633028397258,-0.1497572413081833,-0.0697801966083556,-0.1480812481970691,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-06-06,28.479999542236328,28.93000030517578,28.030000686645508,28.100000381469727,25.3790283203125,672500,NVT,0.9106761501647388,1.0143481998989925,0.8128982437892307,1.01575942124869,-0.1050832710839512,-0.038940374666464,-0.1335322444226728,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-06-07,28.13999938964844,28.26000022888184,26.940000534057617,27.459999084472656,24.80100440979004,1076600,NVT,0.9144208097459108,1.0302920840008465,0.8325818709701682,1.0174469663824934,-0.1030261566365826,-0.0259429896316938,-0.1025853472473569,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-06-08,27.32999992370605,27.84000015258789,27.059999465942383,27.479999542236328,24.819067001342773,1279700,NVT,0.8831878726799233,1.028809655204956,0.7962039722451129,1.0052080736804023,-0.122020201000479,-0.0227217341434504,-0.111353784861094,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-06-11,27.459999084472656,27.81999969482422,26.8700008392334,27.459999084472656,24.80100440979004,1270700,NVT,0.8867443023535806,1.0288260229338615,0.7731645992895876,1.0105777092882633,-0.1238334069346827,-0.024802725410232,-0.1330603157358441,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
2018-06-12,27.459999084472656,27.61000061035156,26.8700008392334,27.0,24.385543823242188,1312800,NVT,0.9255556177810204,1.0590282492486534,0.7855864131288361,1.0061680526397327,-0.0806124348587123,0.0082419069121788,-0.1029577484606953,1236600000.0,,933700000.0,3791300000.0,98400000.0,4725000000.0,3848400000.0,33100000.0,,542800000.0,2238200000.0,-57100000.0,251800000.0,26900000.0,390900000.0,,,-57100000.0,265800000.0,732600000.0,316500000.0,419200000.0,,224100000.0,174100000.0,17000000.0,-41200000.0,947200000.0,-359500000.0,79600000.0,8600000.0,361700000.0,5400000.0,-56000000.0,-3600000.0,409700000.0,97900000.0,-62900000.0,-8900000.0,-18200000.0,-119400000.0,-31800000.0,-359500000.0
