Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
1962-01-02,6.009614944458008,6.109776020050049,5.949519157409668,5.989583015441895,1.0126739740371704,269568,GE,0.9966554148506314,1.028299013822959,0.8683764718346543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-03,5.959535121917725,5.959535121917725,5.909454822540283,5.929487228393555,1.0025131702423096,184704,GE,1.0118239792429924,1.0319209150396744,0.8891709444700102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-04,5.929487228393555,5.979567050933838,5.809295177459717,5.859375,0.990658700466156,229632,GE,1.0051281264487006,1.0425489734210684,0.8928759943671954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-05,5.859375,5.869390964508057,5.608973979949951,5.709135055541992,0.965257465839386,340704,GE,1.0421050376079088,1.0540925643556915,0.9145935803592528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-08,5.709135055541992,5.709135055541992,5.52884578704834,5.699119091033936,0.9635642170906068,386880,GE,1.0544808292751573,1.0364891585232516,0.8894628671109137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-09,5.699119091033936,5.779246807098389,5.659053802490234,5.7291669845581055,0.9686436653137208,290784,GE,1.0559442461404562,1.0257752931116726,0.8723862763138397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-10,5.7291669845581055,5.789262771606445,5.709135055541992,5.759214878082275,0.9737253189086914,244608,GE,1.0452163267304917,1.0466766239808036,0.88194473690654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-11,5.759214878082275,5.769230842590332,5.659053802490234,5.769230842590332,0.975417971611023,203424,GE,1.0434025522343753,1.0361237578367906,0.8839364225577364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-12,5.769230842590332,5.779246807098389,5.669071197509766,5.689103126525879,0.961870551109314,210912,GE,1.0704227603886844,1.052488766854366,0.908885695500731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-15,5.699119091033936,5.769230842590332,5.699119091033936,5.749198913574219,0.9720313549041748,264576,GE,1.067944159853029,1.0379800563895711,0.8870161111308696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-16,5.749198913574219,5.819311141967773,5.709135055541992,5.79927921295166,0.9804983735084534,173472,GE,1.0742661732046372,1.0307551358711555,0.8758524678947452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-17,5.789262771606445,5.789262771606445,5.6290059089660645,5.669071197509766,0.958484411239624,267072,GE,1.0918723687401668,1.0490951264559376,0.9138881391979204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-18,5.669071197509766,5.7291669845581055,5.659053802490234,5.7291669845581055,0.9686436653137208,184704,GE,1.071679138404041,1.0310539368797664,0.9025304310884203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-19,5.7291669845581055,5.779246807098389,5.7291669845581055,5.779246807098389,0.9771109819412231,165984,GE,1.060658314342738,1.008165396851695,0.9105290107448196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-22,5.789262771606445,5.869390964508057,5.789262771606445,5.79927921295166,0.9804983735084534,177216,GE,1.0535405004962604,1.0046824222176332,0.9301552768921498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-23,5.779246807098389,5.779246807098389,5.669071197509766,5.689103126525879,0.961870551109314,284544,GE,1.063379790314615,1.006421064959836,0.942813234507678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
