Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2017-09-29,186.3076934814453,186.84616088867188,184.6923065185547,186.0,177.6085968017578,4377581,GE,0.8337468728943397,0.7716269334488683,0.544567038641786,1.0206479989635429,-0.1869011260692031,-0.3186334552735776,-0.5447261603494169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,186.3076934814453,189.3076934814453,185.3846130371093,189.0,180.4732666015625,5525156,GE,0.81481481794625,0.7597887160562135,0.5446003110041212,1.012478214064533,-0.1976633961182829,-0.3289188397051862,-0.5445305674728126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,189.3076934814453,191.0,187.15383911132807,190.76922607421875,182.1626892089844,4407975,GE,0.8040321609245736,0.7421861427513361,0.5522399749242223,1.0113391723313174,-0.2073070114067438,-0.3477772322535659,-0.5295606672963499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,191.3846130371093,191.46153259277344,187.923080444336,188.3076934814453,179.81216430664062,4179422,GE,0.8227124184393131,0.7634048049204992,0.5528234063154215,1.0126829906128405,-0.1899705721735274,-0.3250788821010671,-0.5371359602812426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,187.61538696289065,189.0,185.76922607421875,188.76922607421875,180.2529144287109,4518657,GE,0.8202932264346523,0.7767197393053703,0.5705020843465133,1.0121464877707815,-0.1918532613361292,-0.3060807363777423,-0.5274196644247459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,187.76922607421875,188.76922607421875,185.61538696289065,187.61538696289065,179.15109252929688,5294874,GE,0.8286182273406874,0.7852123262667784,0.5685996136905296,1.0081446760609294,-0.179526448720242,-0.3097308965602577,-0.531973452745234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,185.3846130371093,185.76922607421875,178.84616088867188,180.23077392578125,172.0996551513672,18239364,GE,0.8587279783358452,0.8062113060139876,0.6061959319330744,1.0143616235707735,-0.1556336452349283,-0.297504118938665,-0.4922862142436225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,182.3076934814453,183.53846740722656,179.38461303710938,179.6923065185547,171.5854949951172,10474243,GE,0.8557362290014955,0.7849198583516074,0.6319158237681421,1.008797349947511,-0.1530611209460154,-0.3079308177923382,-0.4573814889258134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,177.92308044433594,179.0,176.15383911132812,177.46153259277344,169.45535278320312,10552477,GE,0.8881665593017323,0.7572514552796084,0.6389790900412105,1.0091988628593096,-0.1210323035575773,-0.343980752463098,-0.4491179601517832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,177.3076934814453,177.61538696289062,175.61538696289062,177.3076934814453,169.30844116210938,7793331,GE,0.8251629130234707,0.7325722313978679,0.6465808047334676,1.0112728774332036,-0.1861099644097329,-0.3661126944254848,-0.4294542962316618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
