Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Intangible Assets,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Repurchase Of Stock
2017-09-29,252.3699951171875,254.08999633789065,251.58999633789065,254.02999877929688,224.6801300048828,312900,ESS,1.0330670290887307,0.9465987514666744,0.9641376558213284,1.0206479989635429,0.0124190301251878,-0.1436616372557716,-0.1251555431698745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,254.7100067138672,254.7100067138672,251.97999572753903,252.3800048828125,223.22080993652344,353300,ESS,1.04021724247845,0.9553815678024176,0.966618768652592,1.012478214064533,0.0277390284139169,-0.1333259879589821,-0.1225121098243418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,252.509994506836,254.33999633789065,251.8800048828125,253.69000244140625,224.37942504882807,212000,ESS,1.0005914343012856,0.9456438758974034,0.9725541026036848,1.0113391723313174,-0.0107477380300318,-0.1443194991074986,-0.1092465396168873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,253.5399932861328,257.8599853515625,253.0,257.57000732421875,227.81118774414065,227100,ESS,0.9860619347810564,0.9240071925782966,0.9557747929414352,1.0126829906128405,-0.026621055831784,-0.1644764944432698,-0.1341845736552288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,258.3299865722656,259.45001220703125,256.2099914550781,257.07000732421875,227.3689422607422,260100,ESS,0.9873185095267376,0.9099348755316056,0.9724060726464548,1.0121464877707815,-0.0248279782440439,-0.1728656001515071,-0.1255156761248043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,256.5799865722656,257.3699951171875,252.2100067138672,257.010009765625,227.3158569335937,353900,ESS,0.9921793588828955,0.911009539132137,0.9690776332899524,1.0081446760609294,-0.0159653171780338,-0.1839336836948991,-0.1314954331458111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,256.7300109863281,257.7300109863281,255.7400054931641,257.6000061035156,227.83770751953125,238400,ESS,1.004619674338375,0.888041660985193,0.9469523369676012,1.0143616235707735,-0.0097419492323984,-0.2156737639674596,-0.1515298092090957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,257.9200134277344,259.9800109863281,256.8099975585937,258.7200012207031,228.82830810546875,296000,ESS,0.9931587333891154,0.8861441062349782,0.939517121737537,1.008797349947511,-0.0156386165583954,-0.2067065699089674,-0.1497801909564186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,259.0400085449219,259.510009765625,257.4800109863281,258.29998779296875,228.4568328857422,186200,ESS,0.9925667975341144,0.8866489221619318,0.9329076183930068,1.0091988628593096,-0.0166320653251952,-0.2145832855807745,-0.1551894317999868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,258.2099914550781,261.1099853515625,258.04998779296875,261.1000061035156,230.933349609375,167500,ESS,0.9905398597953492,0.8664927191265911,0.9241086295317807,1.0112728774332036,-0.0207330176378544,-0.2321922066967615,-0.1519264714333487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
