Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
2017-09-29,44.15999984741211,44.380001068115234,43.959999084472656,44.08000183105469,43.42980194091797,3864700,INFO,0.9666514183483296,1.036297497501507,1.09686915836134,1.0206479989635429,-0.0539965806152132,-0.0539628912209391,0.0075759593701369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,44.09999847412109,44.494998931884766,43.91999816894531,44.08000183105469,43.42980194091797,3750000,INFO,0.9686933403321006,1.0424227364372092,1.1050362314448785,1.012478214064533,-0.0437848737324323,-0.0462848193241904,0.0159053529679447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,44.04999923706055,44.14500045776367,43.70000076293945,44.0099983215332,43.3608283996582,3054900,INFO,0.975460334812468,1.0606681874138333,1.102476857784099,1.0113391723313174,-0.0358788375188494,-0.0292951875910687,0.0206762155635269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,44.060001373291016,44.4900016784668,43.95000076293945,44.33000183105469,43.67611312866211,2319800,INFO,0.981051285430691,1.0557184020760508,1.100609104504844,1.0126829906128405,-0.0316317051821495,-0.0327652849455155,0.01064973790818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,44.36000061035156,44.77999877929688,44.08000183105469,44.09000015258789,43.43965530395508,1904700,INFO,0.9891131856180204,1.0653208862918766,1.1136311086464084,1.0121464877707815,-0.0230333021527611,-0.017479589391236,0.0157093598751492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,44.08000183105469,44.15999984741211,43.88999938964844,43.97999954223633,43.33127212524414,2454200,INFO,0.9874943580144542,1.0791269820239102,1.1230105590854431,1.0081446760609294,-0.0206503180464752,-0.0158162408031259,0.0224374926496795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,43.91999816894531,44.310001373291016,43.7599983215332,44.20000076293945,43.54802703857422,2085500,INFO,0.993891477588974,1.082579192060445,1.1199095573576887,1.0143616235707735,-0.0204701459817995,-0.0211362328922075,0.0214274111809917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,44.45000076293945,44.5099983215332,44.209999084472656,44.2400016784668,43.58743667602539,1008700,INFO,0.9764920662495836,1.0847649499811178,1.1136981415931917,1.008797349947511,-0.0323052836979272,-0.0080857261628277,0.0244008288992361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,44.119998931884766,44.2599983215332,43.68000030517578,43.970001220703125,43.32142639160156,2385200,INFO,0.9763475423486138,1.088696716192698,1.1155332669041351,1.0091988628593096,-0.0328513205106958,-0.0125354915500084,0.0274362167111414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,43.79999923706055,44.31999969482422,43.79999923706055,44.0,43.35097885131836,1526000,INFO,0.9770454565253566,1.0829546367500251,1.1161363858552635,1.0112728774332036,-0.034227420907847,-0.0157302890733275,0.040101284890134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
