Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities,Net Borrowings
2017-09-29,49.18999862670898,49.88999938964844,48.810001373291016,49.79999923706055,49.79999923706055,305800,NEWR,1.0307229441251784,1.181927741206644,1.4809237174669705,1.0206479989635429,0.0100749451616355,0.091667352484198,0.3916305184757676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,49.88999938964844,50.619998931884766,49.880001068115234,50.40999984741211,50.40999984741211,353900,NEWR,1.0174568750402488,1.1765523021785091,1.4874033640923097,1.012478214064533,0.0049786609757158,0.0878447464171094,0.3982724856153758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,50.54999923706055,50.93999862670898,50.01499938964844,50.119998931884766,50.119998931884766,269000,NEWR,1.0426975146698785,1.1763767027330114,1.4590981407003776,1.0113391723313174,0.031358342338561,0.0864133277281093,0.3772974984798054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,49.880001068115234,50.68999862670898,49.5,50.29999923706055,50.29999923706055,153300,NEWR,1.0335984585892612,1.1568588371634638,1.4500994741102256,1.0126829906128405,0.0209154679764207,0.0683751501418974,0.3601401075135615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,50.400001525878906,50.869998931884766,50.209999084472656,50.81999969482422,50.81999969482422,173500,NEWR,1.021251511954745,1.145218439835348,1.4748130145281269,1.0121464877707815,0.0091050241839634,0.0624179641522353,0.3768912657568677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,50.45000076293945,51.970001220703125,50.29999923706055,51.56999969482422,51.56999969482422,290800,NEWR,0.9885592368415874,1.1506690033690945,1.4580182836214488,1.0081446760609294,-0.0195854392193419,0.0557257805420583,0.3574452171856852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,51.56999969482422,51.790000915527344,50.97999954223633,51.33000183105469,51.33000183105469,199200,NEWR,1.0451977325553223,1.1765049139957842,1.466004233696982,1.0143616235707735,0.0308361089845488,0.0727894890431315,0.3675220875202851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,51.540000915527344,51.875,50.45000076293945,50.66999816894531,50.66999816894531,229500,NEWR,1.0323663561004592,1.1486087007322834,1.4791789946062723,1.008797349947511,0.0235690061529483,0.0557580245883377,0.3898816819123167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,50.70000076293945,51.15999984741211,50.2599983215332,50.790000915527344,50.790000915527344,194200,NEWR,1.0452844889860475,1.1405788395539411,1.473715241679356,1.0091988628593096,0.0360856261267379,0.0393466318112347,0.3856181914863623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,50.630001068115234,51.20000076293945,50.11000061035156,50.43999862670898,50.43999862670898,357100,NEWR,1.0767248781115706,1.1449246941378828,1.416138030331987,1.0112728774332036,0.0654520006783669,0.0462397683145301,0.3401029293668576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
