Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Other Cashflows From Investing Activities
2017-09-29,159.7100067138672,160.0399932861328,158.41000366210938,159.17999267578125,159.17999267578125,138600,TDY,1.0677221669436985,1.1755245868010222,1.1951878926612487,1.0206479989635429,0.0470741679801556,0.0852641980785762,0.1058946936700457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,159.72999572753906,163.07000732421875,159.72999572753906,163.07000732421875,163.07000732421875,147200,TDY,1.0416385170856883,1.1425154178608012,1.190531616299347,1.012478214064533,0.0291603030211553,0.0538078620994015,0.1014007378224131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,163.17999267578125,163.2899932861328,160.86000061035156,163.0399932861328,163.0399932861328,182000,TDY,1.0923086584366162,1.1566487340323888,1.1865800704146725,1.0113391723313174,0.0809694861052987,0.0666853590274867,0.1047794281941003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,163.14999389648438,163.86000061035156,161.72000122070312,162.55999755859375,162.55999755859375,118500,TDY,1.122047223399714,1.161970978263359,1.211675714683168,1.0126829906128405,0.1093642327868735,0.0734872912417925,0.121716348086504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,162.75999450683594,163.3800048828125,162.11000061035156,163.00999450683594,163.00999450683594,85100,TDY,1.1256365356510043,1.1502362205903705,1.2095577253741754,1.0121464877707815,0.1134900478802227,0.0674357449072577,0.1116359766029162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,162.8000030517578,163.22000122070312,161.83999633789062,163.02000427246094,163.02000427246094,99300,TDY,1.1302293900818248,1.157526634785639,1.2047600831136915,1.0081446760609294,0.1220847140208953,0.0625834119586028,0.1041870166779279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,163.3800048828125,164.05999755859375,162.8300018310547,163.6199951171875,163.6199951171875,105500,TDY,1.1337245173925208,1.1812737107152849,1.2126879604588268,1.0143616235707735,0.1193628938217472,0.0775582857626322,0.1142058142821298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,164.32000732421875,164.66000366210938,163.55999755859375,164.44000244140625,164.44000244140625,95200,TDY,1.0966309848804,1.1741668630773314,1.2061541802066305,1.008797349947511,0.0878336349328889,0.0813161869333858,0.1168568675126748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,164.6300048828125,164.6300048828125,162.5800018310547,162.66000366210938,162.66000366210938,95000,TDY,1.1104758441911258,1.172138198509843,1.2226115248976417,1.0091988628593096,0.1012769813318161,0.0709059907671365,0.134514474704648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,162.77000427246094,165.0,162.30999755859375,164.99000549316406,164.99000549316406,105400,TDY,1.0871567315913522,1.155403348905948,1.1816473739189302,1.0112728774332036,0.0758838541581485,0.0567184230825954,0.1056122729538007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,165.47000122070312,165.8699951171875,162.72999572753906,162.97000122070312,162.97000122070312,131800,TDY,1.0979935024917602,1.1777013636752625,1.1866601088610709,1.0098252549340063,0.0881682475577536,0.0694518652879874,0.1097695050174538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,163.22999572753906,164.2899932861328,161.7899932861328,161.9499969482422,161.9499969482422,179400,TDY,1.1016980644091448,1.179623321309401,1.1923433759941884,1.0047827275420922,0.0969153368670525,0.0645615561676933,0.1067493786339819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,162.0,162.66000366210938,161.11000061035156,161.52999877929688,161.52999877929688,81300,TDY,1.1210920430038458,1.1886336993188191,1.1788522231658138,1.016827126331923,0.1042649166719227,0.0676379291495028,0.0919139368510135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,161.94000244140625,163.39999389648438,161.42999267578125,163.05999755859375,163.05999755859375,88400,TDY,1.1008217998746057,1.1947136052702991,1.1473690613215053,1.016900814218988,0.0839209856556177,0.0781298811729926,0.07137371689685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,162.2899932861328,164.17999267578125,162.0800018310547,163.58999633789062,163.58999633789062,123800,TDY,1.0990892296396038,1.2057583251764707,1.1042850904119883,1.0195478153138224,0.0795414143257813,0.0892074228372692,0.0264515490941641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,163.52999877929688,165.66000366210938,162.1300048828125,165.4199981689453,165.4199981689453,67300,TDY,1.1183653853692914,1.202333463856769,1.088078874897207,1.0187296628598663,0.0996357225094251,0.0854079380792245,0.0226048656727428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
