,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,129000.0,-129000.0,-1675000.0,-712000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-221374000.0,-262327000.0,-227859000.0,-277888000.0
Net Borrowings,-20377000.0,-251830000.0,209425000.0,83486000.0
Total Cash From Financing Activities,-391996000.0,-269877000.0,217667000.0,71784000.0
Change To Operating Activities,-259717000.0,-397320000.0,-135746000.0,584094000.0
Issuance Of Stock,3085000.0,3357000.0,3030000.0,3436000.0
Net Income,325024000.0,209091000.0,308708000.0,241279000.0
Change In Cash,-565480000.0,-459986000.0,133265000.0,561617000.0
Repurchase Of Stock,-360616000.0,-7464000.0,-6621000.0,-44000.0
Effect Of Exchange Rate,237000.0,423000.0,1445000.0,933000.0
Total Cash From Operating Activities,47653000.0,71795000.0,142012000.0,766788000.0
Depreciation,133985000.0,131403000.0,133930000.0,125961000.0
Other Cashflows From Investing Activities,-7223000.0,-14164000.0,-44293000.0,-34576000.0
Dividends Paid,-16826000.0,-17018000.0,-17018000.0,-17018000.0
Change To Account Receivables,-92754000.0,56851000.0,-191336000.0,-85859000.0
Other Cashflows From Financing Activities,2738000.0,3078000.0,11833000.0,-15094000.0
Change To Netincome,21653000.0,18001000.0,14768000.0,20115000.0
Capital Expenditures,-234752000.0,-247459000.0,-184651000.0,-192046000.0
