Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Good Will,Property Plant Equipment,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Change To Operating Activities,Effect Of Exchange Rate,Depreciation,Change To Account Receivables
2017-09-29,38.11000061035156,38.27000045776367,37.150001525878906,37.75,35.18423843383789,1538300,AGO,0.9827817198916184,0.8990854936776136,1.008153773411944,1.0206479989635429,-0.0378662790719244,-0.1911748950448324,-0.081139425579259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,37.86000061035156,38.5099983215332,37.0099983215332,38.4900016784668,35.87394714355469,1864200,AGO,0.966484867303124,0.8820605073935522,1.0002989109051972,1.012478214064533,-0.0459933467614089,-0.2066470483678474,-0.0888319675717366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,38.86000061035156,39.150001525878906,38.4900016784668,38.68999862670898,36.06034851074219,1385600,AGO,0.9524426309350976,0.8650468676412281,0.9794896944928828,1.0113391723313174,-0.0588965413962198,-0.2249165073636739,-0.1023109477276893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,37.5,37.86000061035156,36.59999847412109,37.58000183105469,35.02579879760742,3396300,AGO,0.9922831060522644,0.8817824233432149,0.9995654448260324,1.0126829906128405,-0.020399884560576,-0.2067012636783515,-0.0903939217706316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,37.81999969482422,38.540000915527344,37.33000183105469,37.72999954223633,35.16559600830078,1431400,AGO,0.9676651714767668,0.9046172621210724,0.9878407975310384,1.0121464877707815,-0.0444813162940147,-0.1781832135620402,-0.1100809512402207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,37.77000045776367,37.900001525878906,37.47999954223633,37.540000915527344,34.98851776123047,718600,AGO,0.9648375550450664,0.8990339652181687,0.976991244032128,1.0081446760609294,-0.0433071210158629,-0.1959092576088674,-0.1235818224036355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,37.47999954223633,37.709999084472656,37.40999984741211,37.5099983215332,34.96055603027344,456600,AGO,1.0007998079587983,0.9109933767608324,0.9906769452355232,1.0143616235707735,-0.0135618156119752,-0.1927220481918202,-0.1078052009411737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,37.5099983215332,37.77999877929688,37.43999862670898,37.66999816894531,35.10968399047852,400100,AGO,0.980886793086285,0.9060578611448562,0.9824538644013396,1.008797349947511,-0.0279105568612259,-0.1867928149990894,-0.1068434482926159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,37.619998931884766,37.68999862670898,36.90999984741211,36.93000030517578,34.419979095458984,651000,AGO,1.005144968004512,0.9174177387520392,0.9811143555390892,1.0091988628593096,-0.0040538948547976,-0.1838144689906671,-0.1069826946539044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,36.93000030517578,37.16999816894531,36.5099983215332,36.77000045776367,34.27085494995117,1026600,AGO,1.0116942543543732,0.9295999431872508,1.0100661193987155,1.0112728774332036,0.0004213769211696,-0.1690849826361018,-0.0659689815664139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,36.720001220703125,37.540000915527344,36.630001068115234,36.88999938964844,34.3827018737793,724200,AGO,1.0014094853348177,0.9415425277029216,0.9950258614597072,1.0098252549340063,-0.0084157695991888,-0.1667069706843534,-0.0818647423839098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,36.88999938964844,37.29999923706055,36.88999938964844,37.06999969482422,34.55045700073242,625200,AGO,0.9859862794165302,0.9507821130051852,0.9956351828573856,1.0047827275420922,-0.018796448125562,-0.1642796521365224,-0.0899588145028208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
