,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Capital Surplus,16487000.0,16483000.0,16459000.0,16470000.0
1,Total Liab,929074000.0,882987000.0,804655000.0,808515000.0
2,Total Stockholder Equity,1188048000.0,1133253000.0,973672000.0,857344000.0
3,Other Current Liab,85117000.0,80878000.0,75764000.0,39116000.0
4,Total Assets,2117122000.0,2016240000.0,1778327000.0,1665859000.0
5,Common Stock,2170000.0,2170000.0,2170000.0,2170000.0
6,Retained Earnings,2393624000.0,2377558000.0,2231417000.0,2140853000.0
7,Other Liab,203929000.0,188768000.0,159728000.0,223881000.0
8,Treasury Stock,-1224233000.0,-1262958000.0,-1276374000.0,-1302149000.0
9,Other Assets,86165000.0,90208000.0,27297000.0,26334000.0
10,Cash,161240000.0,336739000.0,266417000.0,215721000.0
11,Total Current Liabilities,627669000.0,587712000.0,547067000.0,509906000.0
12,Deferred Long Term Asset Charges,12341000.0,17186000.0,24101000.0,19390000.0
13,Short Long Term Debt,2031000.0,1979000.0,1870000.0,
14,Other Stockholder Equity,-60563000.0,-104048000.0,-118749000.0,-146481000.0
15,Property Plant Equipment,279722000.0,243780000.0,130832000.0,83149000.0
16,Total Current Assets,732300000.0,891404000.0,1168946000.0,801882000.0
17,Long Term Investments,1018935000.0,790848000.0,451252000.0,754494000.0
18,Net Tangible Assets,1188048000.0,1133253000.0,973672000.0,857344000.0
19,Short Term Investments,17716000.0,35191000.0,402339000.0,71190000.0
20,Net Receivables,510210000.0,481249000.0,463298000.0,480081000.0
21,Long Term Debt,93833000.0,95842000.0,97860000.0,74728000.0
22,Accounts Payable,139241000.0,122485000.0,109561000.0,104297000.0
0,Investments,-185086000.0,-13682000.0,-19957000.0,-41526000.0
1,Change To Liabilities,-12885000.0,-981000.0,14252000.0,17183000.0
2,Total Cashflows From Investing Activities,-243225000.0,-124634000.0,-81398000.0,-74663000.0
3,Net Borrowings,-1967000.0,-1920000.0,24983000.0,49951000.0
4,Total Cash From Financing Activities,-274869000.0,-169571000.0,-131491000.0,-95814000.0
5,Change To Operating Activities,59036000.0,31661000.0,-48802000.0,-12777000.0
6,Net Income,293304000.0,316821000.0,288224000.0,196999000.0
7,Change In Cash,-175499000.0,70322000.0,50696000.0,26649000.0
8,Total Cash From Operating Activities,342595000.0,364527000.0,263585000.0,197126000.0
9,Depreciation,34303000.0,30772000.0,13368000.0,14831000.0
10,Dividends Paid,-179802000.0,-167651000.0,-156474000.0,-145765000.0
11,Change To Account Receivables,-26548000.0,-19505000.0,-30804000.0,-39788000.0
12,Change To Netincome,-2413000.0,-1941000.0,5609000.0,45318000.0
13,Capital Expenditures,-55528000.0,-102039000.0,-56297000.0,-28927000.0
14,Other Cashflows From Investing Activities,,,25000000.0,25000000.0
