Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
1962-01-02,0.0,8.583595275878906,8.38331127166748,8.38331127166748,0.8991356492042542,51552,IP,0.918089454864182,1.0007368250021726,0.7389619604066108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-03,0.0,8.440534591674805,8.2688627243042,8.2688627243042,0.8868611454963684,53736,IP,0.9411762610557212,1.01110143980188,0.7597410212915989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-04,0.0,8.38331127166748,8.240250587463379,8.240250587463379,0.8837927579879761,48494,IP,0.9409712925546458,1.0041159104700956,0.7623787209539626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-05,0.0,8.4119234085083,8.211639404296875,8.32608699798584,0.892998993396759,76891,IP,0.9415803071371402,0.9868387055778864,0.7440400794631598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-08,0.0,8.29747486114502,7.954132080078125,8.15441608428955,0.8745860457420349,93929,IP,0.9859652879527524,1.0076149453977712,0.7418715134798539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-09,0.0,8.240250587463379,8.011356353759766,8.03996753692627,0.8623114824295044,90871,IP,0.996441325908162,1.025543668271079,0.7524316753790267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-10,0.0,8.09719181060791,7.896907806396484,7.982744216918945,0.8561739921569824,56794,IP,1.0143358328780352,1.0256718501030615,0.746894992389421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-11,0.0,8.011356353759766,7.868296146392822,7.982744216918945,0.8561739921569824,51552,IP,1.0179212008507807,1.022059957884231,0.7578254880043575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-12,0.0,8.09719181060791,7.896907806396484,7.954132080078125,0.8531050086021423,51552,IP,1.043165359054218,1.0221134658685238,0.7568953142192959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-15,0.0,7.982744216918945,7.725235939025879,7.811071872711182,0.8377615213394165,81260,IP,1.0549455131037346,1.0445229723209155,0.7670338874158983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-16,0.0,7.868296146392822,7.753848075866699,7.782460212707519,0.834692656993866,43251,IP,1.0698536592053924,1.05206815369436,0.7661167999957725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-17,0.0,7.839684009552002,7.696623802185059,7.725235939025879,0.8285552263259888,62037,IP,1.0814817079531107,1.0449340867644783,0.7717917249664589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-18,0.0,7.839684009552002,7.610787868499756,7.753848075866699,0.8316236138343811,73833,IP,1.0848707767713903,1.0262057323906282,0.7876988135815891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-19,0.0,7.811071872711182,7.668012142181396,7.725235939025879,0.8285552263259888,64221,IP,1.1121081804350097,1.0225429380217756,0.8320296960257826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-22,0.0,7.811071872711182,7.696623802185059,7.753848075866699,0.8316236138343811,69901,IP,1.0894145343046313,1.0038968404486448,0.813955935242066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-23,0.0,7.811071872711182,7.696623802185059,7.725235939025879,0.8285552263259888,37572,IP,1.089716312311837,0.9964188520845848,0.7906158975889963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-24,0.0,7.725235939025879,7.610787868499756,7.668012142181396,0.8224181532859802,49804,IP,1.0903292656332089,0.985055320426961,0.8041015265598276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-25,0.0,7.753848075866699,7.639400005340576,7.668012142181396,0.8224181532859802,49367,IP,1.0978480255708718,0.9925753849121972,0.819272762561398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-26,0.0,7.725235939025879,7.582176208496094,7.582176208496094,0.8132122159004211,32329,IP,1.117880487152907,0.996206601019963,0.8208760006734374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-29,0.0,7.639400005340576,7.582176208496094,7.610787868499756,0.8162800669670105,23592,IP,1.1174671722852882,1.0000391386374512,0.8139694559444617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-30,0.0,7.753848075866699,7.668012142181396,7.696623802185059,0.825486958026886,72522,IP,1.1012579414244963,0.985139904889557,0.7897764758014677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-01-31,0.0,7.782460212707519,7.696623802185059,7.753848075866699,0.8316236138343811,84318,IP,1.081977639718788,0.9667157361326556,0.7839486153171991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-02-01,0.0,7.782460212707519,7.696623802185059,7.696623802185059,0.825486958026886,44562,IP,1.0975132231617997,0.958918356809366,0.7973337132301946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-02-02,0.0,7.811071872711182,7.725235939025879,7.782460212707519,0.834692656993866,61600,IP,1.0854089159535696,0.9372306225894522,0.7773285987201063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962-02-05,0.0,7.868296146392822,7.725235939025879,7.753848075866699,0.8316236138343811,96987,IP,1.1117234262466145,0.9295341301083138,0.7952007152354277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
