Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Accounts Payable,Good Will,Inventory,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Change To Netincome,Capital Expenditures
2017-09-29,111.08999633789062,111.5999984741211,109.7699966430664,111.08000183105467,107.42578887939452,1250500.0,JBHT,0.9577782428807816,1.0545889911823527,1.0223854059862736,1.0206479989635429,-0.0628697560827612,-0.0356713975400933,-0.0669077930049293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,111.44000244140624,111.9800033569336,107.5199966430664,108.98999786376952,105.40452575683594,1171700.0,JBHT,0.9742179518749192,1.069111094994044,1.0520342899777946,1.012478214064533,-0.0382602621896137,-0.0195964607673555,-0.0370965884991392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,109.52999877929688,110.63999938964844,108.55999755859376,109.06999969482422,105.48190307617188,717700.0,JBHT,0.9866427248222226,1.0844982873952929,1.0382804546076574,1.0113391723313174,-0.0246964475090948,-0.0054650876096091,-0.0435201876129147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,108.77999877929688,109.45999908447266,108.33999633789062,108.66000366210938,105.08541870117188,1311800.0,JBHT,0.9888896681486152,1.1096186835312023,1.1067056073884276,1.0126829906128405,-0.0237933224642252,0.0211349965096359,0.0167462407917635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,108.31999969482422,108.72000122070312,106.48999786376952,106.87000274658205,103.3542938232422,1105500.0,JBHT,1.0112670439941258,1.126328444965894,1.119792241062021,1.0121464877707815,-0.0008794437766557,0.0435279692827812,0.0218704922907617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,106.83000183105467,107.9800033569336,106.33000183105467,106.7300033569336,103.2188720703125,732400.0,JBHT,1.0014197540354484,1.1355060172499227,1.1416787098391734,1.0081446760609294,-0.006724922025481,0.0405627944228865,0.0411056434034098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,106.68000030517578,106.91999816894533,105.08999633789062,105.91000366210938,102.42585754394533,737900.0,JBHT,0.987503986916508,1.1455274804132716,1.1498542066010078,1.0143616235707735,-0.0268576366542655,0.0418120554606189,0.0513720604243108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,106.08999633789062,106.31999969482422,105.38999938964844,106.16999816894533,102.67730712890624,705400.0,JBHT,0.962808921305502,1.1387577165309866,1.1311478869262572,1.008797349947511,-0.0459884286420089,0.0459070403870409,0.0418505742323016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,106.26000213623048,106.45999908447266,105.11000061035156,105.68000030517578,102.20342254638672,631800.0,JBHT,0.9658507941956136,1.1441325015730437,1.1433297250441867,1.0091988628593096,-0.043348068663696,0.0429002938303373,0.0552326748511931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,105.8000030517578,108.41999816894533,105.5999984741211,108.3499984741211,104.78559112548828,1256100.0,JBHT,0.9488019803039902,1.1233378210729408,1.0974528516125537,1.0112728774332036,-0.0624708971292133,0.0246528952495881,0.0214177506474242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
