Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2017-10-13,96.8000030517578,97.68000030517578,96.8000030517578,97.37999725341795,93.94678497314452,6858000,DIS,1.059457796635042,1.1447897491861363,1.0470701432125749,1.0098252549340063,0.0496325417010354,0.0365402507988612,-0.0298204606310421,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-16,97.63999938964844,98.2699966430664,97.54000091552734,98.12999725341795,94.67034912109376,4911600,DIS,1.0566595092835374,1.141279232070062,1.025610397665109,1.0047827275420922,0.0518767817414451,0.0262174669283543,-0.0599835996950974,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-17,98.4000015258789,98.47000122070312,97.86000061035156,98.36000061035156,94.89224243164062,5942500,DIS,1.0532735270687963,1.131539022116279,1.0169605898703589,1.016827126331923,0.0364464007368732,0.0105432519469628,-0.0699776964444414,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-18,98.36000061035156,98.48999786376952,97.5500030517578,98.25,94.78611755371094,5404300,DIS,1.0528243116481375,1.1337293096817516,1.029385198062494,1.016900814218988,0.0359234974291495,0.0171455855844451,-0.0466101463621613,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-19,98.19000244140624,99.3000030517578,98.11000061035156,99.01000213623048,95.51932525634766,5634300,DIS,1.037773836854565,1.1255359763397643,1.018734640962646,1.0195478153138224,0.0182260215407426,0.0089850740005628,-0.059098900355178,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-20,99.4499969482422,99.66000366210938,98.94000244140624,99.4000015258789,95.89557647705078,5938700,DIS,1.0362171892061764,1.137751452456297,1.0102754943124974,1.0187296628598663,0.0174875263463101,0.0208259266787524,-0.0551985149119667,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-23,99.12000274658205,99.18000030517578,98.62999725341795,98.6999969482422,95.2202377319336,5888200,DIS,1.0409321362964454,1.139182179342885,1.0086572819953228,1.0231439317955078,0.0177882045009376,0.0249440263782028,-0.0597998698702657,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-24,98.5199966430664,98.86000061035156,98.05999755859376,98.29000091552734,94.82469940185548,4966200,DIS,1.0442568238140526,1.1292683007287148,1.0373760656948263,1.023176662025299,0.0210801617887532,0.0284754168823202,-0.0420047546030268,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-25,98.0500030517578,98.22000122070312,97.4499969482422,97.8000030517578,94.35198211669922,5144400,DIS,1.0510223942081538,1.1200835811520475,1.056282158920467,1.028738706809164,0.0222836873989897,0.0118697595974819,-0.0375391033648375,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-26,97.58000183105467,99.4800033569336,97.25,98.55999755859376,95.0851821899414,6167500,DIS,1.049208597765948,1.1300611690358784,1.0410799803097246,1.0357335667629224,0.0134750310030256,0.025692638348437,-0.0499420540111366,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-27,97.9000015258789,98.36000061035156,96.88999938964844,98.30999755859376,94.843994140625,7868700,DIS,1.0704913013763866,1.1145806519495165,1.0250656563641467,1.0327543330408862,0.0377369683355004,0.0361616983534758,-0.0710631423709229,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-30,98.12000274658205,98.33000183105467,97.6999969482422,98.04000091552734,94.5835189819336,7093200,DIS,1.0691554119538276,1.0765222870779982,1.0454708063908684,1.0448229351223306,0.0243324768314969,0.0304113535055194,-0.0649186860039985,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-10-31,97.94000244140624,98.08999633789062,97.37999725341795,97.80999755859376,94.36162567138672,5701700,DIS,1.0760658390204465,1.094203854136187,1.0519486840693533,1.0378093145840102,0.0382565244364363,0.0405474857216956,-0.0556312670590701,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-11-01,98.12999725341795,99.45999908447266,98.0,99.02999877929688,95.53860473632812,6920400,DIS,1.1129962253350707,1.0663711916754854,1.042755578866604,1.0388512590749122,0.0741449662601585,0.0117871733236356,-0.0666870273924644,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-11-02,98.87000274658205,99.12000274658205,98.0199966430664,98.3499984741211,94.8825912475586,6799200,DIS,1.0901880287229853,1.0387930608177527,1.0548847898809717,1.0310647944789963,0.0591232342439889,0.0207467186977532,-0.0496172214046104,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-11-03,98.36000061035156,99.37999725341795,97.9000015258789,98.63999938964844,95.16236114501952,5416900,DIS,1.0691402737133715,1.0535208469476085,1.0734488184633182,1.0262436118253355,0.0428966618880357,0.027884441379856,-0.034361500226048,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-11-06,98.37000274658205,101.12999725341795,98.3499984741211,100.63999938964844,97.09185791015624,14728700,DIS,1.0459060897574923,1.0355892775308295,1.0451048182841711,1.0311845275729687,0.0147215621845235,-0.0005216516716148,-0.0606234660519355,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-11-07,101.29000091552734,102.9000015258789,100.73999786376952,101.61000061035156,98.02765655517578,12177500,DIS,1.0340367233025711,1.0329454828865312,1.0310603866653705,1.0414917955670933,-0.0074550722645221,-0.0129643271411348,-0.0807659724296996,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-11-08,101.87999725341795,102.0,100.41999816894533,101.18000030517578,97.61280822753906,8023200,DIS,1.0643347126448282,1.0421175638600484,1.0367375143286397,1.0390384642435906,0.0252962484012375,-0.0188871992376902,-0.0779157910727119,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-11-09,100.83000183105467,103.91000366210938,100.8000030517578,102.68000030517578,99.05992889404295,13172500,DIS,1.0546767505780008,1.0325877660191023,1.0216904935873683,1.0401272810196784,0.0145494695583223,-0.0429870867149899,-0.0909884992389551,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
2017-11-10,104.98999786376952,106.23999786376952,104.08000183105467,104.77999877929688,101.08588409423828,16701500,DIS,1.0352707632097715,1.0248805070731193,0.9898615263984102,1.0393664161720684,-0.0040956529622968,-0.0510127415672985,-0.1234764339565178,6995000000.0,49637000000.0,41315000000.0,4837000000.0,5299000000.0,95789000000.0,36248000000.0,143000000.0,72606000000.0,10923000000.0,31426000000.0,-67539000000.0,9871000000.0,4017000000.0,19595000000.0,3400000000.0,-3528000000.0,28406000000.0,15889000000.0,3202000000.0,2894000000.0,8633000000.0,19119000000.0,2651000000.0,6305000000.0,-368000000.0,-4111000000.0,3703000000.0,-8959000000.0,-52000000.0,276000000.0,8980000000.0,-696000000.0,31000000.0,12343000000.0,2782000000.0,-71000000.0,-2445000000.0,-5000000.0,107000000.0,-1125000000.0,691000000.0,-3623000000.0,-9368000000.0
