Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Long Term Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Change To Operating Activities
2017-09-29,33.22999954223633,33.29999923706055,33.02000045776367,33.189998626708984,30.31757354736328,615500,WTRG,1.0689969386869194,1.1477153394056296,1.024478865867177,1.0206479989635429,0.0483489397233765,0.0574549506831836,-0.0648143331240258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,33.18000030517578,33.70000076293945,33.119998931884766,33.630001068115234,30.719497680664062,481500,WTRG,1.0535236110276356,1.127615631176322,1.0023508828834018,1.012478214064533,0.0410453969631026,0.0389080754149222,-0.086779995593532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,33.599998474121094,33.790000915527344,33.380001068115234,33.77000045776367,30.847383499145508,396800,WTRG,1.063962194071037,1.1229408084987536,1.0008917379324307,1.0113391723313174,0.0526230217397196,0.0329774334938515,-0.0809089042881414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,33.779998779296875,34.220001220703125,33.63999938964844,34.15999984741211,31.20362663269043,397400,WTRG,1.0547425510035735,1.100405771821918,1.0051612845649187,1.0126829906128405,0.042059560390733,0.0119220848003516,-0.0847980820317453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,34.22999954223633,34.31999969482422,34.06999969482422,34.29999923706055,31.33151626586914,282600,WTRG,1.0518950262675402,1.0768573772833048,1.0187550321920271,1.0121464877707815,0.0397485384967586,-0.0059430983998078,-0.079166716579232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,34.20000076293945,34.400001525878906,34.08000183105469,34.25,31.28584098815918,271500,WTRG,1.05927009616839,1.0678593661286058,1.0158116993626267,1.0081446760609294,0.0511254201074606,-0.0270838566984303,-0.0847613670731368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,34.380001068115234,34.5,34.25,34.290000915527344,31.32237243652344,279900,WTRG,1.066200079600807,1.0299554060103968,1.0107916577964215,1.0143616235707735,0.0518384560300335,-0.0737600189422558,-0.0876904883802753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,34.400001525878906,34.619998931884766,34.290000915527344,34.59000015258789,31.59641456604004,261600,WTRG,1.0456780340441207,1.028581421728772,0.9996850102993422,1.008797349947511,0.0368806840966098,-0.0642692544151735,-0.0896123023946133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,34.560001373291016,34.849998474121094,34.560001373291016,34.70000076293945,31.6968936920166,374200,WTRG,1.0368879466077792,1.0311169595495953,1.0035131148485037,1.0091988628593096,0.0276890837484695,-0.0701152481931111,-0.0845839353444899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,34.70000076293945,35.0,34.689998626708984,34.900001525878906,31.87958526611328,336100,WTRG,1.0441261393684511,1.019733297977921,1.0029801812650936,1.0112728774332036,0.0328532619352475,-0.0789516278454316,-0.0730549197000358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
