,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-1819000.0,5108000.0,567000.0,-763000.0
Total Cashflows From Investing Activities,-4333666000.0,-604603000.0,-639815000.0,-480384000.0
Net Borrowings,1449919000.0,373066000.0,416864000.0,238083000.0
Total Cash From Financing Activities,1961547000.0,2131375000.0,270716000.0,99507000.0
Change To Operating Activities,-20282000.0,-8597000.0,-14216000.0,-16240000.0
Issuance Of Stock,768018000.0,1994607000.0,6622000.0,4326000.0
Net Income,284849000.0,224543000.0,191988000.0,239738000.0
Change In Cash,-1864095000.0,1865295000.0,-577000.0,441000.0
Repurchase Of Stock,-4365000.0,-1867000.0,-2555000.0,-2167000.0
Total Cash From Operating Activities,508024000.0,338523000.0,368522000.0,381318000.0
Depreciation,257059000.0,156476000.0,146673000.0,136724000.0
Other Cashflows From Investing Activities,1696000.0,2464000.0,899000.0,2223000.0
Dividends Paid,-232571000.0,-188512000.0,-150736000.0,-140660000.0
Change To Account Receivables,-35348000.0,-4335000.0,-18024000.0,-6458000.0
Other Cashflows From Financing Activities,-19454000.0,-45919000.0,521000.0,-75000.0
Change To Netincome,23565000.0,-34672000.0,61534000.0,28317000.0
Capital Expenditures,-835642000.0,-550273000.0,-495737000.0,-478089000.0
