,2021-07-01,2021-04-01,2020-12-31,2020-10-01
Change To Liabilities,-85300000.0,-8100000.0,-60300000.0,-18400000.0
Total Cashflows From Investing Activities,-45800000.0,-26400000.0,-318600000.0,-17000000.0
Net Borrowings,-13600000.0,-313300000.0,891100000.0,-436200000.0
Total Cash From Financing Activities,-15600000.0,-316400000.0,875100000.0,-439100000.0
Change To Operating Activities,100000.0,-60200000.0,-1400000.0,26600000.0
Net Income,-135300000.0,-171600000.0,-295900000.0,-155500000.0
Change In Cash,-90000000.0,-514000000.0,431000000.0,-504800000.0
Repurchase Of Stock,-1100000.0,-3300000.0,-500000.0,-200000.0
Effect Of Exchange Rate,-1100000.0,-1000000.0,6600000.0,4400000.0
Total Cash From Operating Activities,-27500000.0,-170200000.0,-132100000.0,-53100000.0
Depreciation,77000000.0,76800000.0,72000000.0,63400000.0
Other Cashflows From Investing Activities,1000000.0,1200000.0,500000.0,2200000.0
Dividends Paid,-1100000.0,-1100000.0,-1000000.0,-1000000.0
Change To Inventory,88700000.0,23100000.0,26600000.0,49300000.0
Change To Account Receivables,35900000.0,-32700000.0,-33200000.0,-84400000.0
Other Cashflows From Financing Activities,200000.0,-100000.0,-14500000.0,-3000000.0
Change To Netincome,-18800000.0,-7500000.0,142500000.0,95500000.0
Capital Expenditures,-25700000.0,-27600000.0,-48500000.0,-19200000.0
Issuance Of Stock,,1400000.0,1400000.0,1300000.0
