,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Change To Liabilities,24000000.0,13200000.0,12500000.0,21600000.0
Total Cashflows From Investing Activities,-131200000.0,-249000000.0,-82400000.0,-389400000.0
Net Borrowings,-571500000.0,472700000.0,-336700000.0,160100000.0
Total Cash From Financing Activities,-695000000.0,304700000.0,-356600000.0,70600000.0
Change To Operating Activities,7600000.0,47000000.0,-27300000.0,-9700000.0
Issuance Of Stock,8600000.0,14500000.0,40000000.0,22800000.0
Net Income,223000000.0,152200000.0,252400000.0,133600000.0
Change In Cash,-337300000.0,450800000.0,-48800000.0,-400000.0
Repurchase Of Stock,-70600000.0,-121900000.0,-14100000.0,-60600000.0
Effect Of Exchange Rate,7200000.0,-6300000.0,-5000000.0,7300000.0
Total Cash From Operating Activities,481700000.0,401400000.0,395200000.0,311100000.0
Depreciation,169600000.0,184500000.0,185400000.0,190800000.0
Other Cashflows From Investing Activities,-200000.0,2000000.0,1900000.0,-1400000.0
Dividends Paid,-58000000.0,-55400000.0,-51800000.0,-46600000.0
Change To Inventory,-91800000.0,-900000.0,-18700000.0,-22200000.0
Change To Account Receivables,71300000.0,-62300000.0,-7700000.0,-45800000.0
Other Cashflows From Financing Activities,-3500000.0,-5200000.0,6000000.0,-5100000.0
Change To Netincome,64800000.0,50300000.0,-19900000.0,22800000.0
Capital Expenditures,-105900000.0,-73400000.0,-89500000.0,-97500000.0
Investments,,-26600000.0,-26600000.0,-26600000.0
