,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,5100000.0,20500000.0,-35700000.0,7500000.0
Total Cashflows From Investing Activities,-14100000.0,-53500000.0,-29000000.0,-40800000.0
Net Borrowings,-16500000.0,-132500000.0,-12500000.0,-155300000.0
Total Cash From Financing Activities,-117200000.0,-145000000.0,-80000000.0,-167300000.0
Change To Operating Activities,8700000.0,-5400000.0,-2200000.0,24100000.0
Issuance Of Stock,6100000.0,1500000.0,500000.0,100000.0
Net Income,49200000.0,87100000.0,58800000.0,42400000.0
Change In Cash,2800000.0,-24900000.0,-1900000.0,-35300000.0
Repurchase Of Stock,-84100000.0,-200000.0,-55700000.0,-100000.0
Effect Of Exchange Rate,2400000.0,-4900000.0,6900000.0,5900000.0
Total Cash From Operating Activities,131700000.0,178500000.0,100200000.0,166900000.0
Depreciation,46400000.0,46900000.0,44300000.0,36700000.0
Dividends Paid,-15800000.0,-15900000.0,-14600000.0,-14700000.0
Change To Inventory,-4300000.0,1300000.0,15400000.0,-31600000.0
Change To Account Receivables,8300000.0,6400000.0,6200000.0,59000000.0
Other Cashflows From Financing Activities,-6900000.0,2100000.0,2300000.0,2700000.0
Change To Netincome,17600000.0,20700000.0,12300000.0,18600000.0
Capital Expenditures,-16000000.0,-53700000.0,-29300000.0,-33900000.0
Other Cashflows From Investing Activities,,,,-800000.0
