Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable,Short Long Term Debt,Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,113.26000213623048,116.9000015258789,113.1500015258789,116.73999786376952,116.73999786376952,2291100,INCY,0.9701045234912355,0.8432414274692845,0.5678430883036754,1.0206479989635429,-0.0505434754723073,-0.2470189612531614,-0.5214501106875276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,116.83000183105467,118.31999969482422,113.55999755859376,115.19000244140624,115.19000244140624,1979300,INCY,0.937234107095264,0.8668286861519241,0.6062158203927043,1.012478214064533,-0.0752441069692689,-0.2218788696094755,-0.4829150580842295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,112.80999755859376,115.51000213623048,112.0,112.8000030517578,112.8000030517578,1627100,INCY,0.9442375820447348,0.8937056279363532,0.6216312132049124,1.0113391723313174,-0.0671015902865825,-0.1962577470685488,-0.4601694290156597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,112.41999816894533,114.26000213623048,111.5500030517578,113.83000183105467,113.83000183105467,1338500,INCY,0.9231309860384026,0.8459105628271884,0.61820259698339,1.0126829906128405,-0.0895520045744379,-0.242573124194378,-0.471756769613274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,113.58000183105467,114.44000244140624,112.6500015258789,113.56999969482422,113.56999969482422,1134000,INCY,0.9283261476488373,0.8507528661284778,0.6209386002691012,1.0121464877707815,-0.0838203401219442,-0.2320476095546348,-0.4769831485021579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,114.01000213623048,116.30999755859376,113.04000091552734,114.6999969482422,114.6999969482422,1453500,INCY,0.942807343215938,0.811333914861276,0.6108980083621358,1.0081446760609294,-0.0653373328449914,-0.2836093079657601,-0.4896750580736277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,114.58000183105467,115.4499969482422,113.8000030517578,113.98999786376952,113.98999786376952,835100,INCY,0.9209580254786578,0.8252478415452568,0.6057549289042018,1.0143616235707735,-0.0934035980921157,-0.2784675834073958,-0.4927272172724951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,114.1500015258789,115.69000244140624,113.6999969482422,114.7699966430664,114.7699966430664,1349900,INCY,0.8973599448997758,0.7985536656493032,0.5962359702596527,1.008797349947511,-0.1114374050477351,-0.2942970104946424,-0.4930613424343029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,114.41000366210938,114.8499984741211,111.51000213623048,111.62000274658205,111.62000274658205,1777700,INCY,0.9385414760656632,0.8090843516966244,0.6104640540490847,1.0091988628593096,-0.0706573867936464,-0.2921478560460819,-0.4776329961439089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,111.3000030517578,112.95999908447266,110.8499984741211,112.7300033569336,112.7300033569336,1590800,INCY,0.9510334062974954,0.8153995869041343,0.5530914274587944,1.0112728774332036,-0.0602394711357081,-0.2832853389192183,-0.5229436735063351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
