Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,129.5800018310547,130.47000122070312,129.0500030517578,130.00999450683594,116.95171356201172,5736900,JNJ,1.0723021156826285,1.0876908910800018,1.0096068293659868,1.0206479989635429,0.0516541167190856,-0.0025694976424441,-0.0796863696252161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,130.16000366210938,131.3300018310547,130.02000427246094,131.22000122070312,118.0401840209961,4492900,JNJ,1.0667581322180284,1.0865554235803638,1.006470367985859,1.012478214064533,0.0542799181534954,-0.0021521321810358,-0.0826605104910747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,131.64999389648438,132.39999389648438,131.36000061035156,132.10000610351562,118.83180236816406,3900800,JNJ,1.0592730696281,1.080687889625786,1.0012220457202012,1.0113391723313174,0.0479338972967826,-0.0092754853791159,-0.0805785965003709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,132.39999389648438,133.17999267578125,132.10000610351562,132.88999938964844,119.5424346923828,3589000,JNJ,1.0541049250778594,1.0912990295408684,1.003956239797313,1.0126829906128405,0.0414219344650188,0.002815342519302,-0.086003126799351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,132.88999938964844,133.30999755859375,132.36000061035156,133.19000244140625,119.81233215332033,3741100,JNJ,1.0493278099994892,1.0875563119354876,0.9924199132936602,1.0121464877707815,0.0371813222287076,0.0047558362523749,-0.1055018354775989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,133.0,133.25,132.47999572753906,133.22000122070312,119.83927917480467,2469500,JNJ,1.049166917819391,1.093504700343923,0.970762703393917,1.0081446760609294,0.0410222417584615,-0.001438522483113,-0.1298103630418465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,133.66000366210938,133.82000732421875,133.1699981689453,133.4499969482422,120.04619598388672,3750500,JNJ,1.0589736248462396,1.0989327724496725,0.9677996936070256,1.0143616235707735,0.044612001275466,-0.0047826525029801,-0.1306824525696713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,133.55999755859375,134.1300048828125,132.9199981689453,133.89999389648438,120.45099639892578,4184600,JNJ,1.0481703761136878,1.1035052296549104,0.95781679634841,1.008797349947511,0.0393730261661768,0.0106545535109647,-0.1314805163455455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,134.8800048828125,137.0800018310547,134.3699951171875,136.64999389648438,122.92481231689452,8269400,JNJ,1.021294996195693,1.0821812883452528,0.9398008974800834,1.0091988628593096,0.0120961333363833,-0.0190509193974535,-0.1482961527129102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,136.33999633789062,137.52000427246094,136.02000427246094,136.8300018310547,123.08673095703124,5172800,JNJ,1.021413202965508,1.0803163707390415,0.9338283532169392,1.0112728774332036,0.0101403255323044,-0.0183685550843111,-0.1422067477481902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
