,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,157149000.0,153424000.0,213484000.0,235703000.0
Capital Surplus,1507519000.0,1528975000.0,1550568000.0,1537785000.0
Total Liab,2472224000.0,2494649000.0,2449399000.0,2395757000.0
Total Stockholder Equity,1121852000.0,1153036000.0,1143933000.0,1150329000.0
Deferred Long Term Liab,100200000.0,94900000.0,86900000.0,76800000.0
Other Current Liab,271403000.0,316338000.0,269921000.0,284740000.0
Total Assets,3594076000.0,3647685000.0,3593332000.0,3546086000.0
Common Stock,289000.0,289000.0,287000.0,285000.0
Other Current Assets,51073000.0,82204000.0,41109000.0,37622000.0
Retained Earnings,-260955000.0,-257321000.0,-272216000.0,-248271000.0
Other Liab,296043000.0,302253000.0,251172000.0,242755000.0
Good Will,2154443000.0,2131095000.0,2133712000.0,2129736000.0
Treasury Stock,-125001000.0,-118907000.0,-134706000.0,-139470000.0
Other Assets,258480000.0,339153000.0,256447000.0,265412000.0
Cash,342851000.0,299446000.0,301233000.0,240555000.0
Total Current Liabilities,1586385000.0,1596080000.0,986142000.0,522844000.0
Short Long Term Debt,1065183000.0,1053011000.0,432209000.0,
Other Stockholder Equity,-108213000.0,-102119000.0,-117918000.0,-122682000.0
Property Plant Equipment,239373000.0,239811000.0,253704000.0,241308000.0
Total Current Assets,782631000.0,784202000.0,735985000.0,670941000.0
Long Term Investments,2000000.0,,,2986000.0
Net Tangible Assets,-1189740000.0,-1131483000.0,-1203263000.0,-1215110000.0
Short Term Investments,69549000.0,74862000.0,71114000.0,69283000.0
Net Receivables,248149000.0,264747000.0,249876000.0,255072000.0
Long Term Debt,494299000.0,495977000.0,1104464000.0,1524825000.0
Accounts Payable,77160000.0,81461000.0,75122000.0,65511000.0
Deferred Long Term Asset Charges,,,47818000.0,
