Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Minority Interest,Long Term Investments,Inventory,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-10-13,13.757575988769531,13.835497856140137,13.619048118591309,13.636363983154297,13.636363983154297,1693461,NUAN,0.907301568163514,1.0799999916076664,0.9295238385639486,1.0098252549340063,-0.1025236867704925,-0.0282495067796086,-0.1473667652796684,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-16,13.653679847717283,13.679654121398926,13.38528060913086,13.43722915649414,13.43722915649414,1565256,NUAN,0.9143041326743676,1.2036083008350065,0.9542525895751556,1.0047827275420922,-0.0904785948677245,0.0885465356932988,-0.1313414077850508,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-17,13.454545021057127,13.567099571228027,13.4112548828125,13.48051929473877,13.48051929473877,1908291,NUAN,0.92742457225499,1.1791907649397266,0.9492614579236778,1.016827126331923,-0.0894025540769331,0.0581949947704103,-0.1376768283911225,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-18,13.48051929473877,13.558442115783691,13.341991424560549,13.558442115783691,13.558442115783691,2131668,NUAN,0.9220944953656725,1.1564495380443365,0.939974426493472,1.016900814218988,-0.0948063188533154,0.03986581394703,-0.1360209179311833,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-19,13.428570747375488,13.471860885620115,13.177489280700684,13.264068603515623,13.264068603515623,3165047,NUAN,0.947780777407354,1.1697128868458049,0.9640992799738634,1.0195478153138224,-0.0717670379064684,0.0531619845066033,-0.1137342613439608,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-20,13.28138542175293,13.662338256835938,13.220779418945312,13.54978370666504,13.54978370666504,2476320,NUAN,0.9373801817542228,1.1591054687725444,0.932268405821011,1.0187296628598663,-0.0813494811056435,0.0421799429949998,-0.1332056034034531,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-23,13.54978370666504,13.54978370666504,13.2380952835083,13.255411148071287,13.255411148071287,1491221,NUAN,0.9555846169585732,1.1659046142303795,0.957544139254147,1.0231439317955078,-0.0675593148369345,0.0516664612656974,-0.1109130126114414,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-24,13.2380952835083,13.350648880004885,13.004328727722168,13.030303001403809,13.030303001403809,2844419,NUAN,0.9794019920424571,1.1747507897637628,0.9887043087730948,1.023176662025299,-0.0437746699828421,0.0739579059173682,-0.0906765115247584,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-25,12.969696998596191,13.073593139648438,12.770563125610352,12.94372272491455,12.94372272491455,2363708,NUAN,1.0240802765773704,1.1913043580770113,1.016053517718247,1.028738706809164,-0.0046584302317935,0.0830905365224456,-0.0777677445670574,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-26,12.935065269470217,13.2380952835083,12.770563125610352,13.18614673614502,13.18614673614502,4839797,NUAN,1.0413657598279038,1.162179893259964,0.9967169985962644,1.0357335667629224,0.0056321930649814,0.0578113625725227,-0.0943050357245968,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-27,13.264068603515623,13.290042877197266,12.796537399291992,12.935065269470217,12.935065269470217,2759526,NUAN,1.0957161254343395,1.169343982286446,1.022757643567073,1.0327543330408862,0.0629617923934533,0.0909250286904053,-0.0733711551679965,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-30,12.926406860351562,13.03896141052246,12.753247261047363,12.779220581054688,12.779220581054688,2246475,NUAN,1.0528455108603114,1.144308978279377,0.9146341518019724,1.0448229351223306,0.0080225757379808,0.0981980447068981,-0.1957553405928945,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-10-31,12.796537399291992,12.926406860351562,12.727272987365724,12.7619047164917,12.7619047164917,3789324,NUAN,1.071913199894155,1.15128905791414,0.8772048839071077,1.0378093145840102,0.0341038853101447,0.0976326894996486,-0.2303750672213157,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-11-01,12.770563125610352,13.030303001403809,12.675325393676758,12.770563125610352,12.770563125610352,2768882,NUAN,1.0366101442277318,1.1566101651374447,0.8779660614449837,1.0388512590749122,-0.0022411148471803,0.1020261467855949,-0.2314765448140848,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-11-02,13.454545021057127,13.852813720703123,13.047618865966797,13.333333015441896,13.333333015441896,5639981,NUAN,0.9779221291046648,1.0590909256718375,0.8285714347021921,1.0310647944789963,-0.0531426653743315,0.041044583551838,-0.27593057658339,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-11-03,13.419913291931152,13.419913291931152,13.01298713684082,13.255411148071287,13.255411148071287,2778353,NUAN,1.0117569898813654,1.051600274143184,0.8478118979465594,1.0262436118253355,-0.0144866219439703,0.0259638685754315,-0.2599984207428067,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-11-06,13.246752738952637,13.246752738952637,12.969696998596191,13.220779418945312,13.220779418945312,2635017,NUAN,1.015717025588704,1.0543549329033737,0.8605107757401865,1.0311845275729687,-0.0154675019842647,0.0182440037009292,-0.2452175085959201,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-11-07,13.2380952835083,13.2380952835083,12.85714340209961,12.952381134033203,12.952381134033203,2813696,NUAN,1.0427807388196169,1.0768716780315892,0.9157754089443064,1.0414917955670933,0.0012889432525236,0.0309618680039232,-0.1960509501507636,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-11-08,12.935065269470217,13.108224868774414,12.848484992980955,13.099567413330078,13.099567413330078,1675790,NUAN,1.0337078946165272,1.0852610081675074,0.9220092149821794,1.0390384642435906,-0.0053305696270633,0.0242562450697687,-0.1926440904191723,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-11-09,12.995671272277832,13.298701286315918,12.78787899017334,12.978355407714844,12.978355407714844,2890850,NUAN,1.093395578387854,1.107404904123746,0.9386257060876528,1.0401272810196784,0.0532682973681755,0.0318300513896536,-0.1740532867386706,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-11-10,12.935065269470217,13.047618865966797,12.796537399291992,12.805194854736328,12.805194854736328,1947677,NUAN,1.1223799863262836,1.126436745655467,0.9472616818671328,1.0393664161720684,0.0830135701542151,0.0505434970150491,-0.1660762784877952,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
2017-11-13,12.709957122802734,12.926406860351562,12.51948070526123,12.779220581054688,12.779220581054688,2662968,NUAN,1.123983730129827,1.121951190389481,0.929539318852918,1.0305050740272153,0.0934786561026117,0.0552839756231602,-0.1820932419776888,664474000.0,2629245000.0,4000541000.0,1931382000.0,,415014000.0,5931923000.0,294000.0,220000.0,-580027000.0,647730000.0,3590608000.0,-118130000.0,142508000.0,592299000.0,1111528000.0,20705000.0,376121000.0,-101342000.0,176548000.0,1327941000.0,-2323700000.0,251981000.0,395392000.0,2241283000.0,94604000.0,,29844000.0,6088000.0,-158606000.0,51150000.0,-334210000.0,203427000.0,67051000.0,-11301000.0,17383000.0,-150996000.0,110679000.0,-153176000.0,-1029000.0,378867000.0,192099000.0,1147000.0,-15403000.0,-583000.0,301418000.0,-61835000.0
