,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-5797374000.0,-2261158000.0,-976604000.0,-1636344000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-5722091000.0,-1993226000.0,-1002551000.0,-2262378000.0
Net Borrowings,-44401000.0,-36677000.0,-63002000.0,67200000.0
Total Cash From Financing Activities,5468039000.0,1807760000.0,741315000.0,2208335000.0
Change To Operating Activities,27600000.0,-45422000.0,2323000.0,43054000.0
Issuance Of Stock,1108000.0,1118000.0,1162000.0,1346000.0
Net Income,218079000.0,262632000.0,176276000.0,168416000.0
Change In Cash,34821000.0,4931000.0,-74054000.0,130023000.0
Repurchase Of Stock,-351365000.0,-3942000.0,-505000.0,-185000.0
Total Cash From Operating Activities,288873000.0,190397000.0,187182000.0,184066000.0
Depreciation,14344000.0,15789000.0,16085000.0,15594000.0
Other Cashflows From Investing Activities,24303000.0,24968000.0,23649000.0,21067000.0
Dividends Paid,-34108000.0,-34053000.0,-34045000.0,-34016000.0
Other Cashflows From Financing Activities,5896805000.0,1881314000.0,837705000.0,2173990000.0
Change To Netincome,-170231000.0,-218533000.0,-226572000.0,-161124000.0
Capital Expenditures,-18631000.0,-17850000.0,-20952000.0,-15064000.0
