Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Change To Netincome,Capital Expenditures,Other Cashflows From Financing Activities
1989-10-18,2.5,2.5625,2.484375,2.546875,1.984659194946289,1128000,EOG,1.0368092602541197,1.0821581343407658,1.066108787515629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-19,2.53125,2.546875,2.53125,2.546875,1.984659194946289,1040000,EOG,1.0245387460080555,1.0575647288456973,1.0722712542514272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-20,2.53125,2.53125,2.515625,2.53125,1.9724831581115725,237600,EOG,1.0555547228797002,1.076465872793506,1.116093373369463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-23,2.546875,2.5625,2.546875,2.546875,1.984659194946289,87200,EOG,1.07975347730442,1.051415476491375,1.1092460546662144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-24,2.546875,2.5625,2.53125,2.5625,1.9968342781066888,689600,EOG,1.1402436680106935,1.0327830664582769,1.1086077802307497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-25,2.546875,2.578125,2.515625,2.546875,1.984659194946289,608000,EOG,1.1288338524583077,1.0452671851829782,1.0969206406716558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-26,2.546875,2.5625,2.546875,2.546875,1.984659194946289,228800,EOG,1.1104288619390257,1.125199296898801,1.1215712283992916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-27,2.546875,2.546875,2.5,2.515625,1.960306525230408,456000,EOG,1.111801011454282,1.139177522492218,1.129265238904582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-30,2.515625,2.515625,2.5,2.5,1.9481313228607176,250400,EOG,1.1562495907811172,1.1525613277600018,1.1237668819999378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-31,2.5,2.515625,2.5,2.5,1.9481313228607176,424800,EOG,1.1624997016909078,1.1525613277600018,1.1237668819999378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-01,2.515625,2.5625,2.515625,2.5625,1.9968342781066888,715200,EOG,1.16463446813439,1.1305608256629889,1.126983056190025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-02,2.59375,2.640625,2.59375,2.640625,2.057713031768799,130400,EOG,1.1005917961911202,1.1149037722893949,1.0460901431336649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-03,2.625,2.75,2.625,2.734375,2.130767822265625,1118400,EOG,1.0914291097950473,1.1167675645579411,1.033184075170794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-06,2.71875,2.71875,2.578125,2.578125,2.009010076522827,264800,EOG,1.1454545411391035,1.1662277088943924,1.1323280561483025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-07,2.546875,2.6875,2.5,2.6875,2.094241142272949,727200,EOG,1.0988370292686014,1.0838038161706145,1.1037641207465854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-08,2.6875,2.71875,2.671875,2.71875,2.118593215942383,236800,EOG,1.1034478412392317,1.0886253514507729,1.1083960610504766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-09,2.71875,2.71875,2.6875,2.6875,2.094241142272949,60800,EOG,1.1220929147060683,1.0954574309041425,1.1037641207465854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-10,2.6875,2.6875,2.546875,2.5625,1.9968342781066888,210400,EOG,1.231707049155078,1.1550053550128772,1.1637316977360894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-13,2.5625,2.5625,2.515625,2.546875,1.984659194946289,92800,EOG,1.2269929209357129,1.1682396185416513,1.146221215473224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-14,2.578125,2.578125,2.484375,2.53125,1.9724831581115725,428000,EOG,1.2283947408945082,1.1692643735901755,1.116093373369463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-15,2.546875,2.578125,2.53125,2.5625,1.9968342781066888,176000,EOG,1.1829261652973675,1.1366724654431528,1.126983056190025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-16,2.546875,2.59375,2.546875,2.59375,2.021183967590332,301600,EOG,1.1807239432565886,1.098828068784754,1.1255078761798936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-17,2.59375,2.640625,2.59375,2.640625,2.057713031768799,249600,EOG,1.165680571413079,1.0318789702866773,1.1293019525473909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-20,2.65625,2.65625,2.609375,2.609375,2.033360242843628,43200,EOG,1.1916176420065776,1.0562393453221897,1.1428271762159274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-21,2.59375,2.671875,2.59375,2.671875,2.082063913345337,108800,EOG,1.1695907926075104,1.066698126570729,1.1160941456523326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-22,2.6875,2.75,2.6875,2.75,2.1429426670074463,255200,EOG,1.1193188411456727,1.0193114202662104,1.090094594517917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-24,2.78125,2.953125,2.78125,2.921875,2.2768776416778564,572000,EOG,1.0374327860650516,0.9432720724169644,0.99374130686162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-27,2.90625,2.9375,2.859375,2.875,2.2403504848480225,253600,EOG,1.054347313650489,0.9423116237160002,1.0044849735189258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-28,2.875,2.875,2.828125,2.828125,2.2038228511810303,560000,EOG,1.1160220319071676,0.9468553209751758,1.0155837024123864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-29,2.8125,2.8125,2.78125,2.796875,2.1794707775115967,60800,EOG,1.0893856857013555,0.9798314540183996,1.0213197966211385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-30,2.8125,2.90625,2.8125,2.890625,2.252526044845581,712800,EOG,1.0486482590246873,0.9534695932239736,0.999055439378927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-01,2.890625,2.953125,2.890625,2.90625,2.264702081680298,356800,EOG,1.0161291120639986,0.9591203102607484,1.031486762238246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-04,2.9375,2.984375,2.875,2.984375,2.3255820274353027,172000,EOG,0.9738216304405548,0.9182707794121054,0.999224846573752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-05,2.953125,2.984375,2.90625,2.90625,2.264702081680298,93600,EOG,0.9838709932119144,0.926791024891542,1.031486762238246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-06,2.90625,3.0,2.90625,2.984375,2.3255820274353027,668800,EOG,0.9424077715051508,0.9025291469375544,0.999224846573752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-07,2.984375,2.984375,2.921875,2.953125,2.30122971534729,215200,EOG,0.9173826884776995,0.9385929859303564,1.0097989475196842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-08,2.921875,2.953125,2.921875,2.953125,2.30122971534729,122400,EOG,0.9332901784562608,0.9226852887420784,0.9938548850260625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-11,2.96875,3.03125,2.9375,3.0,2.337757110595703,306400,EOG,0.908268354630737,0.9291477516566612,0.983557709409966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-12,3.015625,3.03125,2.984375,3.015625,2.34993314743042,1119200,EOG,0.9035622169459758,0.9191402198829705,0.9784614644755342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-13,3.0,3.15625,2.984375,3.15625,2.459514856338501,400000,EOG,0.8583433833015719,0.8881125185428821,0.9398391016322002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-14,3.125,3.140625,3.109375,3.125,2.4351627826690674,391200,EOG,0.8719379334632422,0.8969938063287433,0.9391932278376351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-15,3.140625,3.140625,3.09375,3.109375,2.422987937927246,155200,EOG,0.8712830427360788,0.8914274957914924,0.9439124142407151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-18,3.078125,3.125,3.03125,3.03125,2.362107515335083,224000,EOG,0.9092368055908124,0.9247360330871974,0.9682405984134884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-19,3.03125,3.0625,3.03125,3.0625,2.386460304260254,215200,EOG,0.8948458170904957,0.8999584396485752,0.973734757041782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-20,3.0625,3.109375,3.046875,3.078125,2.398636102676392,166400,EOG,0.8953901299613173,0.8953901299613173,0.9687919488770508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-21,3.109375,3.125,3.0625,3.109375,2.422987937927246,174400,EOG,0.866246806473997,0.9417911375938872,0.9388649605402004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-22,3.125,3.125,3.109375,3.125,2.4351627826690674,173600,EOG,0.8719379334632422,0.9320717933645348,0.9241264746084542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-26,3.109375,3.109375,3.078125,3.078125,2.398636102676392,97600,EOG,0.8699533000437646,0.951352547345792,0.9229019833689988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-27,3.0625,3.0625,3.03125,3.03125,2.362107515335083,144000,EOG,0.8730748348935649,0.9505667331186992,0.9268187193871408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-28,3.046875,3.046875,3.03125,3.03125,2.362107515335083,11200,EOG,0.8782407730304943,0.9867293094240598,0.9216403662838988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-29,3.03125,3.15625,3.015625,3.15625,2.459514856338501,219200,EOG,0.9079583825168648,0.9228431924806172,0.8871332585559473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-02,3.125,3.125,3.03125,3.046875,2.374284267425537,194400,EOG,0.9405517112568496,0.9559708469272892,0.9241419615663854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-03,3.0625,3.0625,3.03125,3.03125,2.362107515335083,361600,EOG,0.9505667331186992,0.9195693884074696,0.9548537320145746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-04,3.03125,3.0625,2.953125,2.953125,2.30122971534729,166400,EOG,0.9757134670878964,0.9300783242369994,1.0120735921886908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-05,2.9375,2.9375,2.859375,2.90625,2.264702081680298,100800,EOG,0.9968386696114444,0.9558796018338644,1.0283974405741156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-08,2.875,2.890625,2.84375,2.859375,2.2281746864318848,880800,EOG,1.029610485828582,0.9605727460991978,1.028752331835523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-09,2.828125,2.84375,2.8125,2.8125,2.1916465759277344,282400,EOG,1.0857464053038413,0.9375190373994609,1.0179330127217694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-10,2.765625,2.765625,2.6875,2.703125,2.1111083030700684,784000,EOG,1.1098261587440694,1.002252042151959,1.068380609918201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-11,2.71875,2.765625,2.703125,2.75,2.1477150917053223,347200,EOG,1.056819198571963,0.9908637381399332,1.0558772758507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-12,2.71875,2.734375,2.6875,2.71875,2.123310804367065,159200,EOG,1.086206635195829,1.0022522373313338,1.0853324868448255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-15,2.734375,2.734375,2.71875,2.71875,2.123310804367065,25600,EOG,1.0804598256127378,0.9907323431858144,1.1026514036733996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-16,2.6875,2.703125,2.625,2.703125,2.1111083030700684,172800,EOG,1.0924850614876058,0.9906651096657908,1.1264437926824724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-17,2.71875,2.8125,2.71875,2.71875,2.123310804367065,216000,EOG,1.0919538939238664,0.9676917688911209,1.1315164896268293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-18,2.6875,2.71875,2.6875,2.703125,2.1111083030700684,157600,EOG,1.0924850614876058,0.9732851626776048,1.1090248830272975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-19,2.734375,2.75,2.734375,2.75,2.1477150917053223,8800,EOG,1.056819198571963,0.9680851937740962,1.095829341586582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-22,2.734375,2.75,2.71875,2.734375,2.1355140209198,56800,EOG,1.039999575750573,0.9850708859388668,1.1020902657643552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-23,2.765625,2.765625,2.734375,2.75,2.1477150917053223,101600,EOG,0.9886370927724496,0.9851691298010584,1.1015371601557251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-24,2.734375,2.734375,2.6875,2.6875,2.098905563354492,26400,EOG,1.0232547520017157,1.0139060286378705,1.185554796257103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-25,2.6875,2.71875,2.671875,2.71875,2.123310804367065,249600,EOG,1.0459767223894605,1.03681259348531,1.1834743629749165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-26,2.703125,2.71875,2.671875,2.671875,2.0867013931274414,45600,EOG,1.0467841448951472,1.0550025936158205,1.1748651205517204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-29,2.6875,2.6875,2.625,2.640625,2.0622966289520264,444000,EOG,1.0414190963385814,1.0734178514685548,1.194711984498316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-30,2.625,2.65625,2.578125,2.65625,2.0744991302490234,548000,EOG,1.0176472345961651,1.049416509214948,1.1699585568688025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-31,2.6875,2.859375,2.6875,2.859375,2.2331371307373047,757600,EOG,0.9344259984779728,0.9967756214303468,1.0868468287258275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-01,2.875,2.875,2.84375,2.859375,2.2331371307373047,149600,EOG,0.9562843192772164,0.9912987366833306,1.0868468287258275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-02,2.875,2.90625,2.875,2.875,2.2453408241271973,720000,EOG,0.9565207511604285,0.9750169946999472,1.0754801467288733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-05,2.90625,2.90625,2.875,2.875,2.2453408241271973,163200,EOG,0.9673906695540136,0.9750169946999472,1.0700207121910137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-06,2.875,2.90625,2.84375,2.890625,2.257542610168457,99200,EOG,0.9459462741925604,0.9968354029329948,1.085956328243646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-07,2.90625,2.9375,2.90625,2.9375,2.294152021408081,32800,EOG,0.9148938447706912,0.9382784139169026,1.0632839868676858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-08,2.96875,3.125,2.96875,3.046875,2.3795723915100098,346400,EOG,0.8820515697875388,0.9251558766212622,1.035417332538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-09,3.078125,3.125,2.96875,3.0,2.342963218688965,179200,EOG,0.9218745102827892,0.970932218050086,1.0202053505103237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-12,3.0,3.0,2.90625,2.90625,2.2697465419769287,28000,EOG,0.9354836608838626,1.018416898222869,1.063915919389555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-13,2.9375,2.953125,2.9375,2.953125,2.306354284286499,26400,EOG,0.9417988285790811,1.01816116956431,1.0257695441932335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-14,2.953125,2.96875,2.9375,2.9375,2.294152021408081,32800,EOG,0.9414886414169644,1.0075828504222089,1.0151959428710449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-15,2.953125,2.96875,2.953125,2.953125,2.306354284286499,152000,EOG,0.9470903704337736,1.0075552400561076,1.0204543295424813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-16,2.96875,2.96875,2.96875,2.96875,2.3185575008392334,32000,EOG,0.942105568943524,0.98115249412966,0.9992227037549096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-20,2.984375,2.984375,2.953125,2.953125,2.306354284286499,23200,EOG,0.9365074934736994,0.9545261093883723,1.0151396317650057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-21,2.953125,2.953125,2.90625,2.90625,2.2697465419769287,553600,EOG,0.9623655738908596,0.9914756365200152,1.015310808069784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-22,2.90625,2.90625,2.84375,2.84375,2.220933675765991,148000,EOG,0.9670325211150592,1.0242802383312306,1.0541835014783791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-23,2.78125,2.78125,2.6875,2.71875,2.123310804367065,575200,EOG,1.0114935068799464,1.0944131870752705,1.0795592899961612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-26,2.734375,2.75,2.734375,2.75,2.1477150917053223,477600,EOG,1.0625005966805692,1.0819774715619266,1.078706995982536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-27,2.765625,2.84375,2.765625,2.84375,2.220933675765991,357600,EOG,1.021978533957842,1.0463074021142271,1.1204150689765224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-02-28,2.8125,2.828125,2.796875,2.796875,2.184325933456421,145600,EOG,1.044692338027536,1.0694421477522742,1.1840862536069892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-01,2.796875,2.796875,2.75,2.75,2.1477150917053223,225600,EOG,1.0454556252823826,1.0535044298675535,1.227100731891161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-02,2.75,2.78125,2.6875,2.703125,2.1111083030700684,931200,EOG,1.1040460188624484,1.0659796061495512,1.2483787577798282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-05,2.671875,2.703125,2.65625,2.671875,2.0867013931274414,146400,EOG,1.087719857499663,1.072585937803493,1.2453577704501466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-06,2.671875,2.734375,2.625,2.734375,2.1355140209198,258400,EOG,1.0628572417423476,1.0423423257465254,1.2168919375303882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-07,2.734375,2.75,2.703125,2.75,2.1477150917053223,174400,EOG,1.011364017330934,1.0478104875907093,1.1871484441346023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-08,2.75,2.796875,2.734375,2.78125,2.17212176322937,146400,EOG,0.9853609100405584,1.07545085971313,1.2245997739540986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-09,2.75,2.78125,2.734375,2.734375,2.1355140209198,194400,EOG,1.0137056010414207,1.0881592543034802,1.274291545322957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-12,2.703125,2.71875,2.625,2.6875,2.098905563354492,1072800,EOG,1.0197332908651249,1.112965851561797,1.3724402075186903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-13,2.671875,2.6875,2.671875,2.6875,2.098905563354492,662400,EOG,0.9789437047847616,1.1071385893345425,1.366599768636107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-14,2.671875,2.765625,2.671875,2.765625,2.159918069839477,298400,EOG,0.9796031791674308,1.0758645788501675,1.282595015339396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-15,2.78125,2.796875,2.71875,2.71875,2.123310804367065,192000,EOG,1.0022522373313338,1.0771331212845188,1.3162539604759187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-16,2.75,2.78125,2.734375,2.78125,2.17212176322937,271200,EOG,0.9797300686600432,1.0585589941495228,1.2697454014520986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-19,2.75,2.765625,2.75,2.765625,2.159918069839477,476000,EOG,0.9739409646582932,1.0645399290655748,1.2769195548512131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-20,2.75,2.90625,2.75,2.796875,2.184325933456421,898400,EOG,0.9574584573410668,1.0582432766224097,1.2458156633569195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-21,2.796875,2.8125,2.796875,2.796875,2.184325933456421,102400,EOG,0.9406610784189487,1.0470453878400874,1.212145483051394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-22,2.75,2.765625,2.75,2.765625,2.159918069839477,177600,EOG,0.9512908924069966,1.058877383406961,1.214492800975964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-23,2.796875,2.796875,2.796875,2.796875,2.184325933456421,320000,EOG,0.9518594038001787,1.0470453878400874,1.2009219440832497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
