,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,331189000.0,378914000.0,276852000.0,229617000.0
Capital Surplus,905332000.0,739478000.0,731435000.0,626867000.0
Total Liab,621163000.0,574556000.0,466117000.0,419615000.0
Total Stockholder Equity,1986111000.0,1617058000.0,1324846000.0,1191736000.0
Other Current Liab,461278000.0,412495000.0,350512000.0,298613000.0
Total Assets,2607274000.0,2191614000.0,1790963000.0,1611351000.0
Common Stock,481000.0,481000.0,481000.0,481000.0
Other Current Assets,2479000.0,2328000.0,3406000.0,1997000.0
Retained Earnings,1112156000.0,917336000.0,771925000.0,624463000.0
Other Liab,40607000.0,48641000.0,42215000.0,48153000.0
Good Will,838428000.0,840117000.0,753718000.0,657987000.0
Treasury Stock,-31858000.0,-40237000.0,-178995000.0,-60075000.0
Other Assets,55209000.0,59798000.0,16020000.0,12107000.0
Cash,603623000.0,232682000.0,134279000.0,185926000.0
Total Current Liabilities,564277000.0,509093000.0,423902000.0,371462000.0
Other Stockholder Equity,-46000.0,-46000.0,-46000.0,-46000.0
Property Plant Equipment,186738000.0,190853000.0,155177000.0,152315000.0
Total Current Assets,1113070000.0,679697000.0,518858000.0,520815000.0
Long Term Investments,82640000.0,42235000.0,70338000.0,38510000.0
Net Tangible Assets,816494000.0,398027000.0,294276000.0,304132000.0
Short Term Investments,72187000.0,39399000.0,44306000.0,43159000.0
Net Receivables,403917000.0,380571000.0,303609000.0,257527000.0
Accounts Payable,14011000.0,14977000.0,6910000.0,8174000.0
