Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,14.75,14.890000343322754,14.699999809265137,14.84000015258789,14.84000015258789,669600,CHGG,1.0451482526553146,1.1226414876085318,1.418463545863894,1.0206479989635429,0.0245002536917717,0.0323810988860857,0.329170346872691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,14.829999923706056,15.239999771118164,14.800000190734863,14.859999656677246,14.859999656677246,1036300,CHGG,0.9831763118589532,1.1298789571628869,1.4542396439855396,1.012478214064533,-0.0293019022055798,0.0411714014014872,0.3651087655086058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,14.880000114440918,15.449999809265137,14.880000114440918,15.170000076293944,15.170000076293944,882800,CHGG,0.971654561436177,1.1107449107927896,1.4337508167840145,1.0113391723313174,-0.0396846108951404,0.0207815357878875,0.3519501745634423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,15.15999984741211,15.649999618530272,15.0600004196167,15.479999542236328,15.479999542236328,1780700,CHGG,0.9521963958009744,1.0788114506963915,1.4205426628805549,1.0126829906128405,-0.0604865948118661,-0.0096722363251748,0.3305832962838908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,15.550000190734863,15.640000343322754,15.210000038146973,15.40999984741211,15.40999984741211,598400,CHGG,0.9480856457718128,1.083062991519787,1.4646333496631754,1.0121464877707815,-0.0640608419989687,0.0002625158366742,0.3667116008919162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,15.380000114440918,15.489999771118164,15.3100004196167,15.380000114440918,15.380000114440918,379500,CHGG,0.9096228652158704,1.1007802457218128,1.5019505988026738,1.0081446760609294,-0.0985218108450589,0.0058370228947766,0.4013775323669102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,15.350000381469728,15.539999961853027,15.229999542236328,15.380000114440918,15.380000114440918,522100,CHGG,0.9193758282255228,1.0884265049777395,1.5136541296112835,1.0143616235707735,-0.0949857953452507,-0.0152889199749131,0.4151719834345866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,15.460000038146973,15.470000267028809,15.130000114440918,15.239999771118164,15.239999771118164,419300,CHGG,0.91797900139284,1.063648249863676,1.476377974928878,1.008797349947511,-0.0908183485546708,-0.0292024262802697,0.3870806622349223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,15.270000457763672,15.43000030517578,15.199999809265137,15.380000114440918,15.380000114440918,359300,CHGG,0.9161248405556388,1.0565669622292266,1.4479844143078675,1.0091988628593096,-0.0930740223036707,-0.0446652455134797,0.3598873641148739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,15.380000114440918,15.5600004196167,15.279999732971191,15.43000030517578,15.43000030517578,389100,CHGG,0.9099157280731552,1.0427738065041203,1.4257938797720182,1.0112728774332036,-0.1013571493600483,-0.0559111193192323,0.3497587788068887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,15.350000381469728,15.550000190734863,15.210000038146973,15.510000228881836,15.510000228881836,453200,CHGG,0.9226305743677188,1.061895491315661,1.4235976529897103,1.0098252549340063,-0.0871946805662877,-0.0463540070716139,0.3467070491460933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,15.510000228881836,16.030000686645508,15.399999618530272,15.979999542236328,15.979999542236328,2100600,CHGG,0.89173970013805,1.0425532118057006,1.3573217243673463,1.0047827275420922,-0.1130430274040421,-0.072508553336007,0.2717277270071399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
