Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Change To Netincome,Capital Expenditures,Net Borrowings,Other Cashflows From Financing Activities
2017-10-13,79.70999908447266,79.80999755859375,78.11000061035156,78.30000305175781,78.30000305175781,440900,GWRE,1.020178724649803,0.9848020128349212,1.0583652556412209,1.0098252549340063,0.0103534697157965,-0.1234474855523538,-0.0185253482023961,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-16,78.51000213623047,78.79000091552734,78.0999984741211,78.16000366210938,78.16000366210938,205500,GWRE,1.0145854572189723,0.986565980008176,1.0818832343477356,1.0047827275420922,0.0098027296768801,-0.1284957851335316,-0.0037107630124708,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-17,77.91999816894531,78.13999938964844,77.08000183105469,77.20999908447266,77.20999908447266,418500,GWRE,1.0514182264962817,1.0133402252494523,1.1007641351061934,1.016827126331923,0.0345911001643586,-0.1076555449198639,0.0138258487913931,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-18,77.4000015258789,77.68000030517578,76.31999969482422,76.54000091552734,76.54000091552734,638400,GWRE,1.064672026248147,1.0229945403080525,1.1055657399321448,1.016900814218988,0.0477712120291591,-0.0935891837892539,0.0295703955074895,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-19,76.37000274658203,77.38999938964844,75.62999725341797,77.38999938964844,77.38999938964844,402000,GWRE,1.0580178046153352,1.0231296153203844,1.1064736778492816,1.0195478153138224,0.0384699893015128,-0.0934212870188171,0.0286401365314574,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-20,77.98999786376953,78.81999969482422,77.69000244140625,77.7699966430664,77.7699966430664,395600,GWRE,1.0549055478561813,1.0348464296109596,1.1029960458014834,1.0187296628598663,0.0361758849963149,-0.0820790961665849,0.0375220365770192,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-23,78.0999984741211,78.9800033569336,77.47000122070312,78.16000366210938,78.16000366210938,379300,GWRE,1.0475945933599282,1.021238433405033,1.1136130608668695,1.0231439317955078,0.0244506615644204,-0.092999719559649,0.0451559090012809,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-24,78.12999725341797,78.70999908447266,77.7699966430664,78.19000244140625,78.19000244140625,227600,GWRE,1.0585751893932005,1.016114521901699,1.127893588537662,1.023176662025299,0.0353985273679011,-0.0846783619446955,0.0485127682398087,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-25,78.20999908447266,78.48999786376953,77.12000274658203,77.37999725341797,77.37999725341797,629400,GWRE,1.054536073539557,1.0267510954807224,1.1545618959548924,1.028738706809164,0.025797366730393,-0.0814627260738432,0.0607406336695879,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-26,77.44000244140625,77.77999877929688,76.76000213623047,77.22000122070312,77.22000122070312,384900,GWRE,1.0555555665334173,1.016187515931622,1.1555296807352358,1.0357335667629224,0.0198219997704949,-0.0881810147558193,0.0645076464143745,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-27,77.55999755859375,78.0,76.9000015258789,77.69999694824219,77.69999694824219,426000,GWRE,0.9904762175954464,1.003861043288813,1.1621622470835973,1.0327543330408862,-0.0422781154454398,-0.0745579103072275,0.0660334483485276,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-30,77.86000061035156,77.94000244140625,76.37999725341797,77.4000015258789,77.4000015258789,333100,GWRE,0.961111084277898,0.9789405058051904,1.1945736080322735,1.0448229351223306,-0.0837118508444325,-0.0671704277672883,0.0841841156374065,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-10-31,77.58999633789062,80.58000183105469,77.2699966430664,79.9800033569336,79.9800033569336,897700,GWRE,0.9146036316030914,0.9599899419439158,1.1456613329270935,1.0378093145840102,-0.1232056829809187,-0.0936664264705754,0.03808138179867,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-01,80.7699966430664,80.7699966430664,77.30999755859375,77.93000030517578,77.93000030517578,660400,GWRE,0.9042730776946092,0.9835750189364254,1.1612985967611933,1.0388512590749122,-0.1345781813803029,-0.0710089994154243,0.0518559905021247,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-02,77.69000244140625,80.66999816894531,77.63999938964844,80.41000366210938,80.41000366210938,511700,GWRE,0.8761347312491105,0.9368237582428008,1.1316999857678258,1.0310647944789963,-0.1549300632298859,-0.0812225838771986,0.0271979744822437,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-03,80.16000366210938,81.3499984741211,79.72000122070312,80.95999908447266,80.95999908447266,637200,GWRE,0.8809288599473651,0.9297183484961584,1.1332757045151296,1.0262436118253355,-0.1453147518779706,-0.095918057071594,0.0254653858257634,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-06,81.87999725341797,83.47000122070312,81.51000213623047,81.54000091552734,81.54000091552734,803700,GWRE,0.891954899930396,0.9515574621868256,1.1382143305926835,1.0311845275729687,-0.1392296276425727,-0.0845534670156188,0.0324860462565768,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-07,81.5999984741211,82.08000183105469,79.05999755859375,80.08000183105469,80.08000183105469,681000,GWRE,0.909965048456372,0.9647852194012984,1.1672077807627603,1.0414917955670933,-0.1315267471107212,-0.0811245906263676,0.0553814216676902,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-08,80.0,81.16999816894531,79.68000030517578,80.81999969482422,80.81999969482422,340600,GWRE,0.9101707230432544,0.985770829866106,1.154540929360699,1.0390384642435906,-0.1288677412003361,-0.0752339332316326,0.0398876239593473,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-09,80.51000213623047,80.51000213623047,78.30000305175781,79.30999755859375,79.30999755859375,708300,GWRE,0.9281301585713572,1.0336654379085974,1.1562224154715777,1.0401272810196784,-0.1119971224483212,-0.0419094148254948,0.0435434226452542,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-10,79.0199966430664,80.4000015258789,78.73999786376953,80.30999755859375,80.30999755859375,285800,GWRE,0.9165733140092066,1.0195492434634774,1.148798467699094,1.0393664161720684,-0.1227931021628617,-0.0563440051769403,0.035460507344166,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-13,80.0,80.26000213623047,79.5999984741211,79.81999969482422,79.81999969482422,297700,GWRE,0.9190679139417292,1.034201996584455,1.159984924729265,1.0305050740272153,-0.1114371600854861,-0.0324652181818656,0.0483523638986582,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-14,79.6500015258789,80.12999725341797,79.41999816894531,79.87999725341797,79.87999725341797,243300,GWRE,0.9292689773315858,1.0212819809225016,1.167125770687785,1.043144349882203,-0.1138753725506173,-0.0436588015203207,0.053473549849534,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-15,79.2300033569336,79.5,78.58999633789062,79.30000305175781,79.30000305175781,336100,GWRE,0.9374526289661064,1.007440054415957,1.1841109446690932,1.0570826794517585,-0.1196300504856521,-0.0605096638576401,0.0734828452384452,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-16,79.75,81.45999908447266,79.63999938964844,81.18000030517578,81.18000030517578,533400,GWRE,0.903054906171511,1.0,1.148065984206458,1.0412088647392546,-0.1381539585677436,-0.0704792123376181,0.0358512734433098,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
2017-11-17,81.18000030517578,81.81999969482422,81.01000213623047,81.48999786376953,81.48999786376953,513400,GWRE,0.9051417851248242,1.0136213110743628,1.1392808782876076,1.0392013474275237,-0.1340595623026994,-0.0616997366046025,0.0393415063699318,71315000.0,828415000.0,190371000.0,888530000.0,,106069000.0,1078901000.0,8000.0,,65903000.0,22004000.0,141851000.0,-5796000.0,46834000.0,263176000.0,168367000.0,37430000.0,-5796000.0,14376000.0,679240000.0,125285000.0,675364000.0,310027000.0,79433000.0,,13416000.0,80918000.0,42864000.0,-113342000.0,13031000.0,4287000.0,5563000.0,18072000.0,39594000.0,1146000.0,138759000.0,18725000.0,-9750000.0,64561000.0,-5886000.0,387239000.0,7468000.0
