,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Intangible Assets,233819000.0,271903000.0,372644000.0,286215000.0
1,Capital Surplus,1165850000.0,1150006000.0,1135934000.0,1114167000.0
2,Total Liab,11904959000.0,11534403000.0,12408079000.0,11461327000.0
3,Total Stockholder Equity,5089319000.0,4811919000.0,5324990000.0,4949255000.0
4,Minority Interest,59633000.0,54474000.0,51376000.0,48685000.0
5,Total Assets,17053911000.0,16400796000.0,17784445000.0,16459267000.0
6,Common Stock,125424000.0,125424000.0,125424000.0,125424000.0
7,Other Current Assets,286633000.0,266249000.0,274832000.0,256028000.0
8,Retained Earnings,6679751000.0,6131248000.0,6335335000.0,5596786000.0
9,Other Liab,415566000.0,372869000.0,377947000.0,572822000.0
10,Good Will,2115469000.0,2061322000.0,2624690000.0,2470047000.0
11,Treasury Stock,-2881706000.0,-2594759000.0,-2271703000.0,-1887122000.0
12,Other Assets,342607000.0,328730000.0,232373000.0,309283000.0
13,Cash,373615000.0,300103000.0,509327000.0,730083000.0
14,Total Current Liabilities,9130883000.0,8258159000.0,8790428000.0,7955311000.0
15,Short Long Term Debt,130836000.0,209322000.0,,299857000.0
16,Other Stockholder Equity,-104885000.0,-262211000.0,-299449000.0,-124883000.0
17,Property Plant Equipment,1105714000.0,1081063000.0,824700000.0,838475000.0
18,Total Current Assets,13152899000.0,12526159000.0,13608300000.0,12414217000.0
19,Long Term Investments,103403000.0,131619000.0,121738000.0,141030000.0
20,Net Tangible Assets,2740031000.0,2478694000.0,2327656000.0,2192993000.0
21,Net Receivables,9205343000.0,8482687000.0,8945463000.0,8125588000.0
22,Long Term Debt,2097940000.0,2651703000.0,3239704000.0,2933194000.0
23,Inventory,3287308000.0,3477120000.0,3878678000.0,3302518000.0
24,Accounts Payable,7937889000.0,7046221000.0,7631879000.0,6756830000.0
25,Other Current Liab,,,2384000.0,11757000.0
0,Change To Liabilities,760883000.0,-521575000.0,936423000.0,816602000.0
1,Total Cashflows From Investing Activities,-138794000.0,-173583000.0,-462965000.0,-188758000.0
2,Net Borrowings,-715880000.0,-518930000.0,198827000.0,433760000.0
3,Total Cash From Financing Activities,-1227097000.0,-906369000.0,-36833000.0,256746000.0
4,Change To Operating Activities,48059000.0,-64312000.0,-23947000.0,16062000.0
5,Issuance Of Stock,21037000.0,16911000.0,8819000.0,22195000.0
6,Net Income,584438000.0,-204087000.0,716195000.0,402176000.0
7,Change In Cash,73512000.0,-209224000.0,-220756000.0,195763000.0
8,Repurchase Of Stock,-483735000.0,-404203000.0,-243305000.0,-174239000.0
9,Effect Of Exchange Rate,79560000.0,12733000.0,6352000.0,3218000.0
10,Total Cash From Operating Activities,1359843000.0,857995000.0,272690000.0,124557000.0
11,Depreciation,189058000.0,189790000.0,186384000.0,153599000.0
12,Other Cashflows From Investing Activities,-14496000.0,-9682000.0,-13500000.0,-5614000.0
13,Change To Inventory,244325000.0,383058000.0,-618875000.0,-379835000.0
14,Change To Account Receivables,-541427000.0,338849000.0,-1007308000.0,-1079094000.0
15,Other Cashflows From Financing Activities,-48519000.0,-147000.0,-1174000.0,-24970000.0
16,Change To Netincome,74507000.0,736272000.0,83818000.0,195047000.0
17,Capital Expenditures,-123585000.0,-143191000.0,-135336000.0,-203949000.0
