,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,4317000.0,4864000.0,5352000.0,5662000.0
Capital Surplus,6234456000.0,6223256000.0,6214149000.0,5797384000.0
Total Liab,3200521000.0,3121195000.0,3145924000.0,3241965000.0
Total Stockholder Equity,5806101000.0,5788740000.0,5768655000.0,5345207000.0
Minority Interest,679725000.0,683336000.0,685430000.0,684248000.0
Other Current Liab,159898000.0,175971000.0,130429000.0,127888000.0
Total Assets,9686701000.0,9593625000.0,9600363000.0,9271774000.0
Common Stock,3172000.0,3166000.0,3162000.0,3011000.0
Other Current Assets,503300000.0,450670000.0,413053000.0,420533000.0
Retained Earnings,-445103000.0,-443522000.0,-454697000.0,-461435000.0
Good Will,120279000.0,120279000.0,120279000.0,120279000.0
Treasury Stock,13576000.0,5840000.0,6041000.0,6247000.0
Other Assets,173535000.0,181156000.0,195225000.0,217736000.0
Cash,75237000.0,137060000.0,315808000.0,32010000.0
Total Current Liabilities,368355000.0,286721000.0,324732000.0,287036000.0
Other Stockholder Equity,13576000.0,5840000.0,6041000.0,6247000.0
Property Plant Equipment,8599831000.0,8503758000.0,8367657000.0,8312181000.0
Total Current Assets,662996000.0,664793000.0,811203000.0,520271000.0
Long Term Investments,125743000.0,118775000.0,100647000.0,95645000.0
Net Tangible Assets,5681505000.0,5663597000.0,5643024000.0,5219266000.0
Net Receivables,84459000.0,77063000.0,82342000.0,67728000.0
Long Term Debt,2812877000.0,2817412000.0,2821192000.0,2954929000.0
Accounts Payable,194000.0,432000.0,1598000.0,1484000.0
