,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,-57549000.0,14059000.0,5092000.0,99195000.0
Total Cashflows From Investing Activities,-68073000.0,-162668000.0,-49705000.0,-1221335000.0
Net Borrowings,305500000.0,-9200000.0,-488800000.0,1190000000.0
Total Cash From Financing Activities,121625000.0,-8766000.0,-180872000.0,1168947000.0
Change To Operating Activities,12478000.0,24168000.0,5376000.0,-10919000.0
Issuance Of Stock,5232000.0,6948000.0,358982000.0,9774000.0
Net Income,133892000.0,50201000.0,60801000.0,64743000.0
Change In Cash,271255000.0,60073000.0,-36097000.0,72880000.0
Repurchase Of Stock,-105075000.0,-6514000.0,-7821000.0,-7123000.0
Effect Of Exchange Rate,13871000.0,74000.0,-5203000.0,10724000.0
Total Cash From Operating Activities,203832000.0,231433000.0,199683000.0,114544000.0
Depreciation,116031000.0,109462000.0,110730000.0,88945000.0
Other Cashflows From Investing Activities,-7840000.0,2336000.0,910000.0,483000.0
Change To Inventory,-48348000.0,-43308000.0,8300000.0,99000.0
Change To Account Receivables,52105000.0,-9428000.0,-17021000.0,-89698000.0
Other Cashflows From Financing Activities,-84032000.0,-84032000.0,-43233000.0,-23704000.0
Change To Netincome,-32268000.0,80889000.0,20135000.0,-40543000.0
Capital Expenditures,-38890000.0,-69537000.0,-77741000.0,-43503000.0
Investments,,,,16951000.0
