,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,12911000.0,14366000.0,10177000.0,21582000.0
Total Cashflows From Investing Activities,-7917000.0,-117566000.0,-35921000.0,-6718000.0
Net Borrowings,-98400000.0,-1600000.0,20200000.0,-28900000.0
Total Cash From Financing Activities,-97475000.0,-3015000.0,21222000.0,-33049000.0
Change To Operating Activities,-695000.0,-2817000.0,7892000.0,-343000.0
Issuance Of Stock,1381000.0,2222000.0,1411000.0,223000.0
Net Income,35068000.0,45394000.0,92744000.0,32337000.0
Change In Cash,-11562000.0,-61190000.0,73887000.0,35298000.0
Repurchase Of Stock,-207000.0,-3637000.0,-389000.0,-289000.0
Effect Of Exchange Rate,2540000.0,-9690000.0,8324000.0,5426000.0
Total Cash From Operating Activities,91290000.0,69081000.0,80262000.0,69639000.0
Depreciation,29754000.0,29214000.0,26178000.0,31027000.0
Change To Inventory,5225000.0,-2332000.0,-2817000.0,1510000.0
Change To Account Receivables,-5954000.0,16756000.0,-5758000.0,-37430000.0
Other Cashflows From Financing Activities,-249000.0,-249000.0,-249000.0,-4083000.0
Change To Netincome,13133000.0,-33221000.0,-54071000.0,11713000.0
Capital Expenditures,-6634000.0,-6675000.0,-8427000.0,-6727000.0
Other Cashflows From Investing Activities,,,-7840000.0,-7840000.0
