,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,16027000.0,10149000.0,10455000.0,2361000.0
Total Cashflows From Investing Activities,-74900000.0,-26164000.0,-23242000.0,-8115000.0
Net Borrowings,-6070000.0,-55000.0,25897000.0,11779000.0
Total Cash From Financing Activities,-1762000.0,294876000.0,76199000.0,55425000.0
Change To Operating Activities,-13858000.0,402000.0,4401000.0,-282000.0
Issuance Of Stock,9007000.0,294931000.0,2322000.0,379000.0
Net Income,-52752000.0,-12443000.0,-29886000.0,-30384000.0
Change In Cash,-116861000.0,221717000.0,15236000.0,22037000.0
Repurchase Of Stock,-2275000.0,-2275000.0,-514000.0,-514000.0
Effect Of Exchange Rate,-204000.0,-204000.0,-204000.0,-204000.0
Total Cash From Operating Activities,-39995000.0,-46995000.0,-37721000.0,-25273000.0
Depreciation,13299000.0,8106000.0,4921000.0,3181000.0
Other Cashflows From Investing Activities,-33000.0,-545000.0,-59000.0,-207000.0
Change To Inventory,-38863000.0,-51339000.0,-22113000.0,-1959000.0
Change To Account Receivables,4516000.0,-27454000.0,-9045000.0,-2702000.0
Other Cashflows From Financing Activities,-2424000.0,-2424000.0,-2852000.0,-2852000.0
Change To Netincome,31380000.0,25403000.0,3437000.0,4475000.0
Capital Expenditures,-75466000.0,-25918000.0,-23250000.0,-7908000.0
