Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,Capital Surplus,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Retained Earnings,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Net Receivables,Inventory,Accounts Payable,Other Current Assets,Other Liab,Short Long Term Debt,Long Term Debt,Other Current Liab,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2019-05-16,90.0999984741211,96.78500366210938,89.51000213623047,92.91999816894533,92.91999816894533,13900300,BYND,1.8283469945916029,1.6570168344252212,0.8461042218666069,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-05-17,92.45999908447266,96.68000030517578,85.70999908447266,89.3499984741211,89.3499984741211,10724100,BYND,1.8945719269186816,1.7006155516863524,0.8655847527550995,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-05-20,88.9000015258789,90.95999908447266,83.12999725341797,86.08999633789062,86.08999633789062,5189700,BYND,1.91857364612582,1.753862375606922,0.8976652580630181,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-05-21,88.02999877929688,88.75,76.76000213623047,77.5,77.5,9065100,BYND,1.9887742565524196,1.89483878843246,1.0249032297442036,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-05-22,77.37999725341797,81.73999786376953,77.0,77.62999725341797,77.62999725341797,3898400,BYND,1.8161794471396355,1.9983255232690644,1.051913004653803,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-05-23,79.4000015258789,83.80000305175781,78.12300109863281,82.0999984741211,82.0999984741211,4331300,BYND,1.8343484640987728,1.9125457635904284,1.0104750380796006,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-05-24,83.91999816894531,85.5,79.51000213623047,79.66999816894531,79.66999816894531,2909500,BYND,2.014309017394867,2.012175238395841,0.9949792703015924,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-05-28,83.9800033569336,88.83000183105469,83.69999694824219,86.0,86.0,6604000,BYND,1.8943023681640625,1.924185996831849,0.8855814379315043,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-05-29,90.05000305175781,97.6500015258789,87.31999969482422,97.5,97.5,8372000,BYND,1.6479999248798076,1.7192821013621795,0.7578461475861378,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-05-30,101.89700317382812,105.25,94.02999877929688,98.58999633789062,98.58999633789062,12359800,BYND,1.5476215386815502,1.654833146938476,0.7471346627264248,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-05-31,100.0,104.5500030517578,97.26000213623048,104.12000274658205,104.12000274658205,7733900,BYND,1.437860187904977,1.572032158644506,0.7320399463128635,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-03,104.13999938964844,108.66999816894533,95.66200256347656,96.16000366210938,96.16000366210938,8027700,BYND,1.575499108052724,1.673980814168077,0.7700707178834715,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-04,101.25,103.5,97.81999969482422,103.41000366210938,103.41000366210938,5484900,BYND,1.4759694369756404,1.4987912194606583,0.7218837528504173,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-05,105.5,105.5,99.63999938964844,102.5999984741211,102.5999984741211,4283500,BYND,1.5269980555454137,1.4574074171844456,0.7397661077453451,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-06,102.0,102.25,98.8499984741211,99.5,99.5,6484000,BYND,1.5861307268765703,1.476381848205873,0.7560804357480764,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-07,130.0,149.4600067138672,120.76000213623048,138.64999389648438,138.64999389648438,23916700,BYND,1.1793004089773849,1.0949152848281738,0.5410746480023366,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-10,155.6999969482422,186.42999267578125,147.0,168.10000610351562,168.10000610351562,24986000,BYND,1.0362878680740213,0.9099345696613166,0.4378345972741867,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-11,145.25,150.0,125.2300033569336,126.04000091552734,126.04000091552734,15516000,BYND,1.3234687110990315,1.2375435940537454,0.6056014065107113,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-12,133.99000549316406,150.4499969482422,131.56300354003906,141.97000122070312,141.97000122070312,16918600,BYND,1.1729942758851806,1.1197436067748725,0.5444812452427122,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-13,141.52000427246094,146.4499969482422,134.25,141.38999938964844,141.38999938964844,9474600,BYND,1.220666221677107,1.1338142602066557,0.5471391254282395,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-14,142.00999450683594,157.89999389648438,141.8000030517578,151.47999572753906,151.47999572753906,14964600,BYND,1.119883840601455,1.0165699091392877,0.5072616748425292,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-17,163.17999267578125,171.19000244140625,160.61099243164062,169.9600067138672,169.9600067138672,14626700,BYND,1.0022357590551474,0.9115085434761004,0.4574017109486655,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-18,200.0,201.8800048828125,160.6999969482422,169.88999938964844,169.88999938964844,23966900,BYND,1.0406144794942227,0.9138854262442012,0.4575313652138947,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-19,171.3699951171875,174.4499969482422,162.25,169.27999877929688,169.27999877929688,9452000,BYND,1.1472117104716866,0.875590750765238,0.4513232636862631,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-20,173.0,174.0,163.3000030517578,165.1699981689453,165.1699981689453,6660500,BYND,1.1835078882037096,0.865714155587177,0.4579524140472504,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-21,153.5399932861328,161.7899932861328,150.0,154.1300048828125,154.1300048828125,7474600,BYND,1.3165509098843449,0.8974242713440881,0.4810873884176954,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-24,151.8800048828125,152.6999969482422,138.0,140.99000549316406,140.99000549316406,6538500,BYND,1.5806794235578423,1.0946874978693,0.5362082100052588,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-25,138.5,150.69000244140625,138.34300231933594,150.60000610351562,150.60000610351562,6632500,BYND,1.559760852433331,1.007038496119749,0.5022576117138862,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-26,160.10000610351562,162.25,153.02000427246094,160.47999572753906,160.47999572753906,6378600,BYND,1.384160087216989,0.9260967040995732,0.4699028269550775,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-27,157.30999755859375,164.7899932861328,155.4499969482422,162.91000366210938,162.91000366210938,5731400,BYND,1.195506660909458,0.8987784351944041,0.4578601354192912,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-06-28,165.3000030517578,168.8000030517578,159.5500030517578,160.67999267578125,160.67999267578125,7315300,BYND,1.222989814938268,0.891834762159265,0.5220936221905423,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
2019-07-01,161.49000549316406,162.4499969482422,152.0,152.5800018310547,152.5800018310547,4438900,BYND,1.153755349151551,0.9532048806923318,0.5340149585733582,7921000.0,55959000.0,-121750000.0,133749000.0,1000.0,-129672000.0,,396000.0,54271000.0,25167000.0,,30527000.0,102826000.0,-121750000.0,12626000.0,30257000.0,17247000.0,1000000.0,328000.0,,30388000.0,1918000.0,10455000.0,-23242000.0,25897000.0,76199000.0,4401000.0,2322000.0,-29886000.0,15236000.0,-514000.0,-204000.0,-37721000.0,4921000.0,-59000.0,-22113000.0,-9045000.0,-2852000.0,3437000.0,-23250000.0
