Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Long Term Debt,Inventory,Accounts Payable,Short Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-09-29,94.79000091552734,96.62000274658205,94.63999938964844,94.91999816894533,84.65686798095703,540900,CFR,1.037716071662726,1.0041252164603112,1.1191025351597337,1.0206479989635429,0.0170680726991832,-0.0861351722621348,0.0298093361685307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-02,94.73999786376952,96.2699966430664,94.4000015258789,96.23999786376952,85.83414459228516,317400,CFR,1.025976731781378,1.000385762244418,1.1242417527543114,1.012478214064533,0.0134985177168449,-0.0883217935169815,0.0351108742773775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,96.33999633789062,96.33999633789062,94.7300033569336,95.26000213623048,84.9601058959961,367600,CFR,1.0391560944696747,1.0095158977400192,1.1145774505156345,1.0113391723313174,0.0278169221383572,-0.0804474772648828,0.0327768082950623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-04,94.4499969482422,95.08000183105467,93.97000122070312,94.11000061035156,83.93445587158203,202600,CFR,1.039846903914636,1.038952204239857,1.1328174077306306,1.0126829906128405,0.0271639133017955,-0.0495314827817094,0.0428580411339665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-05,94.22000122070312,95.13999938964844,93.83999633789062,94.88999938964844,84.63011932373047,240100,CFR,1.0306670937366662,1.052035949245261,1.1084800469933258,1.0121464877707815,0.0185206059658846,-0.0307645264378517,0.0105582982220666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-06,95.13999938964844,95.7300033569336,94.51000213623048,94.88999938964844,84.63011932373047,228200,CFR,1.002845490599667,1.0719635787300028,1.106455370989717,1.0081446760609294,-0.0052991854612622,-0.0229796440970333,0.0058823045539533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,95.1500015258789,95.4000015258789,94.4800033569336,94.91000366210938,84.64795684814453,121200,CFR,0.9899905155278824,1.069300188725042,1.1378651798917654,1.0143616235707735,-0.0243711080428911,-0.0344152362276106,0.0393830337150684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,95.63999938964844,96.8499984741211,95.16000366210938,96.75,86.28901672363281,401700,CFR,0.9620670032751332,1.045845234964864,1.1265721161506106,1.008797349947511,-0.0467303466723777,-0.0470054411790816,0.037274803456655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-11,96.26000213623048,96.68000030517578,95.37000274658205,96.08999633789062,85.70037078857422,432400,CFR,0.9714851500309049,1.0599373146018412,1.145254140976179,1.0091988628593096,-0.0377137128284047,-0.0412948931408652,0.0571570907831853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-12,96.33000183105467,96.79000091552734,95.48999786376952,96.05999755859376,85.67361450195312,325300,CFR,0.9910472605333208,1.0486458240199932,1.1519280795824394,1.0112728774332036,-0.0202256168998827,-0.0500391018033594,0.0758929786173099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,95.73999786376952,97.12999725341795,94.97000122070312,96.12000274658205,85.72711944580078,344700,CFR,0.9879317487546084,1.0622225485419072,1.152787118678761,1.0098252549340063,-0.0218935061793981,-0.0460269498453678,0.075896514835144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,96.54000091552734,97.2300033569336,96.12999725341795,97.12000274658205,86.61901092529297,240600,CFR,0.9755970210318086,1.056463448996052,1.1757964867919333,1.0047827275420922,-0.0291857065102836,-0.0585983161456555,0.0902024894317268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
