,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,1276271000.0,-519184000.0,-863957000.0,545486000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-1631047000.0,-1386750000.0,-1913320000.0,-670595000.0
Net Borrowings,421655000.0,327794000.0,219724000.0,169266000.0
Total Cash From Financing Activities,7607476000.0,585062000.0,253664000.0,1044118000.0
Change To Operating Activities,51079000.0,1743000.0,-24253000.0,71172000.0
Issuance Of Stock,12557000.0,20770000.0,31647000.0,67746000.0
Net Income,331151000.0,443599000.0,454918000.0,364149000.0
Change In Cash,6500672000.0,-167598000.0,-1097268000.0,911602000.0
Repurchase Of Stock,-15785000.0,-68793000.0,-101010000.0,-101473000.0
Total Cash From Operating Activities,524243000.0,634090000.0,562388000.0,538079000.0
Depreciation,64370000.0,54091000.0,50172000.0,47812000.0
Other Cashflows From Investing Activities,976000.0,663000.0,3750000.0,1114000.0
Dividends Paid,-182600000.0,-185069000.0,-173512000.0,-152235000.0
Other Cashflows From Financing Activities,7376197000.0,490360000.0,276815000.0,1060814000.0
Change To Netincome,236065000.0,150439000.0,170107000.0,113967000.0
Capital Expenditures,-95422000.0,-206716000.0,-79270000.0,-34089000.0
