,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,2800000.0,31000.0,156000.0,673000.0
Capital Surplus,1236993000.0,1027179000.0,82345000.0,48907000.0
Total Liab,563711000.0,104996000.0,80364000.0,41431000.0
Total Stockholder Equity,816940000.0,725828000.0,-113505000.0,-59834000.0
Deferred Long Term Liab,44176000.0,25184000.0,15940000.0,10765000.0
Other Current Liab,68246000.0,38856000.0,21369000.0,14998000.0
Total Assets,1380651000.0,830824000.0,298380000.0,163143000.0
Common Stock,304000.0,294000.0,85000.0,79000.0
Other Current Assets,12886000.0,3308000.0,1157000.0,
Retained Earnings,-420520000.0,-301706000.0,-195878000.0,-108714000.0
Other Liab,11750000.0,10607000.0,8542000.0,3700000.0
Good Will,17167000.0,4083000.0,4083000.0,4083000.0
Treasury Stock,163000.0,61000.0,-57000.0,-106000.0
Other Assets,64324000.0,35603000.0,24243000.0,14989000.0
Cash,108895000.0,138976000.0,25055000.0,24444000.0
Total Current Liabilities,141377000.0,83883000.0,61379000.0,27163000.0
Other Stockholder Equity,163000.0,61000.0,-57000.0,-106000.0
Property Plant Equipment,166406000.0,101235000.0,73161000.0,51374000.0
Total Current Assets,1129954000.0,689872000.0,196737000.0,92024000.0
Net Tangible Assets,796973000.0,721714000.0,-117744000.0,-64590000.0
Short Term Investments,927447000.0,500745000.0,138237000.0,48963000.0
Net Receivables,67037000.0,35930000.0,26707000.0,15186000.0
Long Term Debt,383275000.0,,,255000.0
Accounts Payable,14485000.0,11463000.0,14285000.0,4725000.0
Short Long Term Debt,,,255000.0,356000.0
