Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2019-09-27,19.40999984741211,19.731000900268555,18.0,18.239999771118164,18.239999771118164,3289700,NET,0.8618421307175886,0.9336623300627114,1.2499999738576115,1.0279220586600373,-0.1660799279424486,-0.1643317757340985,0.4230787703925727,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-09-30,18.25,18.729999542236328,17.510000228881836,18.56999969482422,18.56999969482422,2313000,NET,0.9009154451897632,0.924609604656026,1.2299407931037174,1.0229391089257944,-0.1220236637360312,-0.1618548803948728,0.3705335648568976,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-01,18.71999931335449,18.71999931335449,16.6200008392334,16.84000015258789,16.84000015258789,2619200,NET,1.0,1.050475081577663,1.2577197216902007,1.0331074467465924,-0.0331074467465923,-0.0561216570589979,0.3608866656225916,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-02,16.489999771118164,17.299999237060547,15.510000228881836,17.25,17.25,3317500,NET,0.975652169490206,1.024347830509794,1.369275410970052,1.0645124703401363,-0.0888603008499305,-0.0994590949525064,0.4763575808996967,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-03,17.020000457763672,17.3799991607666,16.520000457763672,16.780000686645508,16.780000686645508,2462400,NET,1.035160913494923,1.0595947532228565,1.3653157872422024,1.0604946631589245,-0.0253337496640013,-0.0579839945083526,0.4564204086362874,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-04,17.1200008392334,17.450000762939453,16.600000381469727,17.270000457763672,17.270000457763672,1575900,NET,0.9901563363180156,0.9855240304937216,1.3833236106782365,1.0487397601702302,-0.0585834238522146,-0.1238895455410726,0.5125903354865885,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-07,17.270000457763672,17.600000381469727,16.910999298095703,17.040000915527344,17.040000915527344,1427100,NET,0.9518778428335856,1.025821514264594,1.4917839618852662,1.0501054432696155,-0.0982276004360299,-0.0842790255563048,0.6188646968688506,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-08,16.760000228881836,17.700000762939453,16.549999237060547,17.190000534057617,17.190000534057617,1310500,NET,0.9243746276703574,1.0680628295488348,1.4444443951302803,1.0730029298493442,-0.1486283021789868,-0.073088136275319,0.5214652950182107,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-09,17.459999084472656,17.540000915527344,16.920000076293945,17.34000015258789,17.34000015258789,832600,NET,0.9296424854314423,1.0784314070578938,1.5098039258822369,1.0691769327565497,-0.1395344473251073,-0.055915664941744,0.6059137080065119,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-10,17.260000228881836,17.260000228881836,16.25,16.329999923706055,16.329999923706055,1885900,NET,0.99387627789731,1.1543172363464265,1.466013511690482,1.062308334970296,-0.0684320570729859,0.0241824921518096,0.5938391896780025,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-11,16.31999969482422,16.610000610351562,16.110000610351562,16.469999313354492,16.469999313354492,1456200,NET,0.981177930852066,1.1511839632621708,1.4942320362088206,1.046331019445505,-0.0651530885934393,0.0282074527004414,0.6190592759475517,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-14,16.5,16.5,15.68000030517578,15.6899995803833,15.6899995803833,1292100,NET,1.0363289141964789,1.1854685072601727,1.5124283095523583,1.0486679415024387,-0.0123390273059598,0.0587760869238784,0.6318251102272394,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-15,15.68000030517578,16.43000030517578,15.68000030517578,16.360000610351562,16.360000610351562,885300,NET,1.0189486219056885,1.100244457730078,1.4229828739685628,1.0411449978382394,-0.0221963759325509,-0.012596929265173,0.5363146217528377,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-16,16.309999465942383,16.43000030517578,15.829999923706056,15.850000381469728,15.850000381469728,1117300,NET,1.0561513796989517,1.1388011862865848,1.5438484999635975,1.0521863086694416,0.00396507102951,0.0227746294231363,0.6265212801440458,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-17,15.880000114440918,16.350000381469727,15.829999923706056,15.90999984741211,15.90999984741211,938700,NET,1.0615964520198116,1.1420490415183406,1.475172818255688,1.045139526059733,0.0164569259600786,0.0306814120137912,0.5598560695228442,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-18,15.93000030517578,16.170000076293945,15.25,15.289999961853027,15.289999961853027,835500,NET,1.0660561986741246,1.162197547553825,1.5552649277942547,1.0489642593361574,0.0170919393379671,0.0588180573543883,0.6072717606741749,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-21,15.369999885559082,15.6899995803833,14.5,14.970000267028809,14.970000267028809,1125000,NET,1.13026050597741,1.1903807199036922,1.5738142315089274,1.0401557689402523,0.0901047370371577,0.1100545410202702,0.653768335087792,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-22,15.039999961853027,15.130000114440918,14.520000457763672,14.619999885559082,14.619999885559082,1207100,NET,1.1874145517264278,1.2366621111648972,1.5622435247176794,1.0392857492778664,0.1481288024485614,0.1415443547310455,0.6674342499570978,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-23,14.630000114440918,15.239999771118164,14.630000114440918,14.729999542236328,14.729999542236328,894500,NET,1.2063816028514152,1.1941616224868772,1.6069246987023555,1.040533347199015,0.1658482556524001,0.1039489378866092,0.7094748430776765,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-24,14.850000381469728,15.93000030517578,14.800000190734863,15.84000015258789,15.84000015258789,1116400,NET,1.1407827980274354,1.156565626158227,1.5473484843923735,1.0483311387448295,0.0924516592826059,0.0682179796813551,0.6457020241595759,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-25,15.789999961853027,16.299999237060547,15.6899995803833,16.170000076293945,16.170000076293945,1023400,NET,1.1620284988788872,1.1045145656205189,1.5429808685973627,1.0472237990930433,0.1148046997858438,0.0399724203121174,0.6483452940714726,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-28,16.299999237060547,16.40999984741211,15.800000190734863,16.030000686645508,16.030000686645508,1184700,NET,1.2233312395730915,1.103555818858763,1.841547048862986,1.0479818360763853,0.1753494034967062,0.0337585392264019,0.9342764175331396,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-29,16.1200008392334,16.239999771118164,15.579999923706056,15.720000267028809,15.720000267028809,752700,NET,1.2391857004667968,1.1405852417688718,1.6704834467439336,1.0403561361801832,0.1988295642866135,0.0557799528937137,0.7391294745695457,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-30,15.75,16.770000457763672,15.729999542236328,16.729999542236328,16.729999542236328,1092500,NET,1.1320980903939628,1.075911565601508,1.6808130070919625,1.028957528147249,0.1031405622467138,-0.0173716837454676,0.7521101003456246,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
2019-10-31,16.75,16.969999313354492,16.31999969482422,16.84000015258789,16.84000015258789,918100,NET,1.1252969472228482,1.055225670828326,1.7096199913693608,1.028953970896263,0.0963429763265852,-0.044536428228775,0.7953795292768427,156000.0,82345000.0,80364000.0,-113505000.0,15940000.0,21369000.0,298380000.0,85000.0,1157000.0,-195878000.0,8542000.0,4083000.0,-57000.0,24243000.0,25055000.0,61379000.0,-57000.0,73161000.0,196737000.0,-117744000.0,138237000.0,26707000.0,,14285000.0,255000.0,-86020000.0,9289000.0,-120795000.0,-226000.0,168621000.0,-8279000.0,18937000.0,-87164000.0,4545000.0,-65000.0,-43281000.0,15105000.0,64000.0,-12600000.0,-25000.0,29508000.0,-25466000.0
