Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-02-11,18.40999984741211,19.229999542236328,18.36000061035156,18.3700008392334,18.3700008392334,1455900,NET,1.0375611646808056,1.6053346991762476,2.13881323465236,0.7577791944221275,0.2797819702586781,0.7942625438965053,1.1278179569003388,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-12,18.549999237060547,18.60300064086914,17.549999237060547,17.81999969482422,17.81999969482422,1429900,NET,0.8933782462924438,1.5751964183802478,2.262065211201938,0.6556544781362726,0.2377237681561711,0.7318939569014383,1.260952330800745,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-13,17.75,18.209999084472656,17.719999313354492,18.06999969482422,18.06999969482422,1715500,NET,1.0343110597512066,1.5517432976802334,2.153846088890259,0.6877233932900451,0.3465876664611615,0.718086441529417,1.1569842714599985,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-14,18.459999084472656,18.700000762939453,17.219999313354492,17.75,17.75,4739900,NET,1.1098591979120818,1.5521126330738335,2.1459155015542475,0.6328948362376976,0.4769643616743841,0.7048464085493842,1.1425752078927731,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-18,17.700000762939453,17.920000076293945,17.239999771118164,17.5,17.5,2756500,NET,1.1822857448032924,1.6022857666015624,2.2302856445312504,0.6494822674924952,0.5328034773107972,0.7574668328249745,1.2261554382053927,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-19,17.450000762939453,18.229999542236328,17.350000381469727,18.010000228881836,18.010000228881836,7996700,NET,1.2059966150651733,1.5691282548438026,2.2154359255305867,0.6212259546448674,0.5847706604203059,0.7270984606127001,1.2161258243940691,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-20,18.14999961853028,21.350000381469727,18.100000381469727,20.299999237060547,20.299999237060547,10976200,NET,1.054679835077289,1.3837439018867344,1.9571429081486635,0.6024837075005126,0.4521961275767764,0.5214722209355342,0.955486923622469,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-21,20.299999237060547,21.350000381469727,20.299999237060547,21.020000457763672,21.020000457763672,3427200,NET,1.066127467144514,1.3411037069528573,1.886298794595616,0.672994196719796,0.393133270424718,0.4520213542746791,0.8656027715322312,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-24,19.75,20.479999542236328,19.270000457763672,19.809999465942383,19.809999465942383,2941200,NET,1.093387199966879,1.4184755749125395,1.931347771478253,0.7128334632909551,0.3805537366759238,0.5094236499105089,0.885405376512084,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-25,19.90999984741211,20.440000534057617,19.0,20.290000915527344,20.290000915527344,4154000,NET,1.0645637953096334,1.432725400844009,1.9586002900598656,0.7790606018039337,0.2855031935056997,0.4901112977500645,0.8674538614137264,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-26,20.200000762939453,22.690000534057617,20.020000457763672,22.11000061035156,22.11000061035156,7309000,NET,0.9932156706586124,1.3591134512674596,1.7639076853639166,0.7616966398962702,0.2315190307623421,0.3944309550831754,0.648924041663052,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-27,20.64999961853028,22.520000457763672,20.51000022888184,21.940000534057617,21.940000534057617,5353700,NET,1.0888787059309242,1.3764813139388845,1.6513217256306008,0.8080501435920159,0.2808285623389083,0.36707805588778,0.5345118143053815,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-02-28,21.030000686645508,21.790000915527344,19.82999992370605,21.299999237060547,21.299999237060547,3931200,NET,1.1023474358338343,1.379342733010403,1.6323944461587698,0.8039945572893201,0.2983528785445142,0.3386995143884073,0.5151315685544182,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-02,21.690000534057617,22.07999992370605,20.3799991607666,22.07999992370605,22.07999992370605,3115200,NET,1.0923913461311707,1.289402147270293,1.4918477690456495,0.7365135258588363,0.3558778202723344,0.2820088478489704,0.4317727384058178,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-03,22.32999992370605,22.39999961853028,21.0,22.07999992370605,22.07999992370605,2232100,NET,1.0443840373923263,1.3197463537290357,1.5403079003192652,0.7619740946148655,0.2824099427774608,0.2605091177806835,0.4353449703534982,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-04,22.350000381469727,23.420000076293945,22.09000015258789,22.700000762939453,22.700000762939453,3042500,NET,1.0607929125279862,1.285021986603523,1.4792951851296048,0.7200387043581622,0.340754208169824,0.2401385484188543,0.4260774346839249,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-05,22.18000030517578,25.020000457763672,22.100000381469727,23.350000381469727,23.350000381469727,4730900,NET,1.012419657534946,1.2299785372229084,1.46338319531944,0.8035293557496315,0.2088903017853145,0.1698361437862823,0.3735899449851201,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-06,22.770000457763672,23.290000915527344,21.299999237060547,22.770000457763672,22.770000457763672,3489500,NET,1.0013174694200169,1.2911725528097666,1.529644318438256,0.8279168057463571,0.1734006636736598,0.2263091679780109,0.3920320997837845,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-09,21.25,22.26000022888184,20.39999961853028,20.739999771118164,20.739999771118164,2971100,NET,1.1012536357109377,1.374156235029865,1.7439729299956142,0.9535238275269462,0.1477298081839915,0.2752018065714088,0.485136779760758,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-10,21.530000686645508,21.959999084472656,19.5310001373291,21.11000061035156,21.11000061035156,2776100,NET,1.0033159494457755,1.3652296950049334,1.700615844997886,0.93751496128262,0.0658009881631556,0.2920237198502291,0.489572324484069,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-11,20.850000381469727,21.34000015258789,20.0,20.59000015258789,20.59000015258789,1768100,NET,1.1471588472166512,1.5046138568552925,1.753278203331329,0.9759973030416064,0.1711615441750448,0.3419327756959143,0.4694849586793681,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-12,19.100000381469727,19.4950008392334,17.799999237060547,19.15999984741211,19.15999984741211,2996100,NET,1.1957202520806127,1.651878907650678,1.9363256142787544,1.1183169023040096,0.0774033497766031,0.3232287874438944,0.5077561831389019,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-13,20.0,20.097000122070312,17.600000381469727,19.059999465942383,19.059999465942383,2837900,NET,1.2534102864135233,1.8782791311736529,2.0440713628606786,1.0020290023992315,0.2513812840142917,0.6558939627527685,0.7399446310439384,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-16,16.59000015258789,17.489999771118164,15.050000190734863,15.920000076293944,15.920000076293944,3015300,NET,1.5967336654819622,2.307160764209418,2.504396905830053,1.154696163181374,0.4420375023005882,0.8857350624183273,0.973198884915066,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-17,16.360000610351562,18.89999961853028,15.869999885559082,18.690000534057617,18.690000534057617,3287200,NET,1.3285178819797194,1.926163668877348,2.139111738888572,1.1570109519637126,0.1715069300160068,0.5640735307921372,0.7002826566702196,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-18,17.760000228881836,20.75,17.40999984741211,19.700000762939453,19.700000762939453,3438700,NET,1.3289339741766306,1.8781725160948268,1.95532989674951,1.2579863744882274,0.0709475996884032,0.361150817005258,0.3605462199526548,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-19,19.799999237060547,23.18000030517578,19.440000534057617,20.690000534057617,20.690000534057617,2679300,NET,1.1570807112667882,1.7109715133939845,1.9352344070565808,1.1695174739874898,-0.0124367627207016,0.2584501652035316,0.3872192269981225,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-20,20.850000381469727,22.68000030517578,20.520000457763672,21.71999931335449,21.71999931335449,2468500,NET,1.1330571541602288,1.611418098824724,1.882136388603856,1.2321109934680623,-0.0990538393078335,0.1646457612271663,0.2544206355154013,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-23,20.93000030517578,22.13999938964844,19.530000686645508,21.40999984741211,21.40999984741211,2276500,NET,1.1083605656870028,1.6814572749448864,1.89957956369912,1.2782648704797976,-0.1699043047927948,0.1770253976118914,0.2428839159666629,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-24,22.040000915527344,22.5,21.209999084472656,22.40999984741211,22.40999984741211,2577800,NET,1.0388219921979993,1.5854528791261842,1.832217833684305,1.1633792784668344,-0.1245572862688351,0.2700231996386149,0.3452397563361071,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-25,22.059999465942383,23.0,21.229999542236328,21.65999984741211,21.65999984741211,2660900,NET,1.129732201557615,1.6209603350734294,1.9404431706087264,1.1630380067850696,-0.0333058052274546,0.3246658324433868,0.4903698151572151,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-26,21.700000762939453,22.209999084472656,20.82999992370605,21.600000381469727,21.600000381469727,2290300,NET,1.0865740230953422,1.6643518577796113,1.932870336234652,1.1093241340992537,-0.0227501110039114,0.4200260180132538,0.5529495285595718,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-27,20.959999084472656,22.48500061035156,20.40999984741211,21.959999084472656,21.959999084472656,2787400,NET,1.0828780363410728,1.681694073078902,1.9517305281062949,1.195296091343066,-0.1124180550019933,0.3908363819746634,0.4887622819066908,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-30,22.100000381469727,24.09000015258789,21.209999084472656,23.88999938964844,23.88999938964844,3945300,NET,0.9861866918318528,1.5265802491608942,1.7676852499433142,1.1443490799402438,-0.158162388108391,0.2516029348223976,0.3409097020831686,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-03-31,24.15999984741211,26.280000686645508,22.809999465942383,23.479999542236328,23.479999542236328,5566200,NET,0.9727427852586968,1.6328790843296686,1.8475298941161544,1.1201491571206488,-0.1474063718619519,0.3241050001834373,0.3704620274444323,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-04-01,22.89999961853028,25.86000061035156,22.18000030517578,24.1200008392334,24.1200008392334,3667800,NET,0.9813432526002452,1.571724648771488,1.7997511748341963,1.1936280309095093,-0.212284778309264,0.201650850811951,0.2092154209045733,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
2020-04-02,23.989999771118164,23.989999771118164,22.18000030517578,23.059999465942383,23.059999465942383,2736900,NET,1.0628794794675074,1.665221266921206,2.009973961299349,1.1939662404088118,-0.1310867609413044,0.2923757263563875,0.421712019581427,31000.0,1027179000.0,104996000.0,725828000.0,25184000.0,38856000.0,830824000.0,294000.0,3308000.0,-301706000.0,10607000.0,4083000.0,61000.0,35603000.0,138976000.0,83883000.0,61000.0,101235000.0,689872000.0,721714000.0,500745000.0,35930000.0,,11463000.0,,-360406000.0,13282000.0,-417641000.0,-192000.0,570768000.0,-14465000.0,576511000.0,-105828000.0,114210000.0,-283000.0,-38917000.0,22679000.0,44000.0,-11711000.0,-5268000.0,39505000.0,-43289000.0
