,Unnamed: 0,2020-12-31,2019-12-31,2018-12-31,2017-12-31
0,Intangible Assets,344309000.0,291084000.0,254904000.0,95460000.0
1,Capital Surplus,849161000.0,770596000.0,678769000.0,609471000.0
2,Total Liab,2139268000.0,1989867000.0,1954864000.0,1825775000.0
3,Total Stockholder Equity,1850389000.0,1571916000.0,1422556000.0,1311738000.0
4,Minority Interest,396000.0,336000.0,315000.0,310000.0
5,Other Current Liab,87188000.0,86820000.0,67775000.0,45196000.0
6,Total Assets,3990053000.0,3562119000.0,3377735000.0,3137823000.0
7,Common Stock,695000.0,686000.0,673000.0,667000.0
8,Other Current Assets,5155000.0,7761000.0,5259000.0,663000.0
9,Retained Earnings,1643825000.0,1523820000.0,1371826000.0,1301147000.0
10,Other Liab,251729000.0,165863000.0,139701000.0,106881000.0
11,Good Will,898521000.0,763461000.0,712095000.0,443887000.0
12,Treasury Stock,-643292000.0,-723186000.0,-628712000.0,-599547000.0
13,Other Assets,59548000.0,47882000.0,62867000.0,51053000.0
14,Cash,300137000.0,241970000.0,261823000.0,712640000.0
15,Total Current Liabilities,780329000.0,683275000.0,689170000.0,527748000.0
16,Short Long Term Debt,61408000.0,61670000.0,60850000.0,61833000.0
17,Other Stockholder Equity,-281709000.0,-341948000.0,-310504000.0,-253302000.0
18,Property Plant Equipment,1268593000.0,1160055000.0,991613000.0,867906000.0
19,Total Current Assets,1368995000.0,1291241000.0,1330808000.0,1670073000.0
20,Long Term Investments,50087000.0,8396000.0,25448000.0,9444000.0
21,Net Tangible Assets,607559000.0,517371000.0,455557000.0,772391000.0
22,Short Term Investments,243000.0,,,
23,Net Receivables,582732000.0,574673000.0,569630000.0,510426000.0
24,Long Term Debt,1029231000.0,1059819000.0,1119468000.0,1191146000.0
25,Inventory,379379000.0,375795000.0,381110000.0,337216000.0
26,Accounts Payable,243742000.0,192739000.0,164528000.0,153862000.0
0,Investments,-39871000.0,12957000.0,-10000000.0,-5000000.0
1,Change To Liabilities,65592000.0,9997000.0,60576000.0,58245000.0
2,Total Cashflows From Investing Activities,-451978000.0,-336268000.0,-735461000.0,-224800000.0
3,Net Borrowings,-46855000.0,-111264000.0,41009000.0,290617000.0
4,Total Cash From Financing Activities,-73723000.0,-197135000.0,-14872000.0,114792000.0
5,Change To Operating Activities,-10338000.0,3635000.0,-27747000.0,-84162000.0
6,Issuance Of Stock,68555000.0,90834000.0,88156000.0,73905000.0
7,Net Income,214040000.0,242202000.0,194745000.0,220030000.0
8,Change In Cash,57997000.0,-19850000.0,-445817000.0,246353000.0
9,Effect Of Exchange Rate,13545000.0,-904000.0,-9112000.0,31632000.0
10,Total Cash From Operating Activities,570153000.0,514457000.0,313628000.0,324729000.0
11,Depreciation,220300000.0,194552000.0,171747000.0,153094000.0
12,Other Cashflows From Investing Activities,-1141000.0,-116000.0,9852000.0,-65212000.0
13,Dividends Paid,-92658000.0,-90208000.0,-82346000.0,-79944000.0
14,Change To Inventory,13722000.0,605000.0,-25183000.0,-12989000.0
15,Change To Account Receivables,13455000.0,8811000.0,-66968000.0,-44658000.0
16,Other Cashflows From Financing Activities,-2765000.0,-2765000.0,-2765000.0,-8252000.0
17,Change To Netincome,59473000.0,48997000.0,9613000.0,43922000.0
18,Capital Expenditures,-245954000.0,-242276000.0,-211252000.0,-156624000.0
19,Repurchase Of Stock,,-86497000.0,-61691000.0,-161534000.0
