,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,12459000.0,-3547000.0,-35584000.0,-3695000.0
Change To Liabilities,-2757000.0,-4466000.0,5965000.0,271000.0
Total Cashflows From Investing Activities,-67496000.0,-78180000.0,-123370000.0,-172302000.0
Total Cash From Financing Activities,-482135000.0,-386620000.0,-443720000.0,-253633000.0
Change To Operating Activities,-24730000.0,-13678000.0,7804000.0,17409000.0
Issuance Of Stock,49413000.0,60910000.0,87982000.0,53568000.0
Net Income,447286000.0,501426000.0,505868000.0,404389000.0
Change In Cash,-56820000.0,86508000.0,10287000.0,48551000.0
Repurchase Of Stock,-427001000.0,-346352000.0,-407384000.0,-248339000.0
Effect Of Exchange Rate,4129000.0,6186000.0,-11024000.0,14583000.0
Total Cash From Operating Activities,488682000.0,545122000.0,588401000.0,459903000.0
Depreciation,34872000.0,33349000.0,37770000.0,29081000.0
Other Cashflows From Investing Activities,-1388000.0,2538000.0,-8676000.0,-1805000.0
Dividends Paid,-103914000.0,-100745000.0,-94318000.0,-88862000.0
Change To Account Receivables,-45867000.0,-29801000.0,-25855000.0,-47631000.0
Other Cashflows From Financing Activities,-633000.0,-433000.0,-433000.0,-433000.0
Change To Netincome,30816000.0,10786000.0,16932000.0,9879000.0
Capital Expenditures,-54448000.0,-43097000.0,-29095000.0,-25525000.0
Net Borrowings,,,-30000000.0,30000000.0
