Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2017-10-13,85.44000244140625,85.86000061035156,84.22000122070312,84.41999816894531,79.7992172241211,775000,WLK,1.0986734188426668,1.3074456259286469,1.2732852982706633,1.0098252549340063,0.0888481639086602,0.1991961275413718,0.1963946944270462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,85.0,85.33000183105469,84.0,84.23999786376953,79.62909698486328,782100,WLK,1.0753799051368933,1.307026682105116,1.292812162713079,1.0047827275420922,0.0705971775948011,0.1919649169634083,0.2072181653528726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-17,84.41999816894531,85.0999984741211,83.62000274658203,83.6500015258789,79.0713882446289,471700,WLK,1.1080692914783754,1.3313417685855282,1.2912471916129271,1.016827126331923,0.0912421651464523,0.2103459984162119,0.2043089052981268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-18,83.6500015258789,84.04000091552734,82.62999725341797,83.0999984741211,78.55147552490234,755100,WLK,1.125270653878792,1.3403945590375352,1.292543953665435,1.016900814218988,0.108369839659804,0.2238108349402288,0.2165486092407798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-19,82.75,84.08000183105469,82.27999877929688,84.0,79.40222930908203,468400,WLK,1.1226190879977909,1.3512077789966743,1.273674264170842,1.0195478153138224,0.1030712726839684,0.2346568766574728,0.1958407228530179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-20,84.38999938964844,84.69999694824219,83.70999908447266,83.81999969482422,79.23209381103516,454600,WLK,1.126341957508583,1.3649899100722007,1.2931804567482152,1.0187296628598663,0.1076122946487165,0.2480643842946561,0.2277064475237511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-23,83.7699966430664,83.97000122070312,83.16999816894531,83.26000213623047,78.70274353027344,601100,WLK,1.1384816735147871,1.356235324590824,1.268351350161879,1.0231439317955078,0.1153377417192793,0.2419971716261419,0.1998941982962905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,83.9000015258789,86.27999877929688,83.54000091552734,85.5999984741211,80.91464233398438,1343700,WLK,1.1074772074189931,1.3005449739780064,1.250571299583505,1.023176662025299,0.0843005453936938,0.1997520901316118,0.1711904792856518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-25,85.25,85.44999694824219,83.45999908447266,84.51000213623047,79.88432312011719,839900,WLK,1.117017098736863,1.3353448389480715,1.2695521306423951,1.028738706809164,0.088278391927699,0.2271310173935059,0.1757308683570906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-26,84.93000030517578,85.12000274658203,84.12000274658203,84.8499984741211,80.2056884765625,749100,WLK,1.126124827827622,1.3109776537375677,1.2839914884064256,1.0357335667629224,0.0903912610646995,0.2066091230501263,0.1929694540855644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-27,84.8499984741211,84.91999816894531,83.61000061035156,84.56999969482422,79.94103240966797,511900,WLK,1.138741143254873,1.261041411310961,1.3523577091917365,1.0327543330408862,0.1059868102139869,0.1826224577149202,0.2562289104566668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,84.30000305175781,87.22000122070312,84.30000305175781,85.62999725341797,80.94300079345703,1001300,WLK,1.146180811455091,1.205520294766103,1.3649330058615217,1.0448229351223306,0.1013578763327605,0.1594093611936242,0.2545435134666547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,85.83999633789062,85.91999816894531,84.5199966430664,84.91000366210938,80.26241302490234,757600,WLK,1.1630997832256271,1.277238025485366,1.3849030741467212,1.0378093145840102,0.1252904686416169,0.2235816570708746,0.2773231230182977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-01,85.9000015258789,86.69000244140625,85.29000091552734,85.93000030517578,81.2265853881836,650300,WLK,1.1335481012547657,1.2470314509017066,1.3752415692961395,1.0388512590749122,0.0946968421798535,0.1924474325498568,0.2657989630370709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-02,85.80999755859375,86.25,85.26000213623047,85.62000274658203,80.93355560302734,520800,WLK,1.1519330045475529,1.1950090510828353,1.3955839312949143,1.0310647944789963,0.1208682100685565,0.1769627089628358,0.2910819200093322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,85.77999877929688,86.06999969482422,85.13999938964844,85.7699966430664,81.0753402709961,954500,WLK,1.1415052659304523,1.199579794568534,1.413396454800156,1.0262436118253355,0.1152616541051165,0.1739433890007815,0.3055861361107899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-06,85.9000015258789,86.20999908447266,84.88999938964844,86.0199966430664,81.31165313720703,1013400,WLK,1.1577615242940749,1.2376877296289877,1.4104561770989392,1.0311845275729687,0.1265769967211061,0.2015768004265432,0.3047278927628325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,87.58999633789062,91.70999908447266,87.58999633789062,91.62000274658205,86.60515594482422,1824300,WLK,1.0914813895700757,1.176804656225942,1.3291777632070303,1.0414917955670933,0.0499895940029824,0.1308948461982759,0.2173514041119602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-08,91.83000183105467,94.08000183105467,91.1999969482422,93.9499969482422,88.8075942993164,1561800,WLK,1.0735866058532209,1.1741821374206207,1.3217578340008054,1.0390384642435906,0.0345481416096302,0.1131773743228821,0.2071045285994537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-09,93.52999877929688,96.1500015258789,93.0500030517578,93.4000015258789,88.28771209716797,1196100,WLK,1.0824836781254,1.1721901060374196,1.3130924027529445,1.0401272810196784,0.0423563971057214,0.0966152533033273,0.200413409926621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10,93.33000183105467,94.4000015258789,92.43000030517578,92.98999786376952,87.90016174316406,787200,WLK,1.0940464793316695,1.1506296625800152,1.3111070413366608,1.0393664161720684,0.0546800631596011,0.0747364139395974,0.1977690809817327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-13,92.30999755859376,94.87999725341795,92.2699966430664,93.9499969482422,88.8075942993164,1028500,WLK,1.0770002961292124,1.1410059578929517,1.2881980696361546,1.0305050740272153,0.0464952221019971,0.0743387431266309,0.1765655088055477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14,93.02999877929688,93.58999633789062,91.4000015258789,92.75,87.67327880859375,1111000,WLK,1.0880172252354607,1.1723009121863162,1.280289660751344,1.043144349882203,0.0448728753532576,0.1073601297434938,0.1666374399130932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15,92.31999969482422,92.41000366210938,89.93000030517578,90.58999633789062,85.63153076171875,1345800,WLK,1.1430555842641448,1.228463806150734,1.3093726991055512,1.0570826794517585,0.0859729048123862,0.1605140878771369,0.1987445996749033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16,91.16000366210938,93.16999816894533,91.13999938964844,92.69000244140624,87.6165771484375,997000,WLK,1.112616944500561,1.2022536415629288,1.2907767970965025,1.0412088647392546,0.0714080797613063,0.1317744292253106,0.1785620863333543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17,92.8499984741211,94.16999816894533,92.4499969482422,93.51000213623048,88.39167022705078,886700,WLK,1.1096128813578632,1.204704206652475,1.2449277655255764,1.0392013474275237,0.0704115339303395,0.1293831589735095,0.1449883936079006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-20,93.56999969482422,95.13999938964844,93.3000030517578,94.3000030517578,89.13845825195312,1090500,WLK,1.1111572538360752,1.1828985113778716,1.2435649728558669,1.0381241126825425,0.0730331411535327,0.1251889507490129,0.1363970210667351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-21,95.0999984741211,95.3499984741211,94.0500030517578,94.41000366210938,89.242431640625,734800,WLK,1.1109242190257074,1.151421316446762,1.241689794740341,1.03199537924298,0.0789288397827272,0.1088197766433152,0.1361203295209363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-22,94.48999786376952,95.98999786376952,94.43000030517578,94.79000091552734,89.60163116455078,811000,WLK,1.1155635537856137,1.1332463121361789,1.2474299583669135,1.0328322263084138,0.0827313274771999,0.0987426658177992,0.1378059196709031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-24,95.3499984741211,95.51000213623048,94.11000061035156,94.58999633789062,89.61112213134766,317900,WLK,1.117242769129886,1.157170029838639,1.2627896330418715,1.032019884081241,0.0852228850486453,0.1144590078439302,0.1457645615526352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-27,94.54000091552734,94.54000091552734,93.12000274658205,94.19000244140624,89.2321548461914,726000,WLK,1.130056446580095,1.2128224769206342,1.2534475300912622,1.0369551897736955,0.0931012568063993,0.1557912401302659,0.1363800346054626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-28,94.62000274658205,95.58999633789062,93.8000030517578,95.33999633789062,90.32161712646484,1162700,WLK,1.117369612290606,1.2311905891177488,1.2387495686791594,1.020376345675996,0.09699326661461,0.1777774093643644,0.1273503186480247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-29,95.48999786376952,96.20999908447266,94.2300033569336,96.08999633789062,91.03214263916016,904700,WLK,1.1352897915773568,1.2285667711357036,1.2099661701349296,1.026253639124301,0.1090361524530558,0.1745134164804938,0.0976819066927123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,96.38999938964844,98.12000274658205,96.06999969482422,97.93000030517578,92.77531433105467,1089800,WLK,1.1041558698730274,1.1905462274365175,1.173600928797,1.0246409570196735,0.0795149128533538,0.1411210449626692,0.0627992268630648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-01,98.4800033569336,99.4000015258789,97.0199966430664,98.54000091552734,93.35319519042967,1406500,WLK,1.1071645204025176,1.219575530872451,1.1451503311133795,1.029880242563007,0.0772842778395106,0.1513352551811093,0.0359864004449888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,99.70999908447266,99.70999908447266,97.12999725341795,97.19000244140624,92.0742416381836,1099100,WLK,1.139932327148149,1.2172388863270929,1.1596113140523294,1.036157586789428,0.103774740358721,0.1466275883735341,0.0422005915972194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-05,96.87000274658205,99.38999938964844,96.43000030517578,98.41000366210938,93.23003387451172,723800,WLK,1.1344375260999586,1.2027591671155948,1.1218799220644908,1.0465343935592823,0.0879031325406762,0.1313495120903884,-0.0031452869903729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,97.75,99.0,96.87000274658205,97.69000244140624,92.54792785644533,1001800,WLK,1.1412632779580496,1.1932659997055342,1.125319506082301,1.048372731047773,0.0928905469102765,0.1241266551192108,-0.002662848998745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-07,98.11000061035156,99.56999969482422,97.38999938964844,99.37000274658205,94.1395034790039,620200,WLK,1.111603135183875,1.1647235812991483,1.0667007427555422,1.0387885930282448,0.0728145421556303,0.1077047683903742,-0.0479102600274645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-08,100.0199966430664,100.6999969482422,99.23999786376952,99.77999877929688,94.52791595458984,590300,WLK,1.1349970940187637,1.1634520619633812,1.056081361986311,1.0447156071702373,0.0902814868485264,0.1064700246720966,-0.0577445057179579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,100.27999877929688,101.66000366210938,100.05999755859376,100.63999938964844,95.34264373779295,630800,WLK,1.1321544295793364,1.1391747342969385,1.0558329921113097,1.0484619827112251,0.0836924468681112,0.0945512144622875,-0.0486181993296095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,100.8499984741211,101.54000091552734,100.4800033569336,100.87999725341795,95.57000732421876,365100,WLK,1.094369703650294,1.1409336743263427,1.073120041333002,1.0415757419863072,0.0527939616639867,0.0921464674777496,-0.0343764305964329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-13,101.22000122070312,102.20999908447266,100.86000061035156,101.51000213623048,96.16686248779295,1194800,WLK,1.0715199936405095,1.160797452839926,1.04253210864479,1.0495576207370112,0.0219623729034983,0.1119216606845368,-0.0479621028933103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-14,101.68000030517578,102.58000183105467,100.6500015258789,100.95999908447266,95.64580535888672,1042900,WLK,1.0698297696954495,1.1249456885329998,1.0452292576062177,1.0539026313731312,0.0159271383223182,0.0942191957981246,-0.0552229067054474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-15,101.70999908447266,101.7300033569336,100.55999755859376,100.69000244140624,95.3900375366211,1093900,WLK,1.0937529767943808,1.1208971025508114,1.0571025444128723,1.0520989179928428,0.0416540588015379,0.1201739049380401,-0.016732017158727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,102.08000183105467,104.08000183105467,101.8499984741211,103.31999969482422,97.88159942626952,1768700,WLK,1.063298465096597,1.1084620590750862,1.0350513818230542,1.049480051520865,0.0138184135757319,0.0925685706681014,-0.0363409940903463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-19,103.3000030517578,103.77999877929688,102.66000366210938,102.9000015258789,97.4836883544922,746100,WLK,1.0798836569181387,1.10354186796638,1.0498104384763638,1.0585213557872055,0.0213623011309329,0.098934899673996,-0.0277642749907902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,103.61000061035156,104.23999786376952,102.9499969482422,103.52999877929688,98.08053588867188,548700,WLK,1.0735052520253412,1.0452465429105982,1.0485601930114257,1.0561912314345747,0.0173140205907664,0.0431191626671407,-0.0318958629190404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,103.7300033569336,104.95999908447266,103.12000274658205,104.5500030517578,99.04684448242188,534200,WLK,1.083213811330963,1.0651393115594283,1.029786166793044,1.054691754118366,0.028522057212597,0.0511429231510267,-0.0486042748838639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-22,104.7699966430664,104.86000061035156,103.8499984741211,104.6500015258789,99.1415786743164,349700,WLK,1.0908743844117808,1.041814711168451,1.043476313585131,1.0628648969920689,0.028009487419712,0.0506768109631757,-0.0446665007737934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,104.62000274658205,105.8499984741211,104.31999969482422,105.51000213623048,99.95631408691406,403900,WLK,1.0678609139704434,1.041584328603026,1.0412492518017438,1.054562443450246,0.0132984705201972,0.040172964611334,-0.0557069858212613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,105.91000366210938,106.3499984741211,105.01000213623048,105.68000030517578,100.11737823486328,361700,WLK,1.051097554330949,1.0211371463777907,1.0591385767362147,1.0427572783556516,0.0083402759752975,0.0091894239686212,-0.0451422963554608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,106.11000061035156,106.47000122070312,105.22000122070312,106.44000244140624,100.83737182617188,353900,WLK,1.0578728566547395,1.041331377663662,1.05233050635865,1.039387058829826,0.0184857978249135,0.02558741170563,-0.0495828922194048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,106.98999786376952,107.51000213623048,105.61000061035156,106.52999877929688,100.9226303100586,468000,WLK,1.041866080703313,1.008099254535656,1.0081026563767777,1.0452598484191695,-0.0033937677158564,0.0080545158950033,-0.0936783369279918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,106.97000122070312,109.0999984741211,106.81999969482422,109.08999633789062,103.34786224365234,461400,WLK,0.9754333582041236,0.9750747286415168,0.9861937215317482,1.0173995405954512,-0.0419661823913276,-0.0184338900871362,-0.1144020884245788,777000000.0,555000000.0,6707000000.0,4874000000.0,495000000.0,,3000000.0,12076000000.0,1000000.0,4613000000.0,1613000000.0,1012000000.0,-295000000.0,412000000.0,1531000000.0,1967000000.0,7000000.0,6412000000.0,3463000000.0,,3085000000.0,1001000000.0,3127000000.0,900000000.0,600000000.0,710000000.0,-66000000.0,86000000.0,-652000000.0,21000000.0,6000000.0,66000000.0,1304000000.0,908000000.0,-106000000.0,26000000.0,1528000000.0,571000000.0,4000000.0,-103000000.0,-32000000.0,-40000000.0,88000000.0,-457000000.0,-577000000.0
2018-01-03,107.98999786376952,108.5199966430664,107.2300033569336,108.12999725341795,102.43840789794922,877800,WLK,0.9525570748130958,1.0100460221108414,1.0013537842615896,0.9765980219270426,-0.0240409471139467,0.0060972297869859,-0.0940946766239245,777000000.0,555000000.0,6707000000.0,4874000000.0,495000000.0,,3000000.0,12076000000.0,1000000.0,4613000000.0,1613000000.0,1012000000.0,-295000000.0,412000000.0,1531000000.0,1967000000.0,7000000.0,6412000000.0,3463000000.0,,3085000000.0,1001000000.0,3127000000.0,900000000.0,600000000.0,710000000.0,-66000000.0,86000000.0,-652000000.0,21000000.0,6000000.0,66000000.0,1304000000.0,908000000.0,-106000000.0,26000000.0,1528000000.0,571000000.0,4000000.0,-103000000.0,-32000000.0,-40000000.0,88000000.0,-457000000.0,-577000000.0
2018-01-04,108.58999633789062,109.11000061035156,107.95999908447266,109.0999984741211,103.35734558105467,1022600,WLK,0.9918424796641448,0.9924334481364268,0.970647926140604,0.9849127815791188,0.0069296980850259,-0.0059234881825653,-0.1189469336425934,777000000.0,555000000.0,6707000000.0,4874000000.0,495000000.0,,3000000.0,12076000000.0,1000000.0,4613000000.0,1613000000.0,1012000000.0,-295000000.0,412000000.0,1531000000.0,1967000000.0,7000000.0,6412000000.0,3463000000.0,,3085000000.0,1001000000.0,3127000000.0,900000000.0,600000000.0,710000000.0,-66000000.0,86000000.0,-652000000.0,21000000.0,6000000.0,66000000.0,1304000000.0,908000000.0,-106000000.0,26000000.0,1528000000.0,571000000.0,4000000.0,-103000000.0,-32000000.0,-40000000.0,88000000.0,-457000000.0,-577000000.0
2018-01-05,109.69000244140624,110.9800033569336,109.20999908447266,110.79000091552734,104.95840454101562,539500,WLK,0.96506903921958,0.9849813638157092,0.9758625141272425,0.9789917900086822,-0.0139227507891022,-0.0146454552659459,-0.114026856761156,777000000.0,555000000.0,6707000000.0,4874000000.0,495000000.0,,3000000.0,12076000000.0,1000000.0,4613000000.0,1613000000.0,1012000000.0,-295000000.0,412000000.0,1531000000.0,1967000000.0,7000000.0,6412000000.0,3463000000.0,,3085000000.0,1001000000.0,3127000000.0,900000000.0,600000000.0,710000000.0,-66000000.0,86000000.0,-652000000.0,21000000.0,6000000.0,66000000.0,1304000000.0,908000000.0,-106000000.0,26000000.0,1528000000.0,571000000.0,4000000.0,-103000000.0,-32000000.0,-40000000.0,88000000.0,-457000000.0,-577000000.0
2018-01-08,111.08000183105467,111.72000122070312,110.11000061035156,111.63999938964844,105.7636489868164,725700,WLK,0.9144572110403398,0.974789746234,0.9725682378401882,0.942840182406444,-0.0283829713661041,-0.0169347382403167,-0.1147817678128663,777000000.0,555000000.0,6707000000.0,4874000000.0,495000000.0,,3000000.0,12076000000.0,1000000.0,4613000000.0,1613000000.0,1012000000.0,-295000000.0,412000000.0,1531000000.0,1967000000.0,7000000.0,6412000000.0,3463000000.0,,3085000000.0,1001000000.0,3127000000.0,900000000.0,600000000.0,710000000.0,-66000000.0,86000000.0,-652000000.0,21000000.0,6000000.0,66000000.0,1304000000.0,908000000.0,-106000000.0,26000000.0,1528000000.0,571000000.0,4000000.0,-103000000.0,-32000000.0,-40000000.0,88000000.0,-457000000.0,-577000000.0
2018-01-09,111.86000061035156,113.41999816894533,111.16999816894533,111.48999786376952,105.62155151367188,734000,WLK,0.9208001457379312,0.991467873367491,0.96676473061164,0.9530778204901076,-0.0322776747521764,-0.0097563736799241,-0.1225330877392381,777000000.0,555000000.0,6707000000.0,4874000000.0,495000000.0,,3000000.0,12076000000.0,1000000.0,4613000000.0,1613000000.0,1012000000.0,-295000000.0,412000000.0,1531000000.0,1967000000.0,7000000.0,6412000000.0,3463000000.0,,3085000000.0,1001000000.0,3127000000.0,900000000.0,600000000.0,710000000.0,-66000000.0,86000000.0,-652000000.0,21000000.0,6000000.0,66000000.0,1304000000.0,908000000.0,-106000000.0,26000000.0,1528000000.0,571000000.0,4000000.0,-103000000.0,-32000000.0,-40000000.0,88000000.0,-457000000.0,-577000000.0
