,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-2000000.0,-7000000.0,-18000000.0,5000000.0
Change To Liabilities,57000000.0,75000000.0,50000000.0,9000000.0
Total Cashflows From Investing Activities,-129000000.0,-135000000.0,-143000000.0,-106000000.0
Net Borrowings,5000000.0,4000000.0,-154000000.0,-103000000.0
Total Cash From Financing Activities,-38000000.0,-34000000.0,-202000000.0,-145000000.0
Change To Operating Activities,16000000.0,-121000000.0,46000000.0,83000000.0
Net Income,522000000.0,242000000.0,113000000.0,57000000.0
Change In Cash,449000000.0,93000000.0,97000000.0,110000000.0
Effect Of Exchange Rate,-1000000.0,-3000000.0,11000000.0,4000000.0
Total Cash From Operating Activities,617000000.0,265000000.0,431000000.0,357000000.0
Depreciation,202000000.0,195000000.0,148000000.0,196000000.0
Other Cashflows From Investing Activities,2000000.0,13000000.0,-3000000.0,1000000.0
Dividends Paid,-34000000.0,-35000000.0,-35000000.0,-34000000.0
Change To Inventory,-13000000.0,-42000000.0,-79000000.0,21000000.0
Change To Account Receivables,-225000000.0,-120000000.0,90000000.0,-123000000.0
Other Cashflows From Financing Activities,-9000000.0,-3000000.0,-13000000.0,-8000000.0
Change To Netincome,58000000.0,36000000.0,15000000.0,114000000.0
Capital Expenditures,-129000000.0,-141000000.0,-122000000.0,-112000000.0
