,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,26000000.0,-862000000.0,-68000000.0,-66000000.0
Change To Liabilities,67000000.0,-89000000.0,-100000000.0,86000000.0
Total Cashflows From Investing Activities,-509000000.0,-1954000000.0,-754000000.0,-652000000.0
Net Borrowings,28000000.0,786000000.0,-1165000000.0,21000000.0
Total Cash From Financing Activities,-216000000.0,630000000.0,-1427000000.0,6000000.0
Change To Operating Activities,-13000000.0,-85000000.0,-93000000.0,66000000.0
Net Income,330000000.0,421000000.0,996000000.0,1304000000.0
Change In Cash,587000000.0,-25000000.0,-779000000.0,908000000.0
Repurchase Of Stock,-54000000.0,-30000000.0,-106000000.0,-106000000.0
Effect Of Exchange Rate,15000000.0,-2000000.0,-7000000.0,26000000.0
Total Cash From Operating Activities,1297000000.0,1301000000.0,1409000000.0,1528000000.0
Depreciation,725000000.0,658000000.0,602000000.0,571000000.0
Other Cashflows From Investing Activities,-10000000.0,9000000.0,16000000.0,4000000.0
Dividends Paid,-137000000.0,-132000000.0,-120000000.0,-103000000.0
Change To Inventory,29000000.0,112000000.0,-123000000.0,-32000000.0
Change To Account Receivables,-161000000.0,59000000.0,-58000000.0,-40000000.0
Other Cashflows From Financing Activities,-53000000.0,6000000.0,-36000000.0,88000000.0
Change To Netincome,272000000.0,170000000.0,146000000.0,-457000000.0
Capital Expenditures,-525000000.0,-787000000.0,-702000000.0,-577000000.0
