Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Intangible Assets,Deferred Long Term Liab,Other Current Assets,Long Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-12-23,166.89999389648438,183.8999938964844,151.5800018310547,161.05999755859375,161.05999755859375,10864600,AI,0.9256798621498276,0.4092264042046273,0.3724699030660446,1.0287074732832335,-0.1030276111334059,-0.7083686744255954,-0.8138597784633623,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2020-12-24,168.0,172.5,156.8699951171875,161.0,161.0,4375700,AI,0.9192546583850932,0.4279503200365149,0.3627950301081497,1.0314131762138377,-0.1121585178287444,-0.7053649025785622,-0.8225409640978947,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2020-12-28,168.67999267578125,168.79800415039062,143.1300048828125,145.8800048828125,145.8800048828125,6155200,AI,0.9569509283719748,0.4689470891988529,0.4010145190699293,1.0230201952264786,-0.0660692668545037,-0.6736128323919457,-0.7739095535828744,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2020-12-29,146.30999755859375,146.38999938964844,135.0,139.77999877929688,139.77999877929688,5189100,AI,0.9854771870294396,0.4921305016187765,0.4234511313751402,1.0446043805401628,-0.0591271935107231,-0.6628083460442709,-0.7824066975967008,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2020-12-30,141.64999389648438,151.5,141.0,146.83999633789062,146.83999633789062,4999500,AI,1.0002724635379985,0.4304004517782143,0.39165077469219,1.043669894425415,-0.0433974308874165,-0.7088338602101096,-0.8062696860469618,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2020-12-31,144.10000610351562,144.10000610351562,136.51199340820312,138.75,138.75,2315100,AI,1.0598198418144706,0.4565765655792511,0.3972612535631334,1.045383884821216,0.0144359569932546,-0.68245508087224,-0.7812659213265021,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-04,131.13999938964844,131.2050018310547,119.05999755859376,120.01000213623048,120.01000213623048,5123800,AI,1.2863094106268989,0.508540935696494,0.428630928348092,1.0757807590012936,0.2105286516256053,-0.6550837875919086,-0.76262917500449,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-05,119.5,128.1269989013672,117.5,122.16999816894533,122.16999816894533,3753300,AI,1.1999673266818482,0.4902185502763805,0.4276009041616389,1.0714255300260027,0.1285417966558455,-0.659456824072516,-0.7451770419632133,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-06,119.04000091552734,119.1999969482422,112.0500030517578,113.4000015258789,113.4000015258789,5756600,AI,1.3298060054906071,0.5556437166991902,0.4465608351697591,1.0611421164765942,0.2686638890140129,-0.566431998612387,-0.6887756119412584,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-07,117.9800033569336,137.0,115.9000015258789,133.5800018310547,133.5800018310547,6840000,AI,1.2645605319169473,0.5125018576587343,0.3833657612105778,1.048112954760671,0.2164475771562766,-0.5987629069018505,-0.7202936052088762,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-08,135.9199981689453,147.5,135.60000610351562,143.6300048828125,143.6300048828125,6305000,AI,1.124068728396751,0.4629951802498179,0.3700480381466526,1.048457502162525,0.0756112262342256,-0.6556067001857483,-0.7592734145452038,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-11,136.0,142.2570037841797,133.00999450683594,135.6199951171875,135.6199951171875,2517000,AI,1.1544020291647428,0.4924790098820971,0.3983925728105966,1.0505801982022729,0.1038218309624701,-0.629058349963002,-0.7416763930481725,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-12,138.3000030517578,138.4409942626953,127.54000091552734,133.97999572753906,133.97999572753906,3103300,AI,1.1474100659038942,0.4635020186178187,0.396178560409853,1.0463067685815588,0.1011032973223353,-0.6409824498380468,-0.7270574954192958,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-13,134.0,145.0,134.0,143.13999938964844,143.13999938964844,3183000,AI,1.0281542461679536,0.4251781533453941,0.3588095628709762,1.0474268478686666,-0.0192726017007129,-0.6690068839305695,-0.7750128700259089,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-14,145.82000732421875,151.83999633789062,137.1999969482422,138.5,138.5,3627500,AI,1.0112635202786553,0.4802166219222416,0.371841155234657,1.0370807891473377,-0.0258172688686824,-0.6217821897038098,-0.7560182840712297,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-15,142.0,142.49000549316406,132.60000610351562,134.14999389648438,134.14999389648438,1541300,AI,0.995601965227476,0.5006336691594095,0.3795005752046202,1.0379703062726533,-0.0423683410451772,-0.6058314961658313,-0.7534324206682278,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-19,136.0,137.7899932861328,126.4000015258789,126.83000183105467,126.83000183105467,2607700,AI,1.060789965652987,0.5466372374842862,0.416226446056879,1.0431767404393268,0.0176132252136602,-0.567450425959663,-0.7131762684425409,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-20,129.1199951171875,131.85000610351562,123.4800033569336,131.3800048828125,131.3800048828125,2651300,AI,0.9607245892043316,0.551758221720487,0.3932866208601041,1.0311275448261352,-0.0704029556218036,-0.5604151465350236,-0.7352605633314084,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-21,133.5,134.4499969482422,128.14999389648438,130.00999450683594,130.00999450683594,1619800,AI,0.9316207050544376,0.5454196343218899,0.3872779063264531,1.0380301751047352,-0.1064094700502975,-0.5754565498771652,-0.7439199780049346,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-22,127.0,127.98999786376952,122.81999969482422,126.56999969482422,126.56999969482422,3612500,AI,0.9680808965373447,0.5675910287675252,0.3955123765030561,1.0546006276654674,-0.0865197311281226,-0.5531060021071621,-0.7338694632719938,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-25,127.5999984741211,151.0,127.36000061035156,147.8300018310547,147.8300018310547,7563200,AI,0.7732530348557476,0.4511939127516841,0.3368734263696603,1.0270231116838735,-0.2537700768281259,-0.674311078342494,-0.8003921311704754,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-26,144.61000061035156,148.38999938964844,138.11000061035156,141.42999267578125,141.42999267578125,2951300,AI,0.7951637199209904,0.4685003575452844,0.3474510495259558,1.0299643010441049,-0.2348005811231144,-0.6533366760785393,-0.7879252249773974,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-27,139.0800018310547,160.42999267578125,134.03199768066406,149.08999633789062,149.08999633789062,4581300,AI,0.8119257228863009,0.4131061886473133,0.3314105644984496,1.0834518832758422,-0.2715261603895412,-0.7418344256349885,-0.8438471469054731,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-28,149.91000366210938,154.02999877929688,139.49000549316406,148.0,148.0,2167600,AI,0.6655405405405406,0.4003378378378378,0.3299324448044236,1.0617555757592425,-0.3962150352187017,-0.7359373909783034,-0.8343462499988477,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-01-29,146.0,147.63999938964844,136.7100067138672,139.60000610351562,139.60000610351562,1710300,AI,0.6684813439451138,0.4207736325950455,0.3631805053457132,1.0699322973380807,-0.4014509533929669,-0.7357305878759448,-0.8193731418577258,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-01,140.69000244140625,142.3000030517578,133.5800018310547,137.75,137.75,1481200,AI,0.6425408503537602,0.4090018159897488,0.3687840234995321,1.0315574884075709,-0.3890166380538107,-0.7298402896705656,-0.7978916072613143,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
