Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Net Tangible Assets,Short Term Investments,Net Receivables,Accounts Payable,Intangible Assets,Deferred Long Term Liab,Other Current Assets,Long Term Investments,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-02-02,149.0,155.3000030517578,145.6199951171875,146.8800048828125,146.8800048828125,3924400,AI,0.6478077230579743,0.3836464910188399,0.3472222106793236,1.0393553331681484,-0.3915476101101741,-0.7532386849463535,-0.8119433451282353,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-03,149.92999267578125,149.99200439453125,143.6300048828125,147.0500030517578,147.0500030517578,1970700,AI,0.568582107277638,0.3648418933183938,0.3498129721806495,1.0396059646408131,-0.4710238573631751,-0.7575240551486172,-0.8047823331619186,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-04,147.5,158.27000427246094,147.5,154.3699951171875,154.3699951171875,3287800,AI,0.5500421477480213,0.3546673688655455,0.3198808228932649,1.0350444874140108,-0.4850023396659895,-0.7438895682060565,-0.8198780770943602,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-05,155.07000732421875,155.89999389648438,144.41000366210938,146.60000610351562,146.60000610351562,2394700,AI,0.5768075991680733,0.3519099454618011,0.3180081650130761,1.0366248108476028,-0.4598172116795295,-0.709383249124288,-0.8092420489607866,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-08,150.0,151.89999389648438,145.8000030517578,150.8000030517578,150.8000030517578,2015800,AI,0.573408484554372,0.3242042334234458,0.3046418945425444,1.0368884708904245,-0.4634799863360525,-0.7379045146501064,-0.7988227007734383,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-09,151.99000549316406,172.99000549316406,151.99000549316406,168.9199981689453,168.9199981689453,4493700,AI,0.5327965958772183,0.3074828273130881,0.2727918679289102,1.0434986931592627,-0.5107020972820444,-0.7734364497302542,-0.8195529406843393,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-10,170.1999969482422,176.94000244140625,156.32000732421875,161.4499969482422,161.4499969482422,3090300,AI,0.537441921853261,0.3298234809943721,0.2774233617971895,1.0526013459758607,-0.5151594241225997,-0.7483029550200975,-0.8056456376863492,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-11,162.86000061035156,167.7899932861328,154.60000610351562,156.55999755859375,156.55999755859375,1543200,AI,0.5301481942661415,0.3668880909710773,0.2906872702556139,1.0387619607072216,-0.5086137664410801,-0.7015335430317258,-0.7999564879160538,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-12,158.86000061035156,160.8800048828125,152.02999877929688,153.72999572753906,153.72999572753906,1615300,AI,0.5240356455962765,0.370259544336595,0.3033890632008479,1.037978242018038,-0.5139425964217614,-0.684690438617338,-0.790738595314353,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-16,155.39999389648438,157.5,145.4499969482422,147.1699981689453,147.1699981689453,3078500,AI,0.5151185601807705,0.3934225877981734,0.3378406050099052,1.023482203476065,-0.5083636432952944,-0.6707329165787395,-0.7671997717115104,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-17,146.00999450683594,147.0,136.6999969482422,140.05999755859375,140.05999755859375,3056100,AI,0.532057674868166,0.4368128043096765,0.3548479339516451,1.0274034553097129,-0.4953457804415466,-0.6327433146171696,-0.7601013541788,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-18,136.6999969482422,137.39500427246094,131.0,133.55999755859375,133.55999755859375,3077300,AI,0.5619946011579131,0.4461665262193893,0.3699460972641571,1.0353108010217529,-0.4733161998638397,-0.6388095080189944,-0.7457303830829332,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-19,134.77000427246094,138.7899932861328,133.15499877929688,134.5399932861328,134.5399932861328,1859400,AI,0.5240820994116848,0.4302066594058689,0.3759477059247633,1.0023245570248156,-0.4782424576131308,-0.6368896257989727,-0.7419522211091243,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-22,132.99000549316406,134.0,125.7300033569336,126.22000122070312,126.22000122070312,2247000,AI,0.5111709397803711,0.4866899042233552,0.406037074190693,0.9953240943772406,-0.4841531545968695,-0.5907908657620671,-0.7140166026805309,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-23,121.25,123.0,110.19000244140624,121.12000274658205,121.12000274658205,3822900,AI,0.552262201724034,0.5217965598561954,0.4255283994945399,1.008586492222307,-0.4563242904982727,-0.5611916185816096,-0.6926861736347282,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-24,122.01000213623048,125.31999969482422,118.33999633789062,122.52999877929688,122.52999877929688,2174500,AI,0.5280339312234952,0.5036317611952789,0.4334448799433533,1.0099883968047432,-0.481954465581248,-0.5620019606077779,-0.6700716361488153,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-25,123.95999908447266,127.30999755859376,112.7300033569336,114.30999755859376,114.30999755859376,3938300,AI,0.5424722215547919,0.6277666316933237,0.4170238753133584,1.0266826115313998,-0.4842103899766079,-0.4723254122448093,-0.7243933192452963,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-02-26,116.0999984741211,117.94000244140624,109.5,112.45999908447266,112.45999908447266,2497400,AI,0.560999472400838,0.6771296651770374,0.4500266852424266,1.0374166001615297,-0.4764171277606916,-0.4283324120090995,-0.6933435124308911,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-01,116.19000244140624,121.87999725341795,115.0,121.0500030517578,121.0500030517578,3435900,AI,0.5444857662161974,0.5638992186315294,0.4251961992821752,1.013597239400828,-0.4691114731846307,-0.510264154671182,-0.6807642875848793,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-02,106.9000015258789,109.54000091552734,97.5,98.5,98.5,12320900,AI,0.6994924012779584,0.6541116782251348,0.5137055682651887,1.0361647740865512,-0.3366723728085927,-0.4342949150053676,-0.5991631327440586,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-03,99.41000366210938,101.45999908447266,91.11000061035156,93.31999969482422,93.31999969482422,5490100,AI,0.7330690514983315,0.6527003862687576,0.542648945084138,1.054357280092723,-0.3212882285943915,-0.4477672585734468,-0.5800576812262691,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-04,92.0,95.55999755859376,83.04000091552734,88.51000213623047,88.51000213623047,5930000,AI,0.7772003079341133,0.715060438232894,0.5651338747091568,1.0789141676317748,-0.3017138596976615,-0.4131383982998609,-0.5706227947576898,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-05,89.44000244140625,98.0999984741211,77.0,95.1500015258789,95.1500015258789,7150800,AI,0.6642143956850102,0.6526536781739423,0.5155018229161029,1.0513678997204563,-0.3871535040354461,-0.4469514733819928,-0.6021353539468753,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-08,88.01000213623047,93.0,82.8499984741211,83.61000061035156,83.61000061035156,9266800,AI,0.7576844637204544,0.6946537663804769,0.5800741495748216,1.053835017954231,-0.2961505542337767,-0.4038835191147957,-0.5274301463832642,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-09,85.0,88.58000183105469,83.0,84.91000366210938,84.91000366210938,9321200,AI,0.7187609957262454,0.7131079569612674,0.5850900737547042,1.047243962582535,-0.3284829668562895,-0.3799716850515543,-0.5201056754008164,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-10,89.0,89.81999969482422,82.8499984741211,84.55999755859375,84.55999755859375,4653000,AI,0.7082545070811899,0.7095553658031327,0.5894039923316282,1.039672854637922,-0.331418347556732,-0.3691926929678907,-0.5058992466157916,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-11,86.66999816894531,88.4000015258789,85.5,86.47000122070312,86.47000122070312,4492200,AI,0.7286920022206153,0.6620793245263987,0.5796229700975737,1.0256622421362138,-0.2969702399155985,-0.3987154710475127,-0.4927025244131302,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-12,85.4800033569336,90.91000366210938,82.93000030517578,90.0,90.0,5833300,AI,0.7606666564941407,0.6433333502875433,0.522888904147678,1.0207674438038497,-0.260100787309709,-0.405491297478707,-0.5271256002053036,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-15,91.75,91.75,85.80000305175781,86.7699966430664,86.7699966430664,5333500,AI,0.766393944597598,0.6903308037717365,0.5391264329734761,1.017237660715961,-0.250843716118363,-0.336919254740668,-0.4974157653480965,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-16,87.0,88.41999816894531,82.1500015258789,83.0,83.0,3695400,AI,0.8046988062111728,0.7130120518695877,0.5754216665244964,1.0317473901389642,-0.2270485839277913,-0.3097582594955177,-0.4835256331035633,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-17,80.0999984741211,83.48999786376953,79.20999908447266,80.55999755859375,80.55999755859375,4659700,AI,0.7708540262672409,0.7185948503479443,0.6164349721000534,1.0204048792069982,-0.2495508529397573,-0.3177410857824126,-0.4515798914397589,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-18,79.0,80.95999908447266,75.25,75.80999755859375,75.80999755859375,4919500,AI,0.8027964987508766,0.7979158900739168,0.6526843574159609,1.026141003020234,-0.2233445042693574,-0.2580450681217504,-0.4302366515244125,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-19,75.5,76.08999633789062,72.30000305175781,74.5199966430664,74.5199966430664,5702700,AI,0.8925121461665926,0.8272947437339294,0.6634460662084456,1.039291194415156,-0.1467790482485633,-0.2271183785100435,-0.4200419537941382,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-22,75.1500015258789,77.87000274658203,73.02999877929688,75.05999755859375,75.05999755859375,5200800,AI,0.8947509438657064,0.8244071819987754,0.6169731265597264,1.0344112053404404,-0.1396602614747339,-0.23679777824272,-0.4465591029835939,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-23,75.0,75.48999786376953,70.12000274658203,70.51000213623047,70.51000213623047,4844900,AI,0.9832647813157638,0.9098000224413044,0.6437384486523152,1.0693935085724935,-0.0861287272567299,-0.1823253241982084,-0.4415632816350152,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-24,70.79000091552734,71.01000213623047,64.5,64.5199966430664,64.5199966430664,6031600,AI,1.123527613691524,1.0292933527182084,0.7182269461194677,1.0856410250000772,0.0378865886914467,-0.0670103899925163,-0.3629862207778029,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-25,62.0,69.625,61.5099983215332,66.88999938964844,66.88999938964844,5325700,AI,1.060098733878641,0.96307368450828,0.6860517238508175,1.0730788964453477,-0.0129801625667065,-0.1178868473090047,-0.3936358003916631,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
2021-03-26,67.36000061035156,67.98999786376953,61.09000015258789,64.69999694824219,64.69999694824219,3199700,AI,1.1103554826341058,0.9664606140448316,0.6667697283534493,1.054404908622988,0.0559505740111176,-0.0963974135456001,-0.3846547358836556,110333000.0,93798000.0,-182697000.0,53537000.0,305108000.0,183000.0,-293637000.0,7112000.0,625000.0,424000.0,13421591.0,33104000.0,81039000.0,424000.0,8731409.0,281205000.0,-183722000.0,211874000.0,,4726000.0,400000.0,1200000.0,31727000.0,725000.0,-121194000.0,-32149000.0,-124073000.0,26003000.0,119851000.0,-5445000.0,48230000.0,-69378000.0,-65503000.0,-61281000.0,1302000.0,32659000.0,-164000.0,11730000.0,-2298000.0,-3548000.0
