,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,27927000.0,-1188000.0,9965000.0,54291000.0
Total Cashflows From Investing Activities,-81324000.0,-110295000.0,-60133000.0,-12268000.0
Net Borrowings,-5000000.0,99608000.0,99608000.0,-15755000.0
Total Cash From Financing Activities,509048000.0,458328000.0,24525000.0,117664000.0
Change To Operating Activities,112257000.0,71295000.0,18036000.0,16439000.0
Issuance Of Stock,514048000.0,358720000.0,25025000.0,133419000.0
Net Income,-17507000.0,-59937000.0,-8857000.0,-63509000.0
Change In Cash,575916000.0,361769000.0,-21686000.0,142688000.0
Total Cash From Operating Activities,148192000.0,13707000.0,13922000.0,37292000.0
Depreciation,86841000.0,37226000.0,5789000.0,4036000.0
Other Cashflows From Investing Activities,1058000.0,1058000.0,1058000.0,-80000.0
Change To Inventory,-4181000.0,-14129000.0,-2953000.0,10828000.0
Change To Account Receivables,-196046000.0,-110225000.0,-50673000.0,-41184000.0
Change To Netincome,138401000.0,86980000.0,40015000.0,55091000.0
Capital Expenditures,-82382000.0,-77180000.0,-18327000.0,-9229000.0
Investments,,42445000.0,-41806000.0,-41806000.0
Effect Of Exchange Rate,,29000.0,29000.0,29000.0
Other Cashflows From Financing Activities,,,-500000.0,-500000.0
