,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Change To Liabilities,80000000.0,32000000.0,-51000000.0,72000000.0
Total Cashflows From Investing Activities,-179000000.0,-202000000.0,-166000000.0,-146000000.0
Net Borrowings,161000000.0,-37000000.0,-101000000.0,23000000.0
Total Cash From Financing Activities,-726000000.0,-1023000000.0,-670000000.0,-867000000.0
Change To Operating Activities,5000000.0,-136000000.0,-11000000.0,102000000.0
Issuance Of Stock,70000000.0,49000000.0,181000000.0,47000000.0
Net Income,695000000.0,849000000.0,782000000.0,586000000.0
Change In Cash,225000000.0,-178000000.0,211000000.0,53000000.0
Repurchase Of Stock,-619000000.0,-711000000.0,-437000000.0,-633000000.0
Effect Of Exchange Rate,7000000.0,5000000.0,-10000000.0,9000000.0
Total Cash From Operating Activities,1123000000.0,1042000000.0,1057000000.0,1057000000.0
Depreciation,182000000.0,229000000.0,257000000.0,264000000.0
Other Cashflows From Investing Activities,-2000000.0,2000000.0,-13000000.0,6000000.0
Dividends Paid,-320000000.0,-312000000.0,-302000000.0,-293000000.0
Change To Inventory,-158000000.0,-106000000.0,-129000000.0,-5000000.0
Change To Account Receivables,-121000000.0,-42000000.0,-79000000.0,-103000000.0
Other Cashflows From Financing Activities,-18000000.0,-12000000.0,-11000000.0,-11000000.0
Change To Netincome,416000000.0,219000000.0,252000000.0,137000000.0
Capital Expenditures,-197000000.0,-221000000.0,-239000000.0,-237000000.0
Investments,,,,-35000000.0
