Date,Open,High,Low,Close,Adj Close,Volume,ticker,PriceReturn_22days,PriceReturn_66days,PriceReturn_132days,PriceReturn_22days_mean,AdjRet22Day,AdjRet66Day,AdjRet132Day,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Other Assets,Cash,Total Current Liabilities,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Accounts Payable,Deferred Long Term Liab,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Total Cash From Operating Activities,Depreciation,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-05-20,10.220000267028809,10.289999961853027,10.079999923706056,10.25,10.25,199400,SKLZ,1.0214634406857377,1.0448780525021435,1.2663414187547637,1.0815042987078811,-0.0600408580221436,-0.1325921884190548,-0.1009828224577402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-21,10.25,10.399999618530272,10.210000038146973,10.25,10.25,285400,SKLZ,1.0312194824218752,1.061463425799114,1.2731707503155965,1.0852165557818936,-0.0539970733600183,-0.1178964439746059,-0.1016157783724007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-22,10.25,10.289999961853027,10.199999809265137,10.260000228881836,10.260000228881836,34600,SKLZ,1.023391790035498,1.0594541562445683,1.5107212138619257,1.0467790286512275,-0.0233872386157296,-0.1173598459905527,0.155454326005878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,10.270000457763672,10.270000457763672,10.18000030517578,10.19499969482422,10.19499969482422,68500,SKLZ,1.054438481784118,1.047572400673811,1.4713095094662114,1.0266648888101892,0.0277735929739286,-0.0999930892467513,0.1452806140958078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,10.130000114440918,10.210000038146973,10.0600004196167,10.210000038146973,10.210000038146973,56400,SKLZ,1.0430949636375473,1.051909865914886,1.535749289578021,0.98170303926403,0.0613919243735172,-0.0786759172677997,0.2410625753117548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-28,10.18000030517578,10.300000190734863,10.149999618530272,10.199999809265137,10.199999809265137,67900,SKLZ,1.0549020029498457,1.053921588335254,1.6352941781454309,1.0119748096323815,0.0429271933174639,-0.0798892829451947,0.3152873104140699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,10.149999618530272,10.489999771118164,10.149999618530272,10.25,10.25,307100,SKLZ,1.0712194675352515,1.0731707317073171,1.7326829491592035,1.026394901998446,0.0448245655368055,-0.0708027963278645,0.3915622108300631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,10.369999885559082,10.369999885559082,10.149999618530272,10.25,10.25,83000,SKLZ,1.0692682964045828,1.3678049227086508,1.7404878197646725,1.0098711599508363,0.0593971364537462,0.2252696146339021,0.4227553479906305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-02,10.199999809265137,10.270000457763672,10.19499969482422,10.25,10.25,101400,SKLZ,1.0634145969297826,1.281951253007098,1.9112195270817447,1.004165475686864,0.0592491212429184,0.1846954033380812,0.6001598406159574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,10.270000457763672,10.300000190734863,10.210000038146973,10.25,10.25,70600,SKLZ,1.098536607695789,1.23317076520222,1.839024427460461,0.9904777700587754,0.1080588376370136,0.1681968851731554,0.5708245132381111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-04,10.289999961853027,10.300000190734863,10.220000267028809,10.25,10.25,72500,SKLZ,1.0878048408322216,1.200000018608279,1.9268292682926829,0.9737129878925916,0.11409185293963,0.1593020178243014,0.656556175059857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-05,10.329999923706056,10.43000030517578,10.050000190734863,10.25,10.25,310200,SKLZ,1.09073173709032,1.2565853770186262,1.902439024390244,0.9555197936840854,0.1352119434062346,0.2273277445107604,0.6716023369367354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,10.239999771118164,10.449999809265137,10.0600004196167,10.239999771118164,10.239999771118164,386700,SKLZ,1.0957031755679063,1.207031243451638,1.8740235315417544,0.9235807988149242,0.1721223767529821,0.2117267668647737,0.6762450003588731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-09,10.399999618530272,10.420000076293944,10.170000076293944,10.289999961853027,10.289999961853027,1058000,SKLZ,1.0894071991938348,1.1758989724321394,1.7492711435111177,0.9543505613494414,0.1350566378443933,0.159592440651924,0.5075606428315433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,10.529999732971191,10.899999618530272,10.109999656677246,10.5,10.5,1065800,SKLZ,1.0533333732968284,1.163809549240839,1.683809552873884,0.9608958633020044,0.0924375099948239,0.1070970728168245,0.4151813405317461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,10.5,10.583000183105469,10.300000190734863,10.399999618530272,10.399999618530272,397200,SKLZ,1.057692346488232,1.1971154101854258,2.185576959227671,1.045260445726958,0.012431900761274,0.0619415378982253,0.808220285680356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,10.56999969482422,10.593999862670898,10.300000190734863,10.449999809265137,10.449999809265137,75000,SKLZ,1.05167463844107,1.2325359186151663,2.0019139194381554,1.0498126718293574,0.0018619666117125,0.1152562018308327,0.6580616018143475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,10.510000228881836,10.600000381469728,10.380000114440918,10.5,10.5,71300,SKLZ,1.1628571464901878,1.219047637212844,1.8819047837030325,1.031614340553077,0.1312428059371104,0.1246737227384482,0.5669034031650748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,10.59000015258789,10.59000015258789,10.300000190734863,10.489999771118164,10.489999771118164,464500,SKLZ,1.1725453249865767,1.2249762308717385,1.9046711132679648,1.0166643907242152,0.1558809342623615,0.1615103099353911,0.6080408564135074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,10.59000015258789,10.609999656677246,10.399999618530272,10.5600004196167,10.5600004196167,373400,SKLZ,1.1003787333164574,1.1941287079167515,1.8532195944301448,1.0230961122793614,0.077282621037096,0.1443624059483981,0.5389812405426464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,10.600000381469728,10.720000267028809,10.479999542236328,10.510000228881836,10.510000228881836,266300,SKLZ,1.1607991953928911,1.1550903976159412,1.80970504696052,1.0320780068346933,0.1287211885581978,0.0972653595262142,0.4950455229337718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,10.550000190734863,10.600000381469728,10.43299961090088,10.529999732971191,10.529999732971191,573200,SKLZ,1.157644813818406,1.0892688089169005,1.843304875558178,1.0472002394231807,0.1104445743952251,0.0481570101965367,0.5209470061260597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,10.6899995803833,10.6899995803833,10.399999618530272,10.470000267028809,10.470000267028809,639700,SKLZ,1.1222540305946365,1.1050620248081018,1.9694365151229327,1.0416111253467466,0.0806429052478898,0.0677501447550392,0.6613462909117189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,10.550000190734863,10.600000381469728,10.350000381469728,10.56999969482422,10.56999969482422,359800,SKLZ,1.1059602571329787,1.1296121026597497,1.823084296511338,1.0305967789015436,0.0753634782314351,0.0784849182037674,0.5086201901070178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,10.56999969482422,10.600000381469728,10.369999885559082,10.5,10.5,400000,SKLZ,1.0895237695603144,1.1276190621512276,1.9047619047619049,1.0730616563589168,0.0164621132013975,0.0187473639948085,0.5400662678945223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,10.5,10.850000381469728,10.4399995803833,10.75,10.75,559800,SKLZ,1.0586046618084577,1.1013953630314317,1.6930233267850654,1.0527413251046664,0.0058633367037912,0.0109157315613177,0.3658717154051019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,10.729999542236328,10.859999656677246,10.5,10.649999618530272,10.649999618530272,597000,SKLZ,1.056338066005727,1.1417840641284662,2.0732395037168225,1.09603731200819,-0.0396992460024629,0.0209550254513259,0.6977028211928518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,10.779999732971191,10.84000015258789,10.625,10.760000228881836,10.760000228881836,630400,SKLZ,1.0157992632600166,1.147769527766369,2.0678438221847686,1.0675591621777658,-0.0517598989177492,0.0394542217332509,0.6865596871735455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,10.800000190734863,10.982000350952148,10.75,10.979999542236328,10.979999542236328,517400,SKLZ,0.9644809284236996,1.1284153788588636,2.02732250973738,1.0503414786147147,-0.0858605501910151,0.0299010091084499,0.6442213435520503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,11.0,11.25,10.93000030517578,10.960000038146973,10.960000038146973,452500,SKLZ,0.9598540530244658,1.127737191027143,1.9735400625439803,1.0614698745417157,-0.1016158215172499,0.00679498014556,0.585284326259037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,10.960000038146973,11.0,10.871999740600586,10.899999618530272,10.899999618530272,286700,SKLZ,0.9770642193807976,1.1009174697217146,2.151376292075632,1.0609433180919134,-0.0838790987111158,-0.0057220614918198,0.7673942590254776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,11.0,11.359999656677246,11.0,11.260000228881836,11.260000228881836,2559400,SKLZ,0.9467139991764184,1.0657193389055242,2.175843650265445,1.060100399776527,-0.1133864006001086,-0.0488518062689471,0.7938464167889083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,11.5,11.600000381469728,10.920000076293944,11.149999618530272,11.149999618530272,545300,SKLZ,0.9677130341709648,1.1201793899939634,2.3596412884371394,1.0770138498901505,-0.1093008157191857,-0.0273354655777537,0.9575937125500962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,11.149999618530272,11.31999969482422,11.020000457763672,11.18000030517578,11.18000030517578,373000,SKLZ,0.9481216540363115,1.2164579615595903,2.3363148592349456,1.077606770930481,-0.1294851168941695,0.0743189111816209,0.9372671503039228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,11.380000114440918,11.390000343322754,10.949999809265137,11.220000267028809,11.220000267028809,292800,SKLZ,0.9572192081562442,1.2433154614317372,2.204991014467205,1.1044879116126745,-0.1472687034564302,0.0759348357711862,0.7961784673538386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,11.239999771118164,11.239999771118164,11.029999732971191,11.210000038146973,11.210000038146973,120100,SKLZ,0.9553969671455372,1.2399642793246557,2.379125779262935,1.085711270031918,-0.1303143028863808,0.0978480121298042,0.9821800362275686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,11.739999771118164,11.739999771118164,10.56999969482422,11.0600004196167,11.0600004196167,521700,SKLZ,0.9855333820057872,1.2504520252256337,2.5940324995983963,1.102834219482497,-0.1173008374767097,0.0988997523704198,1.171874544041985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,10.770000457763672,11.239999771118164,10.770000457763672,11.0,11.0,126700,SKLZ,0.9990908882834696,1.2545454718849876,2.6545455239035864,1.0836330203006346,-0.0845421320171649,0.1150056508639219,1.2609653801172187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,10.93000030517578,11.130000114440918,10.8100004196167,10.989999771118164,10.989999771118164,150800,SKLZ,0.989080992897339,1.238398538682819,2.54868069265046,1.0561175899815567,-0.0670365970842177,0.1309780355224419,1.1913406782538367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,11.970000267028809,12.4399995803833,11.010000228881836,12.210000038146973,12.210000038146973,7909900,SKLZ,0.891891917223569,1.1343161620146602,2.3439804053904703,1.0603047606893516,-0.1684128434657826,0.0369542090891015,0.9842929455197692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,12.199999809265137,12.850000381469728,11.859999656677246,12.300000190734863,12.300000190734863,3118200,SKLZ,0.869105643464598,1.0723576728331143,2.41707309603384,1.0508986066031938,-0.1817929631385958,-0.0257961909346615,1.0522799489758787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,12.380000114440918,12.550000190734863,11.229999542236328,11.619999885559082,11.619999885559082,976100,SKLZ,0.8915662442950866,1.084337392905533,2.3476765021786368,1.0499296408975316,-0.158363396602445,-0.0102828921322446,0.960085498954074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,11.600000381469728,12.329999923706056,11.479999542236328,12.199999809265137,12.199999809265137,1271600,SKLZ,0.8647541275142314,1.0442622926471632,2.181967316017265,1.035121986103813,-0.1703678585895816,-0.0537121947341439,0.8344137319598293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,12.0600004196167,12.300000190734863,11.800000190734863,12.1899995803833,12.1899995803833,532100,SKLZ,0.8695652786180345,1.0188679658595534,2.2657917793271096,1.0249122036135947,-0.1553469249955602,-0.0769280423348268,0.9198773002514444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,12.109999656677246,12.300000190734863,11.649999618530272,11.75,11.75,471100,SKLZ,0.9114893649486784,1.0553191164706617,2.3268085236245013,1.042919681119605,-0.1314303161709269,-0.0175894983705318,0.9795914910598162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,11.609999656677246,12.149999618530272,11.4399995803833,11.6899995803833,11.6899995803833,485100,SKLZ,0.9307100517521298,1.0282293318413918,2.4687768730788333,1.0525520783774,-0.1218420266252702,-0.0428939099850713,1.1219795151710923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,11.770000457763672,11.779999732971191,11.270000457763672,11.4399995803833,11.4399995803833,301700,SKLZ,0.9501748500234544,0.9842657903755416,2.733391748666127,1.045546571033957,-0.0953717210105029,-0.0488054656025351,1.3870269725816855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,11.5,11.529999732971191,11.3100004196167,11.380000114440918,11.380000114440918,251200,SKLZ,0.9384885938290232,0.9920913750718084,3.426186404777757,1.059971727560168,-0.1214831337311447,-0.0602480356453128,2.0587617678809838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,11.399999618530272,11.5,11.170000076293944,11.25,11.25,337500,SKLZ,0.9546666463216146,1.0248888651529948,3.886222330729167,1.0491737417135036,-0.094507095391889,0.0008272981848742,2.5311142280857477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,11.170000076293944,11.34000015258789,10.899999618530272,10.93000030517578,10.93000030517578,460000,SKLZ,0.983531537040256,1.0137236609645148,3.9158278172044594,1.0469317050835845,-0.0634001680433284,-0.0359120748323606,2.5338679080055755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,10.989999771118164,11.140000343322754,10.479999542236328,10.59000015258789,10.59000015258789,896600,SKLZ,1.0387157546274366,1.0764872005921964,3.945231178215522,1.0584584032817186,-0.0197426486542819,-0.0001714456864636,2.558037642494302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,10.649999618530272,10.699999809265137,10.260000228881836,10.520000457763672,10.520000457763672,797300,SKLZ,1.3326996052948863,1.1055132707582798,3.813687945448381,1.0645312650354448,0.2681683402594415,0.0333084028566383,2.437701124503468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,10.670000076293944,10.850000381469728,10.520000457763672,10.649999618530272,10.649999618530272,472600,SKLZ,1.2338028933315688,1.1661972320340737,3.519248909363686,1.02982774469698,0.2039751486345888,0.072953934518481,2.146701661242579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,10.829999923706056,10.829999923706056,10.479999542236328,10.65999984741211,10.65999984741211,1038400,SKLZ,1.1857411373595208,1.144465289296124,3.484990812161942,1.0154342721529666,0.1703068652065542,0.0662723640933484,2.1202619932625204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,10.800000190734863,10.800000190734863,10.550000190734863,10.789999961853027,10.789999961853027,168600,SKLZ,1.1399444146636044,1.1214087510887931,3.687673869898141,0.9945470827091798,0.1453973319544246,0.0068495383310014,2.3242350100082723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,10.850000381469728,10.850000381469728,10.5,10.600000381469728,10.600000381469728,613600,SKLZ,1.215094306690493,1.1377358476985768,3.5962261849088057,1.000982312548244,0.2141119941422489,0.0260120475244305,2.24882230572098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,10.600000381469728,10.75,10.510000228881836,10.739999771118164,10.739999771118164,156900,SKLZ,1.1508379813857688,1.118249579593003,3.355679858806472,0.9799638681285404,0.1708741132572282,0.015519095640019,2.0346167399445303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,10.609999656677246,10.739999771118164,10.56999969482422,10.710000038146973,10.710000038146973,324700,SKLZ,1.1297852790263156,1.1213819034644734,3.355742156741137,0.9825449744444564,0.1472403045818592,0.0326882482460086,2.0136939905330395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,10.649999618530272,11.100000381469728,10.649999618530272,10.899999618530272,10.899999618530272,1116600,SKLZ,1.1211009811646693,1.1642201857337668,2.962385508769517,0.9960166142981388,0.1250843668665303,0.0589064859821024,1.63221626129455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-13,10.9399995803833,11.09000015258789,10.899999618530272,10.989999771118164,10.989999771118164,330100,SKLZ,1.1328480499138742,1.1565059420245838,2.81710643578318,1.000064240707307,0.1327838092065671,0.0276518941352672,1.4834528799327416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,11.050000190734863,11.149999618530272,10.789999961853027,10.869999885559082,10.869999885559082,125900,SKLZ,1.1849126264989334,1.2171112862487268,3.0312788509514066,1.005359460743004,0.1795531657559295,0.0885489739172546,1.669129891050001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,10.75,11.050999641418455,10.75,10.890000343322754,10.890000343322754,179600,SKLZ,1.175390246758186,1.2580348372225116,2.7685949190090584,0.999910744389532,0.1754795023686539,0.1415895325001894,1.4385710866280796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,10.800000190734863,10.920000076293944,10.65999984741211,10.6899995803833,10.6899995803833,332800,SKLZ,1.2020580809984447,1.3068288882503305,2.95696930319413,0.9949555639278014,0.2071025170706433,0.1746361356025976,1.6239197530618077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-19,10.760000228881836,10.829999923706056,10.350000381469728,10.359999656677246,10.359999656677246,434100,SKLZ,1.217181474378701,1.30694984657902,3.303089030379222,0.9768858377185572,0.2402956366601437,0.1725678635200538,1.925954713840804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-20,10.369999885559082,10.579999923706056,10.369999885559082,10.550000190734863,10.550000190734863,155500,SKLZ,1.150710912212518,1.2597156134200325,3.142180182611905,0.9875636487882484,0.1631472634242696,0.1008423242452949,1.7704957417417932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-21,10.4399995803833,10.789999961853027,10.420000076293944,10.600000381469728,10.600000381469728,225700,SKLZ,1.0820754579480922,1.2254716324186634,2.8716980602445035,0.9669804572148069,0.1150950007332853,0.0428752897473432,1.510180600791073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,10.600000381469728,10.739999771118164,10.520000457763672,10.710000038146973,10.710000038146973,240800,SKLZ,1.0802987538388509,1.2119514001871197,2.6451913933520084,0.9519424952921356,0.1283562585467152,0.0533332677698432,1.3325618889792636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-25,10.619999885559082,10.970000267028809,10.619999885559082,10.880000114440918,10.880000114440918,405200,SKLZ,1.0974264204772808,1.1994485343261831,2.522977984761722,0.9667641278619096,0.1306622926153711,0.0369273358695252,1.1838420529320983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-26,11.0,11.390000343322754,10.699999809265137,10.869999885559082,10.869999885559082,395300,SKLZ,1.0892364560479402,1.4259429772940408,2.2493101214675777,0.9868389913626016,0.1023974646853386,0.2741768504198694,0.8910650637491317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27,11.18000030517578,11.18000030517578,10.649999618530272,10.68000030517578,10.68000030517578,682900,SKLZ,1.1086142148188842,1.4044943418897329,2.374531824503929,0.97477619582067,0.1338380189982143,0.2512572401711688,1.0059076570460463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-28,10.869999885559082,10.880000114440918,10.649999618530272,10.739999771118164,10.739999771118164,254000,SKLZ,1.132216024818975,1.4599628155805169,2.39292377194006,0.9723584880428094,0.1598575367761655,0.3148939016556775,1.0212092795282814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
